f            Pxx32k       Pxx31k       Pxx30k       Pxx29k       Pxx28k       Pxx27k       Pxx26k       Pxx25k       Pxx_pow32k   Pxx_pow31k   Pxx_pow30k   Pxx_pow29k   Pxx_pow28k   Pxx_pow27k   Pxx_pow26k   Pxx_pow25k   
4.768372e-01 4.553800e-10 4.840911e-10 5.263619e-10 5.384748e-10 5.827371e-10 6.333155e-10 6.631196e-10 6.932210e-10 1.128662e-15 1.126836e-15 1.124881e-15 1.124082e-15 1.122979e-15 1.121968e-15 1.121286e-15 1.120880e-15 
7.152557e-01 4.553400e-10 4.840517e-10 5.263243e-10 5.384338e-10 5.826977e-10 6.332795e-10 6.630815e-10 6.931814e-10 1.128563e-15 1.126745e-15 1.124801e-15 1.123996e-15 1.122903e-15 1.121904e-15 1.121221e-15 1.120816e-15 
9.536743e-01 4.552840e-10 4.839966e-10 5.262718e-10 5.383764e-10 5.826426e-10 6.332291e-10 6.630282e-10 6.931258e-10 1.128425e-15 1.126616e-15 1.124689e-15 1.123877e-15 1.122797e-15 1.121815e-15 1.121131e-15 1.120726e-15 
1.192093e+00 4.552121e-10 4.839258e-10 5.262043e-10 5.383027e-10 5.825717e-10 6.331644e-10 6.629597e-10 6.930544e-10 1.128246e-15 1.126451e-15 1.124544e-15 1.123723e-15 1.122660e-15 1.121700e-15 1.121015e-15 1.120610e-15 
1.430511e+00 4.551242e-10 4.838392e-10 5.261218e-10 5.382126e-10 5.824851e-10 6.330853e-10 6.628760e-10 6.929672e-10 1.128029e-15 1.126250e-15 1.124368e-15 1.123535e-15 1.122493e-15 1.121560e-15 1.120874e-15 1.120469e-15 
1.668930e+00 4.550205e-10 4.837371e-10 5.260243e-10 5.381062e-10 5.823829e-10 6.329918e-10 6.627771e-10 6.928641e-10 1.127771e-15 1.126012e-15 1.124160e-15 1.123313e-15 1.122296e-15 1.121395e-15 1.120707e-15 1.120303e-15 
1.907349e+00 4.549008e-10 4.836192e-10 5.259120e-10 5.379835e-10 5.822649e-10 6.328841e-10 6.626630e-10 6.927453e-10 1.127475e-15 1.125738e-15 1.123920e-15 1.123056e-15 1.122069e-15 1.121204e-15 1.120514e-15 1.120111e-15 
2.145767e+00 4.547654e-10 4.834858e-10 5.257847e-10 5.378446e-10 5.821313e-10 6.327620e-10 6.625338e-10 6.926107e-10 1.127139e-15 1.125427e-15 1.123648e-15 1.122766e-15 1.121811e-15 1.120988e-15 1.120295e-15 1.119893e-15 
2.384186e+00 4.546141e-10 4.833368e-10 5.256427e-10 5.376895e-10 5.819821e-10 6.326257e-10 6.623895e-10 6.924604e-10 1.126764e-15 1.125081e-15 1.123344e-15 1.122443e-15 1.121524e-15 1.120746e-15 1.120051e-15 1.119650e-15 
2.622604e+00 4.544471e-10 4.831723e-10 5.254857e-10 5.375181e-10 5.818174e-10 6.324751e-10 6.622301e-10 6.922943e-10 1.126350e-15 1.124698e-15 1.123009e-15 1.122085e-15 1.121206e-15 1.120479e-15 1.119782e-15 1.119381e-15 
2.861023e+00 4.542645e-10 4.829924e-10 5.253141e-10 5.373307e-10 5.816371e-10 6.323103e-10 6.620557e-10 6.921126e-10 1.125898e-15 1.124279e-15 1.122642e-15 1.121694e-15 1.120859e-15 1.120187e-15 1.119487e-15 1.119088e-15 
3.099442e+00 4.540662e-10 4.827970e-10 5.251277e-10 5.371272e-10 5.814414e-10 6.321313e-10 6.618663e-10 6.919152e-10 1.125406e-15 1.123824e-15 1.122244e-15 1.121269e-15 1.120482e-15 1.119870e-15 1.119167e-15 1.118768e-15 
3.337860e+00 4.538524e-10 4.825863e-10 5.249266e-10 5.369077e-10 5.812302e-10 6.319382e-10 6.616619e-10 6.917022e-10 1.124876e-15 1.123334e-15 1.121814e-15 1.120811e-15 1.120075e-15 1.119528e-15 1.118821e-15 1.118424e-15 
3.576279e+00 4.536231e-10 4.823604e-10 5.247109e-10 5.366723e-10 5.810036e-10 6.317310e-10 6.614426e-10 6.914737e-10 1.124308e-15 1.122808e-15 1.121353e-15 1.120319e-15 1.119638e-15 1.119161e-15 1.118450e-15 1.118055e-15 
3.814697e+00 4.533785e-10 4.821192e-10 5.244806e-10 5.364209e-10 5.807618e-10 6.315097e-10 6.612084e-10 6.912297e-10 1.123702e-15 1.122246e-15 1.120861e-15 1.119794e-15 1.119172e-15 1.118769e-15 1.118054e-15 1.117660e-15 
4.053116e+00 4.531185e-10 4.818629e-10 5.242358e-10 5.361538e-10 5.805046e-10 6.312744e-10 6.609593e-10 6.909703e-10 1.123057e-15 1.121650e-15 1.120338e-15 1.119237e-15 1.118677e-15 1.118352e-15 1.117633e-15 1.117241e-15 
4.291534e+00 4.528433e-10 4.815915e-10 5.239766e-10 5.358709e-10 5.802323e-10 6.310252e-10 6.606955e-10 6.906954e-10 1.122375e-15 1.121018e-15 1.119784e-15 1.118646e-15 1.118152e-15 1.117911e-15 1.117187e-15 1.116796e-15 
4.529953e+00 4.525529e-10 4.813052e-10 5.237031e-10 5.355724e-10 5.799449e-10 6.307621e-10 6.604170e-10 6.904052e-10 1.121656e-15 1.120351e-15 1.119199e-15 1.118023e-15 1.117598e-15 1.117445e-15 1.116716e-15 1.116327e-15 
