t            ydata32k     ydata31k     ydata30k     ydata29k     ydata28k     ydata27k     ydata26k     ydata25k     yfit32k      yfit31k      yfit30k      yfit29k      yfit28k      yfit27k      yfit26k      yfit25k      
6.400000e-01 -1.394037e-03 -3.694254e-04 -1.348254e-03 3.823568e-05 -4.045771e-04 -1.231145e-04 -2.059364e-03 -2.977751e-03 -0.000000e+00 0.000000e+00 -0.000000e+00 -0.000000e+00 -0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 
7.040000e-01 -1.166980e-03 -2.092235e-04 -1.407887e-03 1.207338e-03 -8.819791e-04 7.113984e-04 -2.034183e-03 -1.992364e-03 -0.000000e+00 0.000000e+00 -0.000000e+00 -0.000000e+00 -0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 
7.680000e-01 -7.452792e-04 -4.357553e-04 -1.136781e-03 4.371988e-04 -1.074467e-03 -2.801373e-04 -2.137232e-03 -1.390563e-03 -0.000000e+00 0.000000e+00 -0.000000e+00 -0.000000e+00 -0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 
8.320000e-01 -1.042336e-03 -1.049271e-03 -1.399586e-03 2.536367e-04 -7.504064e-04 1.729072e-04 -2.560688e-03 -1.007668e-03 -0.000000e+00 2.116451e-17 -0.000000e+00 -1.928529e-17 -1.450564e-17 1.658185e-17 1.869230e-17 -1.122496e-17 
8.960000e-01 3.127720e-02 3.142531e-02 3.412777e-02 3.306657e-02 3.248235e-02 3.236585e-02 3.161873e-02 3.144376e-02 3.962234e-02 3.903287e-02 4.177446e-02 3.634904e-02 4.137155e-02 4.407561e-02 3.800207e-02 3.895819e-02 
9.600000e-01 7.890237e-02 7.786939e-02 8.031115e-02 7.837707e-02 7.824202e-02 7.856105e-02 7.632849e-02 7.551209e-02 8.190568e-02 8.052027e-02 8.485554e-02 7.555465e-02 8.306025e-02 8.702540e-02 7.630188e-02 7.723360e-02 
1.024000e+00 1.163585e-01 1.152379e-01 1.181312e-01 1.126569e-01 1.146742e-01 1.159392e-01 1.082394e-01 1.068700e-01 1.156287e-01 1.134045e-01 1.180384e-01 1.069420e-01 1.142193e-01 1.180928e-01 1.046386e-01 1.046829e-01 
1.088000e+00 1.420413e-01 1.386656e-01 1.436212e-01 1.337390e-01 1.373510e-01 1.401196e-01 1.259790e-01 1.248046e-01 1.393199e-01 1.362889e-01 1.404712e-01 1.288635e-01 1.344021e-01 1.374965e-01 1.225061e-01 1.212280e-01 
1.152000e+00 1.579683e-01 1.536136e-01 1.583598e-01 1.442686e-01 1.498642e-01 1.559905e-01 1.336673e-01 1.325091e-01 1.546281e-01 1.508554e-01 1.542846e-01 1.427280e-01 1.459976e-01 1.480862e-01 1.321563e-01 1.294337e-01 
1.216000e+00 1.663225e-01 1.621494e-01 1.653499e-01 1.482397e-01 1.569502e-01 1.633470e-01 1.362415e-01 1.331874e-01 1.637645e-01 1.593256e-01 1.619499e-01 1.505854e-01 1.515992e-01 1.526778e-01 1.360798e-01 1.319535e-01 
1.280000e+00 1.698890e-01 1.648834e-01 1.689439e-01 1.487891e-01 1.576230e-01 1.659829e-01 1.341296e-01 1.310401e-01 1.686474e-01 1.636156e-01 1.654899e-01 1.542691e-01 1.532660e-01 1.534096e-01 1.362698e-01 1.308427e-01 
1.344000e+00 1.720551e-01 1.653239e-01 1.692774e-01 1.470618e-01 1.573695e-01 1.655387e-01 1.293087e-01 1.270297e-01 1.707150e-01 1.651555e-01 1.663645e-01 1.551800e-01 1.524498e-01 1.517463e-01 1.341339e-01 1.275190e-01 
1.408000e+00 1.724768e-01 1.645563e-01 1.694731e-01 1.438408e-01 1.544510e-01 1.635908e-01 1.248845e-01 1.220461e-01 1.709708e-01 1.649384e-01 1.655624e-01 1.543081e-01 1.501137e-01 1.486395e-01 1.306031e-01 1.229018e-01 
1.472000e+00 1.721025e-01 1.620464e-01 1.674309e-01 1.396887e-01 1.511793e-01 1.606024e-01 1.206335e-01 1.148777e-01 1.700857e-01 1.636251e-01 1.637288e-01 1.523212e-01 1.468736e-01 1.446889e-01 1.262685e-01 1.175647e-01 
1.536000e+00 1.697441e-01 1.601346e-01 1.643166e-01 1.358605e-01 1.469637e-01 1.557619e-01 1.171107e-01 1.087863e-01 1.684963e-01 1.616431e-01 1.612750e-01 1.496558e-01 1.431143e-01 1.402652e-01 1.214953e-01 1.118562e-01 
1.600000e+00 1.673164e-01 1.578000e-01 1.604417e-01 1.325789e-01 1.426101e-01 1.499208e-01 1.108673e-01 1.019736e-01 1.664813e-01 1.592636e-01 1.584592e-01 1.465911e-01 1.390726e-01 1.355950e-01 1.165045e-01 1.059841e-01 
1.664000e+00 1.646519e-01 1.556650e-01 1.578240e-01 1.290220e-01 1.370245e-01 1.432474e-01 1.065531e-01 9.636079e-02 1.642166e-01 1.566566e-01 1.554415e-01 1.433028e-01 1.348919e-01 1.308149e-01 1.114276e-01 1.000701e-01 
1.728000e+00 1.623468e-01 1.522223e-01 1.539257e-01 1.272447e-01 1.317200e-01 1.366303e-01 1.014620e-01 9.010007e-02 1.618118e-01 1.539271e-01 1.523204e-01 1.398999e-01 1.306589e-01 1.260070e-01 1.063420e-01 9.418459e-02 
1.792000e+00 1.603599e-01 1.493294e-01 1.501587e-01 1.248569e-01 1.284421e-01 1.293613e-01 9.555842e-02 8.265132e-02 1.593346e-01 1.511398e-01 1.491561e-01 1.364494e-01 1.264248e-01 1.212201e-01 1.012923e-01 8.836730e-02 
1.856000e+00 1.569127e-01 1.469316e-01 1.453696e-01 1.249854e-01 1.238681e-01 1.223420e-01 9.304083e-02 7.752838e-02 1.568269e-01 1.483340e-01 1.459851e-01 1.329920e-01 1.222201e-01 1.164826e-01 9.630377e-02 8.264021e-02 
1.920000e+00 1.537092e-01 1.447038e-01 1.429852e-01 1.242687e-01 1.198235e-01 1.153012e-01 9.048317e-02 7.482157e-02 1.543141e-01 1.455333e-01 1.428295e-01 1.295521e-01 1.180624e-01 1.118110e-01 9.139048e-02 7.701488e-02 
1.984000e+00 1.514742e-01 1.408854e-01 1.387358e-01 1.223417e-01 1.149661e-01 1.079052e-01 8.697289e-02 7.106430e-02 1.518117e-01 1.427520e-01 1.397022e-01 1.261441e-01 1.139616e-01 1.072144e-01 8.655970e-02 7.149694e-02 
2.048000e+00 1.493435e-01 1.397616e-01 1.359406e-01 1.216036e-01 1.091127e-01 1.013401e-01 8.422931e-02 6.784575e-02 1.493288e-01 1.399983e-01 1.366109e-01 1.227765e-01 1.099231e-01 1.026977e-01 8.181492e-02 6.608857e-02 
2.112000e+00 1.462551e-01 1.371992e-01 1.328587e-01 1.209064e-01 1.048359e-01 9.464774e-02 7.911859e-02 6.258076e-02 1.468709e-01 1.372772e-01 1.335601e-01 1.194540e-01 1.059499e-01 9.826310e-02 7.715739e-02 6.079002e-02 
2.176000e+00 1.438738e-01 1.345234e-01 1.293773e-01 1.192531e-01 9.951188e-02 8.642056e-02 7.540496e-02 5.764826e-02 1.444412e-01 1.345913e-01 1.305520e-01 1.161791e-01 1.020428e-01 9.391118e-02 7.258712e-02 5.560042e-02 
2.240000e+00 1.421769e-01 1.317549e-01 1.264080e-01 1.175521e-01 9.497104e-02 8.027879e-02 7.089248e-02 5.300760e-02 1.420415e-01 1.319420e-01 1.275878e-01 1.129529e-01 9.820228e-02 8.964170e-02 6.810340e-02 5.051833e-02 
2.304000e+00 1.401932e-01 1.293051e-01 1.229269e-01 1.172595e-01 9.077190e-02 7.279838e-02 6.958183e-02 4.804891e-02 1.396726e-01 1.293299e-01 1.246679e-01 1.097758e-01 9.442782e-02 8.545389e-02 6.370511e-02 4.554196e-02 
2.368000e+00 1.369460e-01 1.275925e-01 1.195376e-01 1.161635e-01 8.808465e-02 6.678645e-02 6.616501e-02 4.540319e-02 1.373349e-01 1.267552e-01 1.217923e-01 1.066478e-01 9.071878e-02 8.134663e-02 5.939093e-02 4.066936e-02 
2.432000e+00 1.351336e-01 1.252721e-01 1.166299e-01 1.146002e-01 8.341560e-02 6.173050e-02 6.339779e-02 3.959929e-02 1.350285e-01 1.242177e-01 1.189608e-01 1.035684e-01 8.707429e-02 7.731864e-02 5.515942e-02 3.589853e-02 
2.496000e+00 1.325616e-01 1.245704e-01 1.137739e-01 1.138169e-01 7.972324e-02 5.721578e-02 5.801703e-02 3.583996e-02 1.327532e-01 1.217172e-01 1.161728e-01 1.005372e-01 8.349339e-02 7.336858e-02 5.100909e-02 3.122741e-02 
2.560000e+00 1.301218e-01 1.224960e-01 1.102936e-01 1.124131e-01 7.642904e-02 5.166171e-02 5.386598e-02 3.235872e-02 1.305087e-01 1.192531e-01 1.134278e-01 9.755353e-02 7.997507e-02 6.949501e-02 4.693845e-02 2.665397e-02 
2.624000e+00 1.276050e-01 1.182561e-01 1.066222e-01 1.104796e-01 7.294400e-02 4.661182e-02 5.067810e-02 2.620137e-02 1.282948e-01 1.168252e-01 1.107254e-01 9.461673e-02 7.651829e-02 6.569653e-02 4.294599e-02 2.217620e-02 
2.688000e+00 1.258415e-01 1.166211e-01 1.046121e-01 1.075849e-01 6.972039e-02 4.131046e-02 4.621086e-02 2.077394e-02 1.261111e-01 1.144329e-01 1.080647e-01 9.172612e-02 7.312200e-02 6.197171e-02 3.903023e-02 1.779209e-02 
2.752000e+00 1.240474e-01 1.151435e-01 1.020004e-01 1.031232e-01 6.573517e-02 3.825637e-02 4.221634e-02 1.514081e-02 1.239572e-01 1.120757e-01 1.054454e-01 8.888099e-02 6.978518e-02 5.831915e-02 3.518971e-02 1.349971e-02 
2.816000e+00 1.205520e-01 1.125341e-01 9.964078e-02 9.951887e-02 6.268436e-02 3.610210e-02 3.787220e-02 1.234790e-02 1.218328e-01 1.097531e-01 1.028666e-01 8.608066e-02 6.650678e-02 5.473745e-02 3.142300e-02 9.297146e-03 
2.880000e+00 1.185178e-01 1.090498e-01 9.741360e-02 9.605192e-02 6.017031e-02 3.336819e-02 3.420134e-02 8.176307e-03 1.197374e-01 1.074646e-01 1.003279e-01 8.332442e-02 6.328580e-02 5.122525e-02 2.772866e-02 5.182511e-03 
2.944000e+00 1.175950e-01 1.070700e-01 9.577383e-02 9.288830e-02 5.694292e-02 3.111378e-02 2.953139e-02 2.602831e-03 1.176707e-01 1.052098e-01 9.782859e-02 8.061159e-02 6.012123e-02 4.778120e-02 2.410533e-02 1.153972e-03 
3.008000e+00 1.159060e-01 1.051508e-01 9.326357e-02 8.865206e-02 5.394877e-02 3.129361e-02 2.506561e-02 -3.775016e-04 1.156322e-01 1.029882e-01 9.536804e-02 7.794148e-02 5.701209e-02 4.440399e-02 2.055162e-02 -2.790273e-03 
3.072000e+00 1.128701e-01 1.025196e-01 9.074698e-02 8.497688e-02 5.103601e-02 2.996680e-02 1.995196e-02 -5.154881e-03 1.136217e-01 1.007992e-01 9.294568e-02 7.531343e-02 5.395740e-02 4.109232e-02 1.706621e-02 -6.651986e-03 
3.136000e+00 1.102458e-01 9.944008e-02 8.879881e-02 8.099770e-02 4.804857e-02 2.882666e-02 1.684020e-02 -1.077696e-02 1.116386e-01 9.864233e-02 9.056092e-02 7.272677e-02 5.095622e-02 3.784492e-02 1.364778e-02 -1.043289e-02 
3.200000e+00 1.095601e-01 9.667511e-02 8.704535e-02 7.712445e-02 4.494060e-02 2.774110e-02 1.197708e-02 -1.536170e-02 1.096827e-01 9.651721e-02 8.821318e-02 7.018086e-02 4.800760e-02 3.466054e-02 1.029505e-02 -1.413469e-02 
3.264000e+00 1.076225e-01 9.428538e-02 8.488775e-02 7.291055e-02 4.162524e-02 2.578395e-02 6.891543e-03 -1.983953e-02 1.077536e-01 9.442334e-02 8.590187e-02 6.767504e-02 4.511064e-02 3.153795e-02 7.006754e-03 -1.775902e-02 
3.328000e+00 1.055306e-01 9.268884e-02 8.272934e-02 6.882320e-02 4.031398e-02 2.474616e-02 1.753036e-03 -2.116986e-02 1.058508e-01 9.236025e-02 8.362644e-02 6.520870e-02 4.226441e-02 2.847597e-02 3.781650e-03 -2.130752e-02 
3.392000e+00 1.045809e-01 9.038072e-02 8.087032e-02 6.460813e-02 3.796298e-02 2.349911e-02 -1.217891e-03 -2.454278e-02 1.039741e-01 9.032749e-02 8.138633e-02 6.278121e-02 3.946804e-02 2.547341e-02 6.185266e-04 -2.478177e-02 
3.456000e+00 1.028450e-01 8.789319e-02 7.928596e-02 6.047297e-02 3.503728e-02 2.224457e-02 -5.410898e-03 -2.884714e-02 1.021231e-01 8.832462e-02 7.918099e-02 6.039195e-02 3.672065e-02 2.252913e-02 -2.483807e-03 -2.818331e-02 
3.520000e+00 1.001314e-01 8.486120e-02 7.851364e-02 5.677713e-02 3.239555e-02 2.095096e-02 -7.552938e-03 -3.340938e-02 1.002974e-01 8.635120e-02 7.700988e-02 5.804033e-02 3.402138e-02 1.964198e-02 -5.526520e-03 -3.151369e-02 
3.584000e+00 9.744804e-02 8.337439e-02 7.485917e-02 5.344983e-02 3.160851e-02 1.998161e-02 -1.178977e-02 -3.558472e-02 9.849673e-02 8.440679e-02 7.487247e-02 5.572575e-02 3.136939e-02 1.681086e-02 -8.510758e-03 -3.477437e-02 
3.648000e+00 9.475291e-02 8.043941e-02 7.315675e-02 4.924157e-02 2.912320e-02 1.845670e-02 -1.580493e-02 -3.855250e-02 9.672068e-02 8.249096e-02 7.276824e-02 5.344763e-02 2.876386e-02 1.403469e-02 -1.143764e-02 -3.796683e-02 
3.712000e+00 9.381324e-02 7.802710e-02 7.085531e-02 4.615558e-02 2.680074e-02 1.670511e-02 -1.933895e-02 -4.109895e-02 9.496893e-02 8.060331e-02 7.069666e-02 5.120539e-02 2.620396e-02 1.131240e-02 -1.430828e-02 -4.109248e-02 
3.776000e+00 9.210296e-02 7.699438e-02 6.917461e-02 4.330799e-02 2.579169e-02 1.540518e-02 -2.215983e-02 -4.633430e-02 9.324116e-02 7.874340e-02 6.865725e-02 4.899847e-02 2.368890e-02 8.642933e-03 -1.712375e-02 -4.415273e-02 
3.840000e+00 9.011374e-02 7.491321e-02 6.746981e-02 4.114230e-02 2.346332e-02 1.350671e-02 -2.401815e-02 -4.778270e-02 9.153704e-02 7.691085e-02 6.664948e-02 4.682632e-02 2.121789e-02 6.025277e-03 -1.988511e-02 -4.714895e-02 
3.904000e+00 8.911274e-02 7.426042e-02 6.584068e-02 3.763667e-02 2.078611e-02 1.191588e-02 -2.857220e-02 -4.922632e-02 8.985623e-02 7.510523e-02 6.467289e-02 4.468837e-02 1.879017e-02 3.458422e-03 -2.259340e-02 -5.008247e-02 
3.968000e+00 8.758118e-02 7.200543e-02 6.514990e-02 3.532524e-02 1.823862e-02 9.397682e-03 -3.052078e-02 -5.402173e-02 8.819843e-02 7.332616e-02 6.272697e-02 4.258411e-02 1.640497e-02 9.413818e-04 -2.524965e-02 -5.295461e-02 
4.032000e+00 8.644995e-02 7.026044e-02 6.264997e-02 3.407781e-02 1.658490e-02 7.401204e-03 -3.175196e-02 -5.697383e-02 8.656332e-02 7.157325e-02 6.081126e-02 4.051299e-02 1.406155e-02 -1.526810e-03 -2.785484e-02 -5.576665e-02 
4.096000e+00 8.410408e-02 6.871393e-02 5.991521e-02 3.188463e-02 1.446128e-02 5.277576e-03 -3.431563e-02 -6.253161e-02 8.495058e-02 6.984611e-02 5.892528e-02 3.847449e-02 1.175918e-02 -3.947101e-03 -3.040997e-02 -5.851985e-02 
4.160000e+00 8.260232e-02 6.680632e-02 5.763276e-02 3.137390e-02 1.155536e-02 1.397339e-03 -3.583719e-02 -6.359137e-02 8.335992e-02 6.814436e-02 5.706858e-02 3.646811e-02 9.497130e-03 -6.320421e-03 -3.291599e-02 -6.121544e-02 
4.224000e+00 8.129908e-02 6.472449e-02 5.544720e-02 2.963164e-02 8.359182e-03 -1.199921e-03 -3.874508e-02 -6.599764e-02 8.179103e-02 6.646763e-02 5.524069e-02 3.449333e-02 7.274705e-03 -8.647682e-03 -3.537386e-02 -6.385462e-02 
4.288000e+00 8.013508e-02 6.349407e-02 5.340486e-02 2.884373e-02 4.646406e-03 -5.190836e-03 -4.088839e-02 -6.872089e-02 8.024361e-02 6.481555e-02 5.344118e-02 3.254965e-02 5.091209e-03 -1.092978e-02 -3.778448e-02 -6.643858e-02 
4.352000e+00 7.850202e-02 6.088245e-02 5.198115e-02 2.810227e-02 2.033283e-03 -9.586940e-03 -4.247286e-02 -7.047155e-02 7.871736e-02 6.318777e-02 5.166960e-02 3.063659e-02 2.945958e-03 -1.316758e-02 -4.014878e-02 -6.896847e-02 
4.416000e+00 7.627458e-02 6.021261e-02 4.948929e-02 2.667658e-02 2.276524e-04 -1.191883e-02 -4.244598e-02 -7.383814e-02 7.721201e-02 6.158391e-02 4.992552e-02 2.875366e-02 8.382828e-04 -1.536196e-02 -4.246765e-02 -7.144543e-02 
4.480000e+00 7.490056e-02 5.902613e-02 4.775796e-02 2.589903e-02 -9.319338e-04 -1.681596e-02 -4.420427e-02 -7.437089e-02 7.572725e-02 6.000364e-02 4.820851e-02 2.690040e-02 -1.232474e-03 -1.751375e-02 -4.474194e-02 -7.387055e-02 
4.544000e+00 7.377076e-02 5.714215e-02 4.689572e-02 2.393938e-02 -3.676272e-03 -1.875405e-02 -4.604792e-02 -7.713892e-02 7.426282e-02 5.844660e-02 4.651815e-02 2.507632e-02 -3.266961e-03 -1.962378e-02 -4.697253e-02 -7.624493e-02 
4.608000e+00 7.179209e-02 5.646848e-02 4.524338e-02 2.278557e-02 -4.974592e-03 -2.300153e-02 -4.772232e-02 -7.994328e-02 7.281843e-02 5.691245e-02 4.485403e-02 2.328098e-02 -5.265811e-03 -2.169286e-02 -4.916026e-02 -7.856963e-02 
4.672000e+00 7.068002e-02 5.510694e-02 4.334702e-02 2.140125e-02 -8.107049e-03 -2.672199e-02 -4.894237e-02 -8.025243e-02 7.139380e-02 5.540085e-02 4.321574e-02 2.151392e-02 -7.229650e-03 -2.372179e-02 -5.130593e-02 -8.084568e-02 
4.736000e+00 6.848283e-02 5.349510e-02 4.070223e-02 2.142841e-02 -9.989347e-03 -2.830815e-02 -5.163666e-02 -8.260726e-02 6.998867e-02 5.391148e-02 4.160288e-02 1.977469e-02 -9.159090e-03 -2.571134e-02 -5.341038e-02 -8.307411e-02 
4.800000e+00 6.817859e-02 5.269893e-02 3.891104e-02 2.023461e-02 -1.207098e-02 -3.179626e-02 -5.370371e-02 -8.264328e-02 6.860278e-02 5.244401e-02 4.001505e-02 1.806285e-02 -1.105473e-02 -2.766228e-02 -5.547438e-02 -8.525591e-02 
4.864000e+00 6.621154e-02 5.053549e-02 3.734450e-02 2.019686e-02 -1.355132e-02 -3.287106e-02 -5.521181e-02 -8.610261e-02 6.723585e-02 5.099811e-02 3.845187e-02 1.637798e-02 -1.291718e-02 -2.957536e-02 -5.749871e-02 -8.739205e-02 
4.928000e+00 6.522358e-02 4.797911e-02 3.551105e-02 1.826764e-02 -1.639176e-02 -3.514738e-02 -5.743062e-02 -8.721323e-02 6.588762e-02 4.957347e-02 3.691295e-02 1.471965e-02 -1.474699e-02 -3.145131e-02 -5.948414e-02 -8.948350e-02 
4.992000e+00 6.325860e-02 4.712654e-02 3.437046e-02 1.735852e-02 -1.891194e-02 -3.646981e-02 -5.808853e-02 -9.003148e-02 6.455785e-02 4.816978e-02 3.539792e-02 1.308745e-02 -1.654476e-02 -3.329085e-02 -6.143141e-02 -9.153118e-02 
5.056000e+00 6.203159e-02 4.678285e-02 3.356677e-02 1.670090e-02 -2.121331e-02 -3.985677e-02 -6.108355e-02 -9.247225e-02 6.324628e-02 4.678672e-02 3.390641e-02 1.148095e-02 -1.831104e-02 -3.509469e-02 -6.334126e-02 -9.353602e-02 
5.120000e+00 6.122458e-02 4.556168e-02 3.154101e-02 1.501815e-02 -2.202030e-02 -4.119393e-02 -6.411663e-02 -9.375218e-02 6.195266e-02 4.542400e-02 3.243804e-02 9.899755e-03 -2.004638e-02 -3.686353e-02 -6.521440e-02 -9.549891e-02 
5.184000e+00 5.993985e-02 4.457116e-02 3.050763e-02 1.346284e-02 -2.317781e-02 -4.296973e-02 -6.539967e-02 -9.522650e-02 6.067674e-02 4.408131e-02 3.099247e-02 8.343468e-03 -2.175132e-02 -3.859803e-02 -6.705155e-02 -9.742072e-02 
5.248000e+00 5.896994e-02 4.464085e-02 2.913363e-02 1.219517e-02 -2.437468e-02 -4.422193e-02 -6.770021e-02 -9.758071e-02 5.941829e-02 4.275837e-02 2.956934e-02 6.811695e-03 -2.342640e-02 -4.029888e-02 -6.885339e-02 -9.930232e-02 
5.312000e+00 5.849615e-02 4.321868e-02 2.701486e-02 1.075773e-02 -2.659610e-02 -4.604774e-02 -6.988542e-02 -9.959783e-02 5.817705e-02 4.145487e-02 2.816829e-02 5.304050e-03 -2.507215e-02 -4.196672e-02 -7.062060e-02 -1.011445e-01 
5.376000e+00 5.663580e-02 4.186981e-02 2.603971e-02 8.190152e-03 -2.684139e-02 -4.748469e-02 -7.190503e-02 -1.027315e-01 5.695281e-02 4.017054e-02 2.678900e-02 3.820153e-03 -2.668906e-02 -4.360219e-02 -7.235385e-02 -1.029482e-01 
5.440000e+00 5.660055e-02 3.913310e-02 2.505386e-02 6.762328e-03 -2.789456e-02 -4.950221e-02 -7.312312e-02 -1.059188e-01 5.574532e-02 3.890509e-02 2.543111e-02 2.359630e-03 -2.827765e-02 -4.520591e-02 -7.405380e-02 -1.047142e-01 
5.504000e+00 5.539763e-02 3.825395e-02 2.293029e-02 3.948623e-03 -2.890916e-02 -5.027851e-02 -7.515033e-02 -1.076789e-01 5.455435e-02 3.765825e-02 2.409430e-02 9.221125e-04 -2.983842e-02 -4.677852e-02 -7.572107e-02 -1.064432e-01 
5.568000e+00 5.387823e-02 3.740955e-02 2.226979e-02 2.821845e-03 -2.961655e-02 -5.008050e-02 -7.730794e-02 -1.083932e-01 5.337968e-02 3.642973e-02 2.277824e-02 -4.927618e-04 -3.137185e-02 -4.832061e-02 -7.735629e-02 -1.081360e-01 
5.632000e+00 5.246020e-02 3.536332e-02 2.163647e-02 3.009587e-04 -3.179444e-02 -5.001110e-02 -7.848754e-02 -1.084669e-01 5.222110e-02 3.521928e-02 2.148260e-02 -1.885349e-03 -3.287841e-02 -4.983276e-02 -7.896010e-02 -1.097933e-01 
5.696000e+00 5.075785e-02 3.378693e-02 2.020235e-02 -1.723117e-03 -3.350623e-02 -4.958393e-02 -8.202010e-02 -1.111254e-01 5.107836e-02 3.402663e-02 2.020708e-02 -3.256002e-03 -3.435859e-02 -5.131558e-02 -8.053308e-02 -1.114161e-01 
5.760000e+00 5.045690e-02 3.353182e-02 1.905719e-02 -3.091864e-03 -3.475128e-02 -5.045222e-02 -8.443679e-02 -1.133757e-01 4.995127e-02 3.285151e-02 1.895136e-02 -4.605064e-03 -3.581285e-02 -5.276961e-02 -8.207583e-02 -1.130048e-01 
5.824000e+00 4.961731e-02 3.165882e-02 1.794069e-02 -5.670267e-03 -3.652099e-02 -5.135080e-02 -8.511673e-02 -1.142339e-01 4.883960e-02 3.169367e-02 1.771512e-02 -5.932876e-03 -3.724163e-02 -5.419543e-02 -8.358893e-02 -1.145603e-01 
5.888000e+00 4.894112e-02 2.964452e-02 1.683146e-02 -7.498161e-03 -3.863818e-02 -5.348351e-02 -8.578566e-02 -1.152858e-01 4.774314e-02 3.055285e-02 1.649808e-02 -7.239773e-03 -3.864538e-02 -5.559357e-02 -8.507295e-02 -1.160833e-01 
5.952000e+00 4.732131e-02 2.986424e-02 1.588310e-02 -1.052932e-02 -4.027691e-02 -5.472074e-02 -8.756077e-02 -1.164224e-01 4.666169e-02 2.942880e-02 1.529993e-02 -8.526084e-03 -4.002455e-02 -5.696458e-02 -8.652846e-02 -1.175744e-01 
6.016000e+00 4.678358e-02 2.954994e-02 1.440889e-02 -1.190079e-02 -4.190479e-02 -5.431380e-02 -8.979640e-02 -1.191335e-01 4.559505e-02 2.832128e-02 1.412037e-02 -9.792134e-03 -4.137956e-02 -5.830899e-02 -8.795599e-02 -1.190342e-01 
6.080000e+00 4.486100e-02 2.638031e-02 1.381812e-02 -1.392345e-02 -4.389826e-02 -5.665563e-02 -9.066097e-02 -1.201565e-01 4.454299e-02 2.723004e-02 1.295912e-02 -1.103824e-02 -4.271084e-02 -5.962730e-02 -8.935608e-02 -1.204636e-01 
6.144000e+00 4.257449e-02 2.479994e-02 1.265538e-02 -1.650438e-02 -4.491129e-02 -5.610009e-02 -9.101713e-02 -1.216918e-01 4.350534e-02 2.615485e-02 1.181590e-02 -1.226472e-02 -4.401879e-02 -6.092003e-02 -9.072927e-02 -1.218630e-01 
