x0           y0           sigmax       sigmay       theta        rel_amp      sigma_rat    x0_sd        y0_sd        sigmax_sd    sigmay_sd    theta_sd     rel_amp_sd   sigma_rat_sd fwhm         
-1.975483e+00 -1.921914e+00 8.286321e-01 5.499024e-01 6.680214e+01 9.268102e-01 1.498705e+00 5.001832e-03 6.556001e-03 6.106856e-03 7.377508e-03 9.434223e-01 1.385601e-02 1.630387e-02 1.350062e+00 
1.976670e+00 -1.986831e+00 8.228237e-01 5.450090e-01 6.851744e+01 1.040960e+00 1.501971e+00 4.780809e-03 6.367595e-03 6.202603e-03 6.706940e-03 9.132888e-01 1.380993e-02 1.551983e-02 1.339323e+00 
5.945921e+00 -2.025420e+00 7.995152e-01 5.216778e-01 6.957439e+01 1.014797e+00 1.535366e+00 4.714621e-03 6.437419e-03 6.811680e-03 5.963485e-03 8.991073e-01 1.406940e-02 1.523390e-02 1.291649e+00 
9.924261e+00 -2.068860e+00 7.782342e-01 5.426731e-01 6.777192e+01 1.048935e+00 1.433794e+00 5.174288e-03 6.616885e-03 7.208286e-03 6.547484e-03 1.130788e+00 1.429231e-02 1.605863e-02 1.299733e+00 
1.389031e+01 -2.164979e+00 7.629675e-01 5.794857e-01 6.411618e+01 9.449148e-01 1.319854e+00 5.391211e-03 6.415798e-03 6.563163e-03 7.663705e-03 1.457961e+00 1.429164e-02 1.626013e-02 1.329855e+00 
-3.985764e+00 -3.851487e+00 8.220413e-01 5.537009e-01 6.644851e+01 9.532772e-01 1.489014e+00 5.453018e-03 6.995649e-03 6.896582e-03 7.646744e-03 1.029654e+00 1.444840e-02 1.721663e-02 1.349318e+00 
-2.342354e-03 -3.901290e+00 8.084444e-01 5.506070e-01 6.706978e+01 1.008085e+00 1.469692e+00 4.841092e-03 6.323794e-03 6.687690e-03 6.272987e-03 9.710140e-01 1.378579e-02 1.511017e-02 1.334369e+00 
3.943775e+00 -3.944504e+00 7.883209e-01 5.384620e-01 6.532543e+01 1.040383e+00 1.475080e+00 5.042685e-03 6.513950e-03 7.189147e-03 6.169763e-03 9.968278e-01 1.423878e-02 1.546536e-02 1.303044e+00 
7.915684e+00 -4.013481e+00 7.813520e-01 5.400677e-01 6.332201e+01 1.030260e+00 1.441213e+00 5.359449e-03 6.651881e-03 6.493291e-03 7.516112e-03 1.115369e+00 1.461440e-02 1.701068e-02 1.299204e+00 
1.188799e+01 -4.062369e+00 7.849371e-01 5.512195e-01 6.284416e+01 9.797757e-01 1.399645e+00 5.297150e-03 6.506860e-03 6.526031e-03 7.223084e-03 1.151477e+00 1.433386e-02 1.662849e-02 1.315557e+00 
-7.989242e+00 -1.872989e+00 9.339112e-01 5.455992e-01 6.723465e+01 7.934306e-01 1.689529e+00 5.628444e-03 8.031507e-03 7.071687e-03 8.131732e-03 7.723801e-01 1.470405e-02 1.861204e-02 1.427643e+00 
-7.980994e+00 -5.824371e+00 8.563380e-01 5.457267e-01 6.689487e+01 9.039266e-01 1.583007e+00 5.375304e-03 7.240127e-03 6.972702e-03 7.426443e-03 8.824108e-01 1.438924e-02 1.710953e-02 1.367226e+00 
-6.043436e+00 1.388266e+01 9.108847e-01 5.522819e-01 7.308970e+01 8.372961e-01 1.664128e+00 5.231434e-03 7.897182e-03 6.864181e-03 8.006764e-03 7.866693e-01 1.452679e-02 1.789278e-02 1.418542e+00 
-3.997483e+00 1.382046e+01 9.166269e-01 5.575684e-01 7.371920e+01 8.612974e-01 1.635349e+00 5.272710e-03 7.801686e-03 7.187373e-03 7.591947e-03 8.131036e-01 1.449129e-02 1.715230e-02 1.429800e+00 
-3.961461e+00 1.999548e+00 8.667671e-01 5.492491e-01 6.789014e+01 9.158116e-01 1.567232e+00 5.570622e-03 7.558251e-03 7.039684e-03 7.955580e-03 9.075104e-01 1.472382e-02 1.782288e-02 1.379958e+00 
-3.977782e+00 -1.905711e+00 8.535967e-01 5.313117e-01 6.729775e+01 9.915408e-01 1.612804e+00 4.686522e-03 6.393479e-03 6.397549e-03 6.100949e-03 7.508544e-01 1.347845e-02 1.479338e-02 1.346887e+00 
-2.021770e+00 1.383061e+01 8.711128e-01 5.327666e-01 7.347640e+01 9.043913e-01 1.639447e+00 4.942846e-03 7.478329e-03 6.208020e-03 8.036409e-03 7.988823e-01 1.440827e-02 1.805031e-02 1.362497e+00 
-1.995962e+00 9.815798e+00 8.910531e-01 5.493627e-01 7.227407e+01 9.137269e-01 1.634434e+00 5.153472e-03 7.551937e-03 6.790212e-03 7.607106e-03 8.071954e-01 1.422238e-02 1.722606e-02 1.399302e+00 
-1.967616e+00 1.967197e+00 8.572564e-01 5.442870e-01 7.047871e+01 9.027111e-01 1.550950e+00 5.165210e-03 7.263962e-03 6.582824e-03 7.799197e-03 9.019493e-01 1.422463e-02 1.742439e-02 1.366153e+00 
-4.766088e-02 1.376130e+01 8.761886e-01 5.598681e-01 7.590155e+01 7.659251e-01 1.566727e+00 5.019136e-03 7.193552e-03 6.531669e-03 7.778354e-03 8.509603e-01 1.441956e-02 1.696417e-02 1.400786e+00 
-1.983154e-03 9.793395e+00 8.457916e-01 5.437447e-01 7.232241e+01 9.802511e-01 1.544012e+00 5.071391e-03 7.071596e-03 5.917661e-03 9.099961e-03 9.115792e-01 1.429224e-02 1.821340e-02 1.356311e+00 
2.659138e-02 5.892226e+00 8.643770e-01 5.486832e-01 7.369266e+01 9.590805e-01 1.574024e+00 5.444995e-03 7.902109e-03 6.610186e-03 9.001699e-03 9.303316e-01 1.501081e-02 1.922603e-02 1.377344e+00 
-1.852740e-03 1.970668e+00 8.425280e-01 5.524611e-01 6.898137e+01 9.450504e-01 1.512383e+00 5.086041e-03 6.873182e-03 6.199241e-03 7.920516e-03 9.220847e-01 1.434006e-02 1.707736e-02 1.364498e+00 
1.955917e+00 1.378121e+01 8.647532e-01 5.438078e-01 7.723185e+01 9.150433e-01 1.623850e+00 4.599896e-03 7.099575e-03 6.601059e-03 6.560806e-03 7.602258e-01 1.350055e-02 1.599144e-02 1.371509e+00 
1.993992e+00 9.726403e+00 8.183436e-01 5.531582e-01 7.282213e+01 9.952502e-01 1.506201e+00 5.123714e-03 7.085865e-03 7.206224e-03 6.976255e-03 9.942439e-01 1.428524e-02 1.640507e-02 1.345620e+00 
2.001495e+00 5.861087e+00 8.572536e-01 5.336814e-01 7.128364e+01 9.455363e-01 1.600646e+00 4.968341e-03 7.133906e-03 6.594090e-03 7.135246e-03 8.282825e-01 1.427393e-02 1.686355e-02 1.352775e+00 
3.870889e+00 1.378208e+01 8.425882e-01 5.444003e-01 7.686173e+01 8.643519e-01 1.518670e+00 6.757844e-03 1.003822e-02 8.966163e-03 1.037745e-02 1.282393e+00 2.008562e-02 2.402972e-02 1.354556e+00 
3.964213e+00 9.706756e+00 8.312990e-01 5.237600e-01 7.338450e+01 9.599856e-01 1.584808e+00 4.826614e-03 6.975363e-03 6.599940e-03 6.834874e-03 8.436985e-01 1.428437e-02 1.661332e-02 1.319699e+00 
3.962214e+00 5.816299e+00 8.129065e-01 5.497182e-01 7.381778e+01 9.659271e-01 1.470826e+00 4.836914e-03 6.582016e-03 6.640475e-03 6.680163e-03 9.930400e-01 1.384768e-02 1.565655e-02 1.336966e+00 
5.856840e+00 1.369156e+01 8.092104e-01 5.395329e-01 6.968650e+01 8.775413e-01 1.537725e+00 7.029419e-03 9.532984e-03 8.839330e-03 1.019019e-02 1.283844e+00 1.998667e-02 2.337937e-02 1.321508e+00 
5.962180e+00 9.701457e+00 8.325935e-01 5.590564e-01 8.028083e+01 9.995531e-01 1.495334e+00 4.847423e-03 7.001926e-03 6.748765e-03 7.075811e-03 9.700847e-01 1.392194e-02 1.646706e-02 1.364502e+00 
7.869543e+00 1.366944e+01 8.114653e-01 5.511927e-01 7.514150e+01 9.573268e-01 1.484195e+00 7.276363e-03 1.009838e-02 9.787123e-03 1.037604e-02 1.460372e+00 2.054036e-02 2.344261e-02 1.337571e+00 
7.898467e+00 9.693419e+00 8.341002e-01 5.556755e-01 7.381403e+01 1.020694e+00 1.499863e+00 6.808439e-03 9.648046e-03 1.048165e-02 8.696257e-03 1.311971e+00 1.945815e-02 2.153911e-02 1.361601e+00 
9.826629e+00 1.363803e+01 8.224708e-01 5.365224e-01 7.543577e+01 9.232555e-01 1.540311e+00 7.115596e-03 1.038528e-02 9.344762e-03 1.096884e-02 1.348429e+00 2.126324e-02 2.484684e-02 1.328569e+00 
-7.933952e+00 6.770669e-02 9.347820e-01 5.547653e-01 6.941712e+01 8.626478e-01 1.714202e+00 6.006779e-03 8.653009e-03 8.527640e-03 7.771942e-03 8.138193e-01 1.517282e-02 1.834025e-02 1.440256e+00 
-7.968676e+00 -3.866470e+00 9.042978e-01 5.457790e-01 6.620385e+01 9.018863e-01 1.634232e+00 5.683354e-03 7.757749e-03 8.347650e-03 6.879230e-03 8.451192e-01 1.464715e-02 1.694111e-02 1.405058e+00 
-5.997186e+00 1.184967e+01 9.258914e-01 5.642043e-01 7.272924e+01 7.359249e-01 1.609126e+00 5.485830e-03 7.975685e-03 7.349407e-03 8.049143e-03 8.404822e-01 1.461292e-02 1.814110e-02 1.445534e+00 
-5.961405e+00 7.891404e+00 9.564414e-01 5.518298e-01 7.185562e+01 8.558135e-01 1.720054e+00 5.608956e-03 8.565046e-03 6.779398e-03 9.598909e-03 7.647924e-01 1.479370e-02 2.020668e-02 1.452987e+00 
-5.967133e+00 4.013258e+00 8.943670e-01 5.411433e-01 6.962914e+01 8.838750e-01 1.678271e+00 5.240998e-03 7.640675e-03 7.635292e-03 6.821843e-03 7.641794e-01 1.443391e-02 1.679699e-02 1.391375e+00 
-4.052129e+00 1.587954e+01 8.878810e-01 5.395304e-01 7.658157e+01 7.741228e-01 1.676920e+00 4.991625e-03 7.710454e-03 6.718292e-03 7.480637e-03 7.808807e-01 1.447264e-02 1.732897e-02 1.384253e+00 
-3.992892e+00 1.182638e+01 8.997521e-01 5.430390e-01 6.995140e+01 8.321371e-01 1.681646e+00 5.387164e-03 7.811938e-03 7.501478e-03 7.117567e-03 7.862896e-01 1.451905e-02 1.696404e-02 1.397999e+00 
-2.070156e+00 1.581998e+01 8.893039e-01 5.294072e-01 7.511712e+01 8.136473e-01 1.709935e+00 4.787323e-03 7.564676e-03 6.412997e-03 7.470460e-03 7.313667e-01 1.408095e-02 1.716565e-02 1.372303e+00 
-1.991984e+00 1.179133e+01 8.684566e-01 5.602110e-01 7.272568e+01 8.977437e-01 1.571018e+00 5.110954e-03 7.475114e-03 6.467366e-03 8.106511e-03 8.641026e-01 1.420799e-02 1.741814e-02 1.395018e+00 
-1.972312e+00 7.860203e+00 9.231012e-01 5.331531e-01 7.011424e+01 8.916469e-01 1.716043e+00 5.381389e-03 7.882335e-03 6.617177e-03 8.441579e-03 7.448197e-01 1.442863e-02 1.885094e-02 1.403074e+00 
-1.958196e+00 3.906810e+00 8.778967e-01 5.513602e-01 6.923545e+01 7.839483e-01 1.585693e+00 5.378436e-03 7.703942e-03 6.397579e-03 8.925076e-03 8.864937e-01 1.443133e-02 1.847480e-02 1.391456e+00 
-7.249939e-02 1.581082e+01 9.026065e-01 5.401323e-01 7.739215e+01 8.634309e-01 1.694296e+00 4.965760e-03 7.915423e-03 6.612202e-03 7.951320e-03 7.603281e-01 1.393520e-02 1.804031e-02 1.396463e+00 
-1.074950e-02 1.176582e+01 8.348873e-01 5.575321e-01 7.627041e+01 9.077273e-01 1.498642e+00 5.164271e-03 7.297543e-03 6.850545e-03 7.735845e-03 9.954035e-01 1.441562e-02 1.717571e-02 1.364517e+00 
9.908708e-03 7.817876e+00 8.858942e-01 5.341574e-01 7.221398e+01 9.582772e-01 1.679437e+00 4.993458e-03 7.524742e-03 6.568891e-03 7.468697e-03 7.666921e-01 1.418895e-02 1.729509e-02 1.375801e+00 
1.465102e-02 3.926887e+00 8.300211e-01 5.379080e-01 6.928319e+01 1.027128e+00 1.554157e+00 4.968950e-03 6.904060e-03 6.005139e-03 7.994342e-03 8.547580e-01 1.430337e-02 1.731691e-02 1.336376e+00 
1.859375e+00 1.582649e+01 9.076086e-01 5.366573e-01 7.639624e+01 8.097575e-01 1.667778e+00 7.529683e-03 1.190821e-02 1.156813e-02 1.026118e-02 1.190603e+00 2.084535e-02 2.545278e-02 1.395815e+00 
1.969312e+00 1.173303e+01 8.969698e-01 5.638097e-01 7.375401e+01 8.311650e-01 1.581882e+00 5.318400e-03 7.813668e-03 7.251263e-03 7.840765e-03 8.665028e-01 1.470346e-02 1.760908e-02 1.422280e+00 
1.994415e+00 7.771829e+00 8.874773e-01 5.342537e-01 7.088896e+01 9.321139e-01 1.665940e+00 5.223645e-03 7.599479e-03 6.026318e-03 9.267295e-03 7.848130e-01 1.460488e-02 1.922149e-02 1.377154e+00 
3.846481e+00 1.581238e+01 8.603177e-01 5.537951e-01 7.487187e+01 8.297196e-01 1.560385e+00 7.317395e-03 1.083819e-02 1.007893e-02 1.068958e-02 1.279763e+00 2.043813e-02 2.503387e-02 1.380492e+00 
3.955769e+00 1.172567e+01 8.689416e-01 5.613669e-01 7.519638e+01 8.889338e-01 1.527532e+00 4.776427e-03 6.974985e-03 6.977634e-03 6.711717e-03 8.936801e-01 1.367616e-02 1.561428e-02 1.396847e+00 
3.974059e+00 7.750494e+00 8.198270e-01 5.532109e-01 7.262213e+01 9.269602e-01 1.516769e+00 5.145924e-03 6.943411e-03 6.791910e-03 7.234646e-03 9.578935e-01 1.422684e-02 1.635876e-02 1.346904e+00 
5.845517e+00 1.575117e+01 8.821759e-01 5.539625e-01 7.735735e+01 8.651936e-01 1.581092e+00 7.345361e-03 1.107347e-02 8.889917e-03 1.395715e-02 1.263278e+00 2.073983e-02 2.731547e-02 1.398131e+00 
5.886350e+00 1.172151e+01 8.301806e-01 5.516454e-01 7.042406e+01 9.260344e-01 1.477638e+00 7.652601e-03 1.030784e-02 9.119303e-03 1.215922e-02 1.419822e+00 2.091506e-02 2.635885e-02 1.353463e+00 
7.818844e+00 1.570210e+01 8.325696e-01 5.312145e-01 7.972002e+01 8.775504e-01 1.567719e+00 7.598845e-03 1.109464e-02 8.856243e-03 1.385755e-02 1.420260e+00 2.169889e-02 2.816185e-02 1.330072e+00 
7.921121e+00 1.167350e+01 7.949911e-01 5.694648e-01 8.050217e+01 1.005871e+00 1.385757e+00 6.872487e-03 9.401038e-03 9.921317e-03 9.257778e-03 1.699113e+00 1.988379e-02 2.148526e-02 1.345689e+00 
9.826663e+00 1.561262e+01 7.907030e-01 5.494289e-01 7.434268e+01 8.713698e-01 1.433954e+00 8.285528e-03 1.109726e-02 9.780778e-03 1.397345e-02 1.820294e+00 2.181311e-02 2.837454e-02 1.318234e+00 
-1.588890e+01 1.397500e+01 1.193005e+00 6.740103e-01 6.900760e+01 4.504011e-01 1.712976e+00 1.190039e-02 1.775118e-02 1.380046e-02 2.391240e-02 1.198691e+00 2.333069e-02 3.808336e-02 1.793430e+00 
-1.589826e+01 9.966857e+00 1.140939e+00 6.665181e-01 6.577595e+01 6.012380e-01 1.687105e+00 1.179537e-02 1.709574e-02 1.409914e-02 1.985185e-02 1.304827e+00 2.344340e-02 3.515550e-02 1.744083e+00 
-1.589973e+01 6.117002e+00 1.092473e+00 6.240922e-01 6.724073e+01 5.974562e-01 1.733237e+00 8.597372e-03 1.237843e-02 1.014567e-02 1.464321e-02 9.430346e-01 1.780864e-02 2.706455e-02 1.651428e+00 
-1.592281e+01 2.203954e+00 1.041072e+00 5.907454e-01 6.323607e+01 6.172645e-01 1.785346e+00 7.542438e-03 1.041953e-02 9.627879e-03 1.012347e-02 8.279367e-01 1.603445e-02 2.178124e-02 1.568449e+00 
-1.595653e+01 -1.752436e+00 1.141091e+00 6.140391e-01 6.473019e+01 5.730377e-01 1.880210e+00 7.618298e-03 1.110704e-02 9.036202e-03 1.207562e-02 7.229714e-01 1.583745e-02 2.353663e-02 1.674126e+00 
-1.590145e+01 -9.739206e+00 1.039070e+00 6.059664e-01 6.138031e+01 6.117995e-01 1.664725e+00 7.910435e-03 1.022545e-02 9.781685e-03 1.124487e-02 9.597817e-01 1.671521e-02 2.244555e-02 1.586999e+00 
-1.388203e+01 -1.186318e+01 1.012333e+00 6.018895e-01 6.767646e+01 6.423330e-01 1.649581e+00 6.223750e-03 8.898433e-03 7.805876e-03 9.796304e-03 8.006907e-01 1.472855e-02 1.957467e-02 1.561170e+00 
-1.394157e+01 1.396946e+01 1.008048e+00 5.839053e-01 6.842607e+01 6.194950e-01 1.716263e+00 9.746082e-03 1.413293e-02 1.089202e-02 1.867575e-02 1.216667e+00 2.225871e-02 3.381927e-02 1.534412e+00 
-1.391571e+01 9.934870e+00 1.038614e+00 5.975474e-01 6.812204e+01 7.182898e-01 1.720222e+00 1.002983e-02 1.481099e-02 1.203179e-02 1.661511e-02 1.234924e+00 2.214491e-02 3.262735e-02 1.575590e+00 
-1.393834e+01 6.096762e+00 9.761901e-01 5.734284e-01 6.720482e+01 7.255881e-01 1.692469e+00 6.469241e-03 9.244674e-03 8.103506e-03 9.488260e-03 8.428734e-01 1.548731e-02 2.076479e-02 1.496362e+00 
-1.393709e+01 -1.771650e+00 9.419202e-01 5.625733e-01 6.283495e+01 7.413674e-01 1.680326e+00 6.419880e-03 8.553223e-03 7.705162e-03 9.042656e-03 8.452403e-01 1.518703e-02 1.992873e-02 1.455883e+00 
-1.394092e+01 -5.748706e+00 9.255282e-01 5.662124e-01 6.103257e+01 7.541637e-01 1.648697e+00 6.758902e-03 8.771038e-03 8.008740e-03 9.359166e-03 9.187839e-01 1.558943e-02 2.053593e-02 1.447820e+00 
-1.391418e+01 -9.756523e+00 8.977066e-01 5.534978e-01 6.225659e+01 7.573459e-01 1.630962e+00 6.723444e-03 8.742976e-03 7.745896e-03 9.943533e-03 9.556770e-01 1.595473e-02 2.145314e-02 1.409792e+00 
-1.196052e+01 1.393398e+01 9.484891e-01 5.731314e-01 6.965871e+01 7.164146e-01 1.616941e+00 8.868455e-03 1.275058e-02 1.090464e-02 1.351546e-02 1.286174e+00 2.140740e-02 2.836592e-02 1.474597e+00 
-1.191743e+01 9.960657e+00 9.891381e-01 5.713290e-01 6.906047e+01 7.872768e-01 1.712354e+00 6.666955e-03 9.643498e-03 8.682512e-03 9.614704e-03 8.614053e-01 1.637363e-02 2.105533e-02 1.503494e+00 
-1.196828e+01 2.130049e+00 9.682700e-01 5.548444e-01 6.642206e+01 8.290000e-01 1.755823e+00 6.213718e-03 8.795119e-03 7.369465e-03 9.517107e-03 7.677776e-01 1.536038e-02 2.049564e-02 1.465932e+00 
-1.193821e+01 -1.802126e+00 9.231614e-01 5.641372e-01 6.609304e+01 7.335819e-01 1.655494e+00 6.048564e-03 8.302405e-03 7.458778e-03 8.734251e-03 8.479923e-01 1.503963e-02 1.920402e-02 1.443315e+00 
-1.196380e+01 -5.785636e+00 8.845972e-01 5.637865e-01 6.527706e+01 8.414723e-01 1.581463e+00 6.052344e-03 8.073165e-03 7.950465e-03 7.930899e-03 9.585065e-01 1.497232e-02 1.812318e-02 1.412408e+00 
-9.973015e+00 1.390867e+01 9.206378e-01 5.537781e-01 7.227332e+01 8.130446e-01 1.646086e+00 7.839668e-03 1.175996e-02 9.747494e-03 1.327539e-02 1.191173e+00 2.080721e-02 2.810737e-02 1.428046e+00 
-9.973360e+00 9.904612e+00 9.595836e-01 5.632712e-01 7.106850e+01 9.117864e-01 1.698389e+00 6.221532e-03 9.313039e-03 7.530120e-03 1.055466e-02 8.583135e-01 1.595833e-02 2.159705e-02 1.470382e+00 
-9.950492e+00 6.031327e+00 9.635763e-01 5.520481e-01 7.049479e+01 8.596831e-01 1.700039e+00 5.534612e-03 8.300134e-03 7.269617e-03 8.282218e-03 7.633170e-01 1.450117e-02 1.861058e-02 1.458685e+00 
-9.967140e+00 2.089477e+00 9.393976e-01 5.454302e-01 6.672305e+01 9.263491e-01 1.693790e+00 5.645852e-03 8.030471e-03 7.150748e-03 8.101849e-03 7.645135e-01 1.478741e-02 1.866804e-02 1.431609e+00 
-9.972615e+00 -1.823806e+00 9.234242e-01 5.552199e-01 6.626900e+01 8.294009e-01 1.697810e+00 5.737115e-03 8.189156e-03 7.428124e-03 7.976250e-03 7.904389e-01 1.472319e-02 1.842495e-02 1.432066e+00 
-9.967523e+00 -5.812236e+00 9.027379e-01 5.483489e-01 6.661029e+01 8.790137e-01 1.649754e+00 5.975768e-03 8.243076e-03 8.552182e-03 7.355713e-03 8.851376e-01 1.492024e-02 1.782393e-02 1.407147e+00 
-8.008870e+00 1.391960e+01 9.520788e-01 5.558163e-01 7.479819e+01 8.244141e-01 1.713518e+00 5.561489e-03 8.752990e-03 6.894470e-03 1.022211e-02 7.959693e-01 1.500213e-02 2.082166e-02 1.454897e+00 
-7.982279e+00 5.992203e+00 9.415505e-01 5.465201e-01 6.962608e+01 8.485155e-01 1.709430e+00 5.605800e-03 8.178757e-03 7.039009e-03 8.229730e-03 7.675204e-01 1.454698e-02 1.856462e-02 1.434679e+00 
-7.963550e+00 2.111180e+00 8.598961e-01 5.374907e-01 7.010640e+01 9.188043e-01 1.623783e+00 5.111539e-03 7.234518e-03 6.749568e-03 7.302995e-03 8.076460e-01 1.447614e-02 1.696864e-02 1.359686e+00 
-1.590161e+01 8.028772e+00 1.228547e+00 6.325577e-01 6.773937e+01 5.719712e-01 1.847631e+00 1.229691e-02 1.861504e-02 1.588065e-02 1.898613e-02 1.188296e+00 2.427782e-02 3.672131e-02 1.763096e+00 
-1.591702e+01 4.142444e+00 1.116086e+00 6.346732e-01 6.379002e+01 5.277017e-01 1.788829e+00 9.054145e-03 1.273295e-02 1.012010e-02 1.562444e-02 8.957016e-01 1.793969e-02 2.808262e-02 1.683270e+00 
-1.593649e+01 2.616848e-01 1.013478e+00 5.885308e-01 6.246892e+01 6.844898e-01 1.749370e+00 7.497855e-03 1.013225e-02 9.103720e-03 1.043163e-02 8.625993e-01 1.597046e-02 2.209333e-02 1.544620e+00 
-1.595939e+01 -3.665753e+00 1.056039e+00 6.002585e-01 6.006124e+01 6.165918e-01 1.759135e+00 7.748167e-03 1.023289e-02 9.149480e-03 1.082552e-02 8.261437e-01 1.597151e-02 2.232573e-02 1.592352e+00 
-1.394075e+01 1.597034e+01 1.020981e+00 5.708826e-01 7.021251e+01 6.220907e-01 1.797051e+00 9.214081e-03 1.409009e-02 1.859752e-02 1.029325e-02 1.097683e+00 2.190638e-02 2.561038e-02 1.526906e+00 
-1.391263e+01 1.197532e+01 9.622887e-01 6.069020e-01 6.929368e+01 7.152514e-01 1.631563e+00 9.892286e-03 1.407610e-02 1.554950e-02 1.250561e-02 1.395657e+00 2.245186e-02 2.811651e-02 1.528417e+00 
-1.392101e+01 8.022632e+00 9.624271e-01 5.820807e-01 6.842581e+01 7.697558e-01 1.654838e+00 6.823699e-03 9.626118e-03 1.077514e-02 8.531806e-03 9.577135e-01 1.627546e-02 1.974214e-02 1.496944e+00 
-1.393388e+01 4.135442e+00 9.830910e-01 5.745687e-01 6.609203e+01 7.303657e-01 1.716901e+00 6.534847e-03 9.280174e-03 8.122345e-03 9.591369e-03 8.245327e-01 1.519319e-02 2.047258e-02 1.503134e+00 
-1.393193e+01 1.850242e-01 9.311561e-01 5.668232e-01 6.480236e+01 8.142182e-01 1.661014e+00 6.100947e-03 8.291505e-03 8.314449e-03 7.820189e-03 8.309092e-01 1.496926e-02 1.812367e-02 1.452998e+00 
-1.395909e+01 -3.742580e+00 9.885831e-01 5.690491e-01 6.402382e+01 7.983284e-01 1.713846e+00 6.542430e-03 8.999016e-03 8.394578e-03 8.749704e-03 8.044099e-01 1.514933e-02 1.974941e-02 1.500070e+00 
-1.394314e+01 -7.736225e+00 9.097771e-01 5.649416e-01 6.181773e+01 7.452738e-01 1.596200e+00 6.709487e-03 8.501932e-03 8.596153e-03 8.572174e-03 9.816055e-01 1.552724e-02 1.953570e-02 1.433835e+00 
-1.197326e+01 1.594914e+01 9.534330e-01 5.650348e-01 7.330809e+01 7.501386e-01 1.696647e+00 8.291439e-03 1.253229e-02 1.186945e-02 1.161954e-02 1.163371e+00 2.076594e-02 2.626043e-02 1.467955e+00 
-1.197783e+01 1.197287e+01 1.072470e+00 5.899364e-01 6.949811e+01 7.037345e-01 1.743867e+00 8.020335e-03 1.202987e-02 8.882097e-03 1.077171e-02 8.634096e-01 1.676775e-02 2.459706e-02 1.590835e+00 
-1.194353e+01 7.997528e+00 1.013484e+00 5.798907e-01 6.873893e+01 7.934930e-01 1.739278e+00 6.304034e-03 9.287967e-03 7.542267e-03 1.025322e-02 7.710943e-01 1.521102e-02 2.118120e-02 1.533245e+00 
-1.196635e+01 4.114251e+00 9.281017e-01 5.625175e-01 6.720674e+01 8.449844e-01 1.676855e+00 6.008832e-03 8.354097e-03 7.645949e-03 8.500878e-03 8.203809e-01 1.490998e-02 1.892056e-02 1.445093e+00 
-1.194804e+01 1.671156e-01 9.479818e-01 5.491934e-01 6.703315e+01 9.130194e-01 1.709403e+00 5.626370e-03 8.125675e-03 7.621061e-03 7.616588e-03 7.582630e-01 1.451201e-02 1.782382e-02 1.443088e+00 
-1.195422e+01 -3.769704e+00 9.495944e-01 5.356536e-01 6.453013e+01 8.934722e-01 1.748948e+00 6.151056e-03 8.568551e-03 7.533537e-03 8.591226e-03 7.745918e-01 1.518506e-02 1.995856e-02 1.426399e+00 
-1.000203e+01 1.590006e+01 9.754598e-01 5.345276e-01 7.531228e+01 7.717355e-01 1.851618e+00 7.239461e-03 1.202128e-02 9.717753e-03 1.188483e-02 9.211412e-01 2.049473e-02 2.705250e-02 1.444175e+00 
-9.983695e+00 1.188957e+01 9.510465e-01 5.610049e-01 7.088515e+01 8.722664e-01 1.708321e+00 5.912068e-03 8.705630e-03 6.875027e-03 1.031573e-02 7.946844e-01 1.512347e-02 2.075371e-02 1.460879e+00 
-9.987709e+00 7.980723e+00 9.503023e-01 5.593480e-01 6.973610e+01 8.776874e-01 1.700668e+00 5.736401e-03 8.570132e-03 7.508025e-03 8.519714e-03 7.819397e-01 1.477705e-02 1.903321e-02 1.458149e+00 
-9.958672e+00 4.048273e+00 9.367941e-01 5.612504e-01 6.989733e+01 8.972928e-01 1.672586e+00 5.755913e-03 8.323719e-03 7.237720e-03 9.011775e-03 8.167033e-01 1.466536e-02 1.915989e-02 1.450208e+00 
-7.993901e+00 1.186883e+01 9.297586e-01 5.740286e-01 7.181819e+01 8.573063e-01 1.596139e+00 6.091016e-03 8.707838e-03 7.526875e-03 9.934283e-03 9.297368e-01 1.527525e-02 2.003008e-02 1.461106e+00 
-7.984722e+00 7.931722e+00 9.625706e-01 5.637856e-01 6.933876e+01 8.691116e-01 1.725981e+00 5.793266e-03 8.476634e-03 8.076081e-03 7.888941e-03 7.601161e-01 1.472531e-02 1.800647e-02 1.473341e+00 
