f            Pxx32k       Pxx31k       Pxx30k       Pxx29k       Pxx28k       Pxx27k       Pxx26k       Pxx25k       Pxx_pow32k   Pxx_pow31k   Pxx_pow30k   Pxx_pow29k   Pxx_pow28k   Pxx_pow27k   Pxx_pow26k   Pxx_pow25k   
2.384186e-01 1.344295e-08 2.040006e-08 2.180206e-08 1.615287e-08 2.010690e-08 2.062881e-08 1.459186e-08 9.577236e-09 3.558406e-14 4.906192e-14 4.839467e-14 3.381825e-14 3.770304e-14 3.530352e-14 2.382147e-14 1.432764e-14 
4.768372e-01 2.016375e-09 1.893947e-09 2.676922e-09 2.542950e-09 2.471176e-09 2.786517e-09 2.586096e-09 2.965985e-09 5.337428e-15 4.554920e-15 5.942040e-15 5.324015e-15 4.633775e-15 4.768760e-15 4.221847e-15 4.437143e-15 
7.152557e-01 9.235387e-10 9.113336e-10 1.049049e-09 1.157076e-09 1.286194e-09 1.402339e-09 1.307208e-09 1.527653e-09 2.444646e-15 2.191747e-15 2.328605e-15 2.422498e-15 2.411780e-15 2.399921e-15 2.134039e-15 2.285384e-15 
9.536743e-01 7.703385e-10 8.446401e-10 9.289235e-10 9.926162e-10 1.086475e-09 1.009560e-09 1.138455e-09 1.410042e-09 2.039118e-15 2.031350e-15 2.061958e-15 2.078178e-15 2.037281e-15 1.727730e-15 1.858547e-15 2.109437e-15 
1.192093e+00 7.167426e-10 9.395101e-10 9.127391e-10 9.804637e-10 1.040531e-09 1.063550e-09 1.172671e-09 1.189197e-09 1.897248e-15 2.259511e-15 2.026033e-15 2.052735e-15 1.951129e-15 1.820126e-15 1.914406e-15 1.779051e-15 
1.430511e+00 9.142413e-10 1.073220e-09 1.033345e-09 1.074846e-09 8.949484e-10 1.137188e-09 1.254362e-09 1.329733e-09 2.420035e-15 2.581081e-15 2.293745e-15 2.250338e-15 1.678144e-15 1.946148e-15 2.047768e-15 1.989293e-15 
1.668930e+00 6.824636e-10 7.912531e-10 7.839076e-10 9.849449e-10 1.009241e-09 1.082400e-09 1.168276e-09 1.303458e-09 1.806510e-15 1.902955e-15 1.740062e-15 2.062117e-15 1.892456e-15 1.852387e-15 1.907231e-15 1.949987e-15 
1.907349e+00 5.506529e-10 7.308308e-10 8.206707e-10 9.196896e-10 1.077177e-09 9.922551e-10 1.095980e-09 1.234513e-09 1.457601e-15 1.757640e-15 1.821666e-15 1.925497e-15 2.019845e-15 1.698115e-15 1.789207e-15 1.846844e-15 
2.145767e+00 6.893936e-10 7.852869e-10 8.324138e-10 9.164491e-10 1.081281e-09 9.320180e-10 1.436404e-09 1.305485e-09 1.824854e-15 1.888606e-15 1.847733e-15 1.918712e-15 2.027542e-15 1.595027e-15 2.344955e-15 1.953019e-15 
2.384186e+00 8.762112e-10 8.662688e-10 8.116199e-10 9.150105e-10 1.053724e-09 1.140477e-09 1.912859e-09 1.437621e-09 2.319368e-15 2.083367e-15 1.801576e-15 1.915700e-15 1.975868e-15 1.951778e-15 3.122777e-15 2.150696e-15 
2.622604e+00 7.488288e-10 7.693421e-10 8.444633e-10 8.821278e-10 8.980493e-10 1.173724e-09 1.323923e-09 1.097473e-09 1.982181e-15 1.850259e-15 1.874480e-15 1.846856e-15 1.683958e-15 2.008676e-15 2.161327e-15 1.641831e-15 
2.861023e+00 8.154080e-10 7.170618e-10 8.343841e-10 9.885882e-10 9.070919e-10 1.096320e-09 1.162798e-09 1.303658e-09 2.158419e-15 1.724525e-15 1.852106e-15 2.069745e-15 1.700914e-15 1.876209e-15 1.898288e-15 1.950285e-15 
3.099442e+00 7.162526e-10 8.112197e-10 7.415011e-10 1.031690e-09 9.466273e-10 1.041138e-09 1.056192e-09 1.475168e-09 1.895951e-15 1.950974e-15 1.645931e-15 2.159985e-15 1.775048e-15 1.781771e-15 1.724253e-15 2.206865e-15 
3.337860e+00 7.064919e-10 8.163489e-10 7.175869e-10 1.006074e-09 9.360206e-10 1.020178e-09 1.046345e-09 1.271890e-09 1.870114e-15 1.963310e-15 1.592848e-15 2.106354e-15 1.755159e-15 1.745901e-15 1.708177e-15 1.902760e-15 
3.576279e+00 7.111873e-10 8.475033e-10 7.057024e-10 9.549138e-10 9.499916e-10 1.035862e-09 1.041691e-09 1.156364e-09 1.882543e-15 2.038236e-15 1.566468e-15 1.999243e-15 1.781357e-15 1.772743e-15 1.700579e-15 1.729932e-15 
3.814697e+00 7.206337e-10 7.708170e-10 7.678972e-10 8.925110e-10 8.828843e-10 1.012660e-09 1.091448e-09 1.013658e-09 1.907548e-15 1.853806e-15 1.704524e-15 1.868594e-15 1.655522e-15 1.733036e-15 1.781809e-15 1.516443e-15 
