f            Pxx32k       Pxx31k       Pxx30k       Pxx29k       Pxx28k       Pxx27k       Pxx26k       Pxx25k       Pxx_pow32k   Pxx_pow31k   Pxx_pow30k   Pxx_pow29k   Pxx_pow28k   Pxx_pow27k   Pxx_pow26k   Pxx_pow25k   
2.384186e-01 4.778658e-09 3.537152e-09 3.268189e-09 3.712523e-09 5.842829e-09 4.033923e-09 5.043058e-09 6.258631e-09 9.939650e-15 6.979821e-15 5.988953e-15 6.615047e-15 9.685055e-15 5.975288e-15 7.300192e-15 8.478915e-15 
4.768372e-01 1.560679e-09 1.434045e-09 1.821752e-09 1.837956e-09 1.745561e-09 2.250674e-09 2.110068e-09 2.446217e-09 3.246226e-15 2.829785e-15 3.338359e-15 3.274906e-15 2.893436e-15 3.333832e-15 3.054476e-15 3.314026e-15 
7.152557e-01 9.757290e-10 1.087753e-09 1.099236e-09 9.993087e-10 1.339734e-09 1.401259e-09 1.461533e-09 1.377871e-09 2.029525e-15 2.146450e-15 2.014350e-15 1.780588e-15 2.220739e-15 2.075629e-15 2.115675e-15 1.866678e-15 
9.536743e-01 9.603482e-10 9.813021e-10 9.382845e-10 9.877914e-10 1.116357e-09 1.176083e-09 1.154576e-09 1.369030e-09 1.997533e-15 1.936392e-15 1.719406e-15 1.760066e-15 1.850469e-15 1.742084e-15 1.671333e-15 1.854701e-15 
1.192093e+00 7.777114e-10 8.697102e-10 9.205797e-10 1.048246e-09 9.959878e-10 1.029223e-09 1.218038e-09 1.253439e-09 1.617646e-15 1.716189e-15 1.686962e-15 1.867785e-15 1.650946e-15 1.524546e-15 1.763198e-15 1.698104e-15 
1.430511e+00 8.315388e-10 1.029706e-09 1.099155e-09 1.236713e-09 1.285041e-09 1.209708e-09 1.581479e-09 1.588387e-09 1.729608e-15 2.031908e-15 2.014200e-15 2.203600e-15 2.130080e-15 1.791891e-15 2.289305e-15 2.151877e-15 
1.668930e+00 7.856282e-10 9.744034e-10 1.059508e-09 9.657488e-10 1.040444e-09 1.162588e-09 1.410796e-09 1.239117e-09 1.634113e-15 1.922779e-15 1.941548e-15 1.720790e-15 1.724637e-15 1.722095e-15 2.042229e-15 1.678700e-15 
1.907349e+00 7.700372e-10 7.955769e-10 8.655548e-10 1.065884e-09 1.018806e-09 1.065684e-09 1.294718e-09 1.125218e-09 1.601684e-15 1.569903e-15 1.586129e-15 1.899213e-15 1.688770e-15 1.578554e-15 1.874198e-15 1.524396e-15 
2.145767e+00 8.293740e-10 7.904973e-10 9.139845e-10 1.002770e-09 1.049034e-09 1.090033e-09 1.204117e-09 1.200127e-09 1.725105e-15 1.559879e-15 1.674876e-15 1.786756e-15 1.738876e-15 1.614622e-15 1.743046e-15 1.625879e-15 
2.384186e+00 7.823220e-10 8.517129e-10 1.107089e-09 9.689491e-10 1.131317e-09 1.192872e-09 1.273180e-09 1.385710e-09 1.627237e-15 1.680675e-15 2.028739e-15 1.726492e-15 1.875267e-15 1.766953e-15 1.843020e-15 1.877298e-15 
2.622604e+00 7.783550e-10 9.573995e-10 9.539499e-10 9.101860e-10 1.092009e-09 1.192749e-09 1.116361e-09 1.380062e-09 1.618985e-15 1.889225e-15 1.748113e-15 1.621787e-15 1.810111e-15 1.766772e-15 1.616014e-15 1.869647e-15 
2.861023e+00 7.712574e-10 9.278082e-10 9.668875e-10 9.444841e-10 1.152671e-09 1.177303e-09 1.205222e-09 1.241420e-09 1.604222e-15 1.830833e-15 1.771821e-15 1.682900e-15 1.910664e-15 1.743891e-15 1.744647e-15 1.681820e-15 
3.099442e+00 8.144950e-10 9.670287e-10 9.850277e-10 9.560939e-10 1.065010e-09 1.085920e-09 1.207569e-09 1.220948e-09 1.694157e-15 1.908227e-15 1.805063e-15 1.703587e-15 1.765357e-15 1.608530e-15 1.748044e-15 1.654086e-15 
