f            Pxx32k       Pxx31k       Pxx30k       Pxx29k       Pxx28k       Pxx27k       Pxx26k       Pxx25k       Pxx_pow32k   Pxx_pow31k   Pxx_pow30k   Pxx_pow29k   Pxx_pow28k   Pxx_pow27k   Pxx_pow26k   Pxx_pow25k   
4.768372e-01 4.130824e-10 4.348312e-10 4.675095e-10 4.805151e-10 5.160399e-10 5.767951e-10 5.901921e-10 6.304152e-10 8.592149e-16 8.580474e-16 8.567108e-16 8.561912e-16 8.553862e-16 8.543833e-16 8.543458e-16 8.540584e-16 
7.152557e-01 4.130515e-10 4.348007e-10 4.674810e-10 4.804840e-10 5.160107e-10 5.767731e-10 5.901663e-10 6.303911e-10 8.591506e-16 8.579873e-16 8.566587e-16 8.561358e-16 8.553377e-16 8.543508e-16 8.543086e-16 8.540259e-16 
9.536743e-01 4.130082e-10 4.347581e-10 4.674412e-10 4.804404e-10 5.159698e-10 5.767423e-10 5.901303e-10 6.303575e-10 8.590607e-16 8.579031e-16 8.565857e-16 8.560582e-16 8.552699e-16 8.543052e-16 8.542564e-16 8.539803e-16 
1.192093e+00 4.129527e-10 4.347033e-10 4.673900e-10 4.803844e-10 5.159173e-10 5.767028e-10 5.900841e-10 6.303143e-10 8.589451e-16 8.577950e-16 8.564918e-16 8.559584e-16 8.551828e-16 8.542466e-16 8.541895e-16 8.539217e-16 
1.430511e+00 4.128848e-10 4.346363e-10 4.673274e-10 4.803160e-10 5.158530e-10 5.766545e-10 5.900275e-10 6.302614e-10 8.588039e-16 8.576628e-16 8.563772e-16 8.558365e-16 8.550764e-16 8.541751e-16 8.541076e-16 8.538501e-16 
1.668930e+00 4.128046e-10 4.345572e-10 4.672535e-10 4.802352e-10 5.157772e-10 5.765974e-10 5.899607e-10 6.301990e-10 8.586371e-16 8.575067e-16 8.562417e-16 8.556926e-16 8.549506e-16 8.540905e-16 8.540109e-16 8.537656e-16 
1.907349e+00 4.127121e-10 4.344660e-10 4.671683e-10 4.801421e-10 5.156897e-10 5.765315e-10 5.898836e-10 6.301270e-10 8.584448e-16 8.573268e-16 8.560855e-16 8.555265e-16 8.548055e-16 8.539930e-16 8.538993e-16 8.536680e-16 
2.145767e+00 4.126074e-10 4.343627e-10 4.670717e-10 4.800365e-10 5.155906e-10 5.764569e-10 5.897963e-10 6.300454e-10 8.582270e-16 8.571229e-16 8.559086e-16 8.553385e-16 8.546413e-16 8.538824e-16 8.537730e-16 8.535575e-16 
2.384186e+00 4.124905e-10 4.342473e-10 4.669639e-10 4.799187e-10 5.154798e-10 5.763736e-10 5.896988e-10 6.299543e-10 8.579838e-16 8.568953e-16 8.557111e-16 8.551285e-16 8.544578e-16 8.537590e-16 8.536318e-16 8.534341e-16 
2.622604e+00 4.123614e-10 4.341199e-10 4.668448e-10 4.797885e-10 5.153576e-10 5.762815e-10 5.895911e-10 6.298536e-10 8.577152e-16 8.566439e-16 8.554929e-16 8.548966e-16 8.542551e-16 8.536226e-16 8.534758e-16 8.532977e-16 
2.861023e+00 4.122202e-10 4.339806e-10 4.667145e-10 4.796461e-10 5.152238e-10 5.761807e-10 5.894732e-10 6.297434e-10 8.574215e-16 8.563689e-16 8.552541e-16 8.546428e-16 8.540333e-16 8.534733e-16 8.533051e-16 8.531484e-16 
3.099442e+00 4.120668e-10 4.338292e-10 4.665730e-10 4.794914e-10 5.150784e-10 5.760712e-10 5.893451e-10 6.296237e-10 8.571025e-16 8.560703e-16 8.549948e-16 8.543672e-16 8.537924e-16 8.533111e-16 8.531197e-16 8.529862e-16 
3.337860e+00 4.119014e-10 4.336660e-10 4.664204e-10 4.793245e-10 5.149216e-10 5.759530e-10 5.892068e-10 6.294945e-10 8.567584e-16 8.557481e-16 8.547150e-16 8.540699e-16 8.535325e-16 8.531360e-16 8.529196e-16 8.528111e-16 
3.576279e+00 4.117240e-10 4.334909e-10 4.662566e-10 4.791455e-10 5.147534e-10 5.758261e-10 5.890584e-10 6.293558e-10 8.563894e-16 8.554025e-16 8.544148e-16 8.537509e-16 8.532536e-16 8.529481e-16 8.527048e-16 8.526232e-16 
3.814697e+00 4.115346e-10 4.333039e-10 4.660817e-10 4.789544e-10 5.145737e-10 5.756906e-10 5.888999e-10 6.292076e-10 8.559955e-16 8.550336e-16 8.540943e-16 8.534103e-16 8.529557e-16 8.527473e-16 8.524754e-16 8.524224e-16 
4.053116e+00 4.113333e-10 4.331052e-10 4.658957e-10 4.787511e-10 5.143826e-10 5.755464e-10 5.887314e-10 6.290500e-10 8.555769e-16 8.546415e-16 8.537536e-16 8.530482e-16 8.526390e-16 8.525338e-16 8.522313e-16 8.522089e-16 
4.291534e+00 4.111202e-10 4.328947e-10 4.656987e-10 4.785359e-10 5.141803e-10 5.753937e-10 5.885527e-10 6.288829e-10 8.551335e-16 8.542262e-16 8.533926e-16 8.526647e-16 8.523036e-16 8.523075e-16 8.519728e-16 8.519826e-16 
4.529953e+00 4.108953e-10 4.326726e-10 4.654908e-10 4.783087e-10 5.139666e-10 5.752323e-10 5.883641e-10 6.287065e-10 8.546657e-16 8.537879e-16 8.530116e-16 8.522599e-16 8.519493e-16 8.520685e-16 8.516997e-16 8.517436e-16 
4.768372e+00 4.106587e-10 4.324389e-10 4.652719e-10 4.780696e-10 5.137416e-10 5.750624e-10 5.881654e-10 6.285207e-10 8.541735e-16 8.533268e-16 8.526105e-16 8.518338e-16 8.515765e-16 8.518168e-16 8.514121e-16 8.514919e-16 
5.006790e+00 4.104104e-10 4.321936e-10 4.650422e-10 4.778186e-10 5.135055e-10 5.748839e-10 5.879568e-10 6.283255e-10 8.536571e-16 8.528428e-16 8.521896e-16 8.513866e-16 8.511850e-16 8.515524e-16 8.511101e-16 8.512275e-16 
5.245209e+00 4.101505e-10 4.319369e-10 4.648017e-10 4.775558e-10 5.132582e-10 5.746969e-10 5.877383e-10 6.281210e-10 8.531165e-16 8.523361e-16 8.517488e-16 8.509184e-16 8.507751e-16 8.512754e-16 8.507937e-16 8.509504e-16 
5.483627e+00 4.098791e-10 4.316687e-10 4.645504e-10 4.772813e-10 5.129997e-10 5.745014e-10 5.875098e-10 6.279072e-10 8.525521e-16 8.518070e-16 8.512882e-16 8.504292e-16 8.503467e-16 8.509858e-16 8.504630e-16 8.506608e-16 
5.722046e+00 4.095963e-10 4.313892e-10 4.642883e-10 4.769951e-10 5.127303e-10 5.742974e-10 5.872715e-10 6.276842e-10 8.519638e-16 8.512554e-16 8.508081e-16 8.499193e-16 8.499001e-16 8.506836e-16 8.501180e-16 8.503586e-16 
5.960464e+00 4.093021e-10 4.310985e-10 4.640157e-10 4.766973e-10 5.124498e-10 5.740849e-10 5.870233e-10 6.274519e-10 8.513519e-16 8.506816e-16 8.503084e-16 8.493887e-16 8.494351e-16 8.503689e-16 8.497588e-16 8.500439e-16 
6.437302e+00 4.086801e-10 4.304834e-10 4.634386e-10 4.760672e-10 5.118561e-10 5.736349e-10 5.864977e-10 6.269598e-10 8.500580e-16 8.494679e-16 8.492510e-16 8.482659e-16 8.484510e-16 8.497023e-16 8.489979e-16 8.493772e-16 
6.675720e+00 4.083523e-10 4.301592e-10 4.631344e-10 4.757350e-10 5.115429e-10 5.733973e-10 5.862203e-10 6.267000e-10 8.493763e-16 8.488283e-16 8.486935e-16 8.476740e-16 8.479319e-16 8.493503e-16 8.485964e-16 8.490252e-16 
6.914139e+00 4.080136e-10 4.298242e-10 4.628197e-10 4.753915e-10 5.112190e-10 5.731514e-10 5.859332e-10 6.264311e-10 8.486717e-16 8.481671e-16 8.481169e-16 8.470619e-16 8.473951e-16 8.489861e-16 8.481808e-16 8.486609e-16 
7.152557e+00 4.076639e-10 4.294782e-10 4.624948e-10 4.750367e-10 5.108845e-10 5.728972e-10 5.856365e-10 6.261531e-10 8.479445e-16 8.474844e-16 8.475214e-16 8.464298e-16 8.468405e-16 8.486095e-16 8.477513e-16 8.482843e-16 
7.629395e+00 4.069323e-10 4.287540e-10 4.618142e-10 4.742939e-10 5.101835e-10 5.723640e-10 5.850145e-10 6.255701e-10 8.464226e-16 8.460554e-16 8.462741e-16 8.451061e-16 8.456785e-16 8.478198e-16 8.468508e-16 8.474945e-16 
7.867813e+00 4.065504e-10 4.283760e-10 4.614586e-10 4.739059e-10 5.098172e-10 5.720852e-10 5.846892e-10 6.252651e-10 8.456284e-16 8.453094e-16 8.456227e-16 8.444148e-16 8.450714e-16 8.474068e-16 8.463800e-16 8.470814e-16 
8.344650e+00 4.057553e-10 4.275885e-10 4.607176e-10 4.730974e-10 5.090535e-10 5.715031e-10 5.840104e-10 6.246285e-10 8.439745e-16 8.437555e-16 8.442647e-16 8.429742e-16 8.438054e-16 8.465445e-16 8.453973e-16 8.462190e-16 
8.821487e+00 4.049190e-10 4.267598e-10 4.599371e-10 4.722460e-10 5.082487e-10 5.708887e-10 5.832942e-10 6.239566e-10 8.422350e-16 8.421202e-16 8.428345e-16 8.414572e-16 8.424714e-16 8.456345e-16 8.443607e-16 8.453087e-16 
9.059906e+00 4.044856e-10 4.263302e-10 4.595323e-10 4.718044e-10 5.078311e-10 5.705695e-10 5.829223e-10 6.236076e-10 8.413336e-16 8.412725e-16 8.420926e-16 8.406704e-16 8.417792e-16 8.451617e-16 8.438223e-16 8.448358e-16 
9.536743e+00 4.035891e-10 4.254412e-10 4.586938e-10 4.708902e-10 5.069659e-10 5.699073e-10 5.821510e-10 6.228833e-10 8.394688e-16 8.395182e-16 8.405561e-16 8.390413e-16 8.403450e-16 8.441808e-16 8.427057e-16 8.438547e-16 
1.001358e+01 4.026536e-10 4.245130e-10 4.578176e-10 4.699350e-10 5.060612e-10 5.692137e-10 5.813434e-10 6.221247e-10 8.375230e-16 8.376866e-16 8.389504e-16 8.373394e-16 8.388454e-16 8.431534e-16 8.415367e-16 8.428269e-16 
1.049042e+01 4.016801e-10 4.235465e-10 4.569043e-10 4.689397e-10 5.051177e-10 5.684891e-10 5.805001e-10 6.213321e-10 8.354981e-16 8.357795e-16 8.372768e-16 8.355659e-16 8.372815e-16 8.420800e-16 8.403160e-16 8.417531e-16 
1.096725e+01 4.006696e-10 4.225427e-10 4.559547e-10 4.679051e-10 5.041362e-10 5.677337e-10 5.796216e-10 6.205059e-10 8.333962e-16 8.337986e-16 8.355367e-16 8.337225e-16 8.356545e-16 8.409611e-16 8.390443e-16 8.406338e-16 
1.144409e+01 3.996231e-10 4.215024e-10 4.549696e-10 4.668322e-10 5.031173e-10 5.669480e-10 5.787083e-10 6.196465e-10 8.312194e-16 8.317459e-16 8.337315e-16 8.318108e-16 8.339656e-16 8.397973e-16 8.377223e-16 8.394695e-16 
1.192093e+01 3.985415e-10 4.204267e-10 4.539498e-10 4.657218e-10 5.020618e-10 5.661325e-10 5.777609e-10 6.187544e-10 8.289697e-16 8.296233e-16 8.318627e-16 8.298322e-16 8.322161e-16 8.385893e-16 8.363507e-16 8.382609e-16 
1.263618e+01 3.968558e-10 4.187488e-10 4.523567e-10 4.639879e-10 5.004117e-10 5.648540e-10 5.762767e-10 6.173557e-10 8.254634e-16 8.263122e-16 8.289433e-16 8.267427e-16 8.294809e-16 8.366955e-16 8.342022e-16 8.363661e-16 
1.311302e+01 3.956913e-10 4.175887e-10 4.512536e-10 4.627878e-10 4.992682e-10 5.639655e-10 5.752460e-10 6.163837e-10 8.230412e-16 8.240229e-16 8.269219e-16 8.246043e-16 8.275854e-16 8.353794e-16 8.327103e-16 8.350492e-16 
1.382828e+01 3.938862e-10 4.157888e-10 4.495395e-10 4.609238e-10 4.974897e-10 5.625796e-10 5.736397e-10 6.148675e-10 8.192866e-16 8.204713e-16 8.237808e-16 8.212830e-16 8.246374e-16 8.333266e-16 8.303851e-16 8.329951e-16 
1.430511e+01 3.926455e-10 4.145506e-10 4.483584e-10 4.596400e-10 4.962631e-10 5.616210e-10 5.725295e-10 6.138186e-10 8.167059e-16 8.180279e-16 8.216164e-16 8.189955e-16 8.226042e-16 8.319066e-16 8.287779e-16 8.315741e-16 
1.502037e+01 3.907311e-10 4.126384e-10 4.465313e-10 4.576549e-10 4.943640e-10 5.601321e-10 5.708066e-10 6.121893e-10 8.127241e-16 8.142545e-16 8.182684e-16 8.154585e-16 8.194561e-16 8.297011e-16 8.262840e-16 8.293669e-16 
1.573563e+01 3.887562e-10 4.106634e-10 4.446405e-10 4.556017e-10 4.923962e-10 5.585834e-10 5.690166e-10 6.104946e-10 8.086163e-16 8.103573e-16 8.148034e-16 8.118001e-16 8.161944e-16 8.274071e-16 8.236927e-16 8.270710e-16 
1.645088e+01 3.867244e-10 4.086291e-10 4.426888e-10 4.534837e-10 4.903627e-10 5.569766e-10 5.671614e-10 6.087362e-10 8.043901e-16 8.063431e-16 8.112270e-16 8.080262e-16 8.128237e-16 8.250271e-16 8.210072e-16 8.246887e-16 
1.716614e+01 3.846395e-10 4.065391e-10 4.406794e-10 4.513043e-10 4.882665e-10 5.553135e-10 5.652433e-10 6.069159e-10 8.000534e-16 8.022190e-16 8.075447e-16 8.041429e-16 8.093489e-16 8.225636e-16 8.182307e-16 8.222227e-16 
1.811981e+01 3.817831e-10 4.036718e-10 4.379154e-10 4.483087e-10 4.853789e-10 5.530112e-10 5.625918e-10 6.043958e-10 7.941121e-16 7.965610e-16 8.024798e-16 7.988053e-16 8.045625e-16 8.191533e-16 8.143923e-16 8.188086e-16 
1.883507e+01 3.795883e-10 4.014654e-10 4.357829e-10 4.459991e-10 4.831476e-10 5.512232e-10 5.605354e-10 6.024384e-10 7.895468e-16 7.922070e-16 7.985719e-16 7.946900e-16 8.008640e-16 8.165047e-16 8.114156e-16 8.161568e-16 
1.978874e+01 3.765985e-10 3.984553e-10 4.328659e-10 4.428422e-10 4.800907e-10 5.487607e-10 5.577075e-10 5.997425e-10 7.833280e-16 7.862672e-16 7.932265e-16 7.890650e-16 7.957969e-16 8.128572e-16 8.073220e-16 8.125044e-16 
2.074242e+01 3.735439e-10 3.953746e-10 4.298711e-10 4.396039e-10 4.769467e-10 5.462126e-10 5.547862e-10 5.969523e-10 7.769744e-16 7.801882e-16 7.877385e-16 7.832949e-16 7.905854e-16 8.090827e-16 8.030932e-16 8.087244e-16 
2.169609e+01 3.704325e-10 3.922312e-10 4.268055e-10 4.362920e-10 4.737224e-10 5.435830e-10 5.517768e-10 5.940725e-10 7.705027e-16 7.739853e-16 7.821209e-16 7.773937e-16 7.852408e-16 8.051876e-16 7.987369e-16 8.048230e-16 
2.264977e+01 3.672720e-10 3.890325e-10 4.236760e-10 4.329140e-10 4.704247e-10 5.408762e-10 5.486847e-10 5.911078e-10 7.639290e-16 7.676734e-16 7.763861e-16 7.713746e-16 7.797745e-16 8.011782e-16 7.942608e-16 8.008066e-16 
2.384186e+01 3.632639e-10 3.849677e-10 4.196844e-10 4.286096e-10 4.662094e-10 5.373908e-10 5.447113e-10 5.872897e-10 7.555920e-16 7.596523e-16 7.690713e-16 7.637051e-16 7.727871e-16 7.960153e-16 7.885091e-16 7.956339e-16 
