t            Tb_tes       
3.200000e+00 -7.425062e-02 
3.232000e+00 -7.342801e-02 
3.264000e+00 -8.264117e-02 
3.296000e+00 -7.457966e-02 
3.328000e+00 -7.112472e-02 
3.360000e+00 -8.077660e-02 
3.392000e+00 -7.573130e-02 
3.424000e+00 -8.445090e-02 
3.456000e+00 -7.781523e-02 
3.488000e+00 -7.677327e-02 
3.520000e+00 -8.417670e-02 
3.552000e+00 -8.083144e-02 
3.584000e+00 -8.626063e-02 
3.616000e+00 -7.819911e-02 
3.648000e+00 -7.814427e-02 
3.680000e+00 -8.061208e-02 
3.712000e+00 -8.220245e-02 
3.744000e+00 -8.297021e-02 
3.776000e+00 -7.869267e-02 
3.808000e+00 -7.885720e-02 
3.840000e+00 -7.803459e-02 
3.872000e+00 -7.808943e-02 
3.904000e+00 -6.799883e-02 
3.936000e+00 -7.331833e-02 
3.968000e+00 -7.819911e-02 
4.000000e+00 -7.644423e-02 
4.032000e+00 -7.403125e-02 
4.064000e+00 -7.419578e-02 
4.096000e+00 -7.797975e-02 
4.128000e+00 -7.863783e-02 
4.160000e+00 -7.046664e-02 
4.192000e+00 -8.061208e-02 
4.224000e+00 -8.220245e-02 
4.256000e+00 -7.765071e-02 
4.288000e+00 -7.446998e-02 
4.320000e+00 -7.425062e-02 
4.352000e+00 -8.258633e-02 
4.384000e+00 -7.732167e-02 
4.416000e+00 -6.865691e-02 
4.448000e+00 -7.995400e-02 
4.480000e+00 -7.732167e-02 
4.512000e+00 -8.423154e-02 
4.544000e+00 -7.699263e-02 
4.576000e+00 -7.660875e-02 
4.608000e+00 -7.008276e-02 
4.640000e+00 -7.545710e-02 
4.672000e+00 -7.474418e-02 
4.704000e+00 -7.638938e-02 
4.736000e+00 -7.989916e-02 
4.768000e+00 -7.507322e-02 
4.800000e+00 -8.050240e-02 
4.832000e+00 -7.030212e-02 
4.864000e+00 -7.298929e-02 
4.896000e+00 -7.885720e-02 
4.928000e+00 -7.414093e-02 
4.960000e+00 -7.403125e-02 
4.992000e+00 -8.275085e-02 
5.024000e+00 -7.573130e-02 
5.056000e+00 -7.951528e-02 
5.088000e+00 -7.578614e-02 
5.120000e+00 -8.176373e-02 
5.152000e+00 -8.083144e-02 
5.184000e+00 -8.017336e-02 
5.216000e+00 -7.595066e-02 
5.248000e+00 -6.459873e-02 
5.280000e+00 -7.496354e-02 
5.312000e+00 -7.978948e-02 
5.344000e+00 -7.595066e-02 
5.376000e+00 -7.737651e-02 
5.408000e+00 -7.847331e-02 
5.440000e+00 -6.986340e-02 
5.472000e+00 -7.260541e-02 
5.504000e+00 -6.717622e-02 
5.536000e+00 -8.072176e-02 
5.568000e+00 -8.006368e-02 
5.600000e+00 -7.463450e-02 
5.632000e+00 -7.655391e-02 
5.664000e+00 -8.253149e-02 
5.696000e+00 -7.699263e-02 
5.728000e+00 -8.757679e-02 
5.760000e+00 -8.340894e-02 
5.792000e+00 -7.474418e-02 
5.824000e+00 -6.893111e-02 
5.856000e+00 -7.660875e-02 
5.888000e+00 -7.814427e-02 
5.920000e+00 -7.518290e-02 
5.952000e+00 -8.159921e-02 
5.984000e+00 -6.964404e-02 
6.016000e+00 -7.814427e-02 
6.048000e+00 -7.819911e-02 
6.080000e+00 -7.962496e-02 
6.112000e+00 -8.192825e-02 
6.144000e+00 -7.995400e-02 
6.176000e+00 -7.748619e-02 
6.208000e+00 -7.924108e-02 
6.240000e+00 -8.242181e-02 
6.272000e+00 -8.137985e-02 
6.304000e+00 -7.633454e-02 
6.336000e+00 -7.984432e-02 
6.368000e+00 -7.573130e-02 
6.400000e+00 -7.617002e-02 
6.432000e+00 -7.633454e-02 
6.464000e+00 -7.841847e-02 
6.496000e+00 -7.913140e-02 
6.528000e+00 -8.335410e-02 
6.560000e+00 -7.567646e-02 
6.592000e+00 -7.430546e-02 
6.624000e+00 -7.781523e-02 
6.656000e+00 -7.573130e-02 
6.688000e+00 -7.600550e-02 
6.720000e+00 -8.121533e-02 
6.752000e+00 -7.710231e-02 
6.784000e+00 -8.516382e-02 
6.816000e+00 -7.337317e-02 
6.848000e+00 -7.995400e-02 
6.880000e+00 -8.022820e-02 
6.912000e+00 -7.792491e-02 
6.944000e+00 -8.434122e-02 
6.976000e+00 -7.342801e-02 
7.008000e+00 -7.436030e-02 
7.040000e+00 -8.286053e-02 
7.072000e+00 -7.677327e-02 
7.104000e+00 -8.264117e-02 
7.136000e+00 -8.357346e-02 
7.168000e+00 -7.496354e-02 
7.200000e+00 -7.370221e-02 
7.232000e+00 -7.940560e-02 
7.264000e+00 -8.445090e-02 
7.296000e+00 -7.946044e-02 
7.328000e+00 -7.255057e-02 
7.360000e+00 -7.929592e-02 
7.392000e+00 -8.066692e-02 
7.424000e+00 -8.538318e-02 
7.456000e+00 -7.978948e-02 
7.488000e+00 -7.847331e-02 
7.520000e+00 -7.556678e-02 
7.552000e+00 -8.022820e-02 
7.584000e+00 -8.456058e-02 
7.616000e+00 -7.611518e-02 
7.648000e+00 -7.946044e-02 
7.680000e+00 -7.792491e-02 
7.712000e+00 -8.088628e-02 
7.744000e+00 -7.852815e-02 
7.776000e+00 -7.847331e-02 
7.808000e+00 -8.225729e-02 
7.840000e+00 -9.201885e-02 
7.872000e+00 -8.445090e-02 
7.904000e+00 -8.445090e-02 
7.936000e+00 -7.551194e-02 
7.968000e+00 -7.918624e-02 
8.000000e+00 -8.132501e-02 
8.032000e+00 -8.911232e-02 
8.064000e+00 -7.222153e-02 
8.096000e+00 -8.461542e-02 
8.128000e+00 -7.776039e-02 
8.160000e+00 -8.357346e-02 
8.192000e+00 -8.631547e-02 
8.224000e+00 -7.578614e-02 
8.256000e+00 -7.468934e-02 
8.288000e+00 -7.381189e-02 
8.320000e+00 -7.841847e-02 
8.352000e+00 -8.790584e-02 
8.384000e+00 -8.335410e-02 
8.416000e+00 -7.874752e-02 
8.448000e+00 -7.633454e-02 
8.480000e+00 -8.132501e-02 
8.512000e+00 -8.159921e-02 
8.544000e+00 -8.006368e-02 
8.576000e+00 -8.658967e-02 
8.608000e+00 -8.302505e-02 
8.640000e+00 -7.797975e-02 
8.672000e+00 -7.896688e-02 
8.704000e+00 -8.516382e-02 
8.736000e+00 -7.150860e-02 
8.768000e+00 -7.337317e-02 
8.800000e+00 -7.759587e-02 
8.832000e+00 -8.127017e-02 
8.864000e+00 -7.490870e-02 
8.896000e+00 -8.253149e-02 
8.928000e+00 -7.655391e-02 
8.960000e+00 -8.110565e-02 
8.992000e+00 -7.194733e-02 
9.024000e+00 -7.902172e-02 
9.056000e+00 -7.562162e-02 
9.088000e+00 -7.776039e-02 
9.120000e+00 -8.488962e-02 
9.152000e+00 -8.154437e-02 
9.184000e+00 -7.688295e-02 
9.216000e+00 -8.181857e-02 
9.248000e+00 -8.094112e-02 
9.280000e+00 -8.176373e-02 
9.312000e+00 -8.099597e-02 
9.344000e+00 -7.770555e-02 
9.376000e+00 -8.077660e-02 
9.408000e+00 -7.874752e-02 
9.440000e+00 -7.808943e-02 
9.472000e+00 -8.675419e-02 
9.504000e+00 -8.477994e-02 
9.536000e+00 -8.560255e-02 
9.568000e+00 -8.159921e-02 
9.600000e+00 -8.143469e-02 
9.632000e+00 -8.680903e-02 
9.664000e+00 -7.957012e-02 
9.696000e+00 -8.127017e-02 
9.728000e+00 -8.543802e-02 
9.760000e+00 -9.004460e-02 
9.792000e+00 -7.419578e-02 
9.824000e+00 -7.995400e-02 
9.856000e+00 -8.165405e-02 
9.888000e+00 -7.989916e-02 
9.920000e+00 -8.264117e-02 
9.952000e+00 -8.658967e-02 
9.984000e+00 -8.220245e-02 
1.001600e+01 -8.357346e-02 
1.004800e+01 -8.077660e-02 
1.008000e+01 -7.880236e-02 
1.011200e+01 -7.858299e-02 
1.014400e+01 -8.017336e-02 
1.017600e+01 -8.159921e-02 
1.020800e+01 -7.315381e-02 
1.024000e+01 -7.885720e-02 
1.027200e+01 -7.304413e-02 
1.030400e+01 -8.242181e-02 
1.033600e+01 -7.869267e-02 
1.036800e+01 -8.006368e-02 
1.040000e+01 -8.214761e-02 
1.043200e+01 -8.203793e-02 
1.046400e+01 -8.000884e-02 
1.049600e+01 -7.671843e-02 
1.052800e+01 -8.066692e-02 
1.056000e+01 -8.993492e-02 
1.059200e+01 -8.576707e-02 
1.062400e+01 -8.401218e-02 
1.065600e+01 -9.086721e-02 
1.068800e+01 -7.759587e-02 
1.072000e+01 -7.715715e-02 
1.075200e+01 -8.302505e-02 
1.078400e+01 -7.858299e-02 
1.081600e+01 -8.719291e-02 
1.084800e+01 -8.538318e-02 
1.088000e+01 -8.055724e-02 
1.091200e+01 -8.390250e-02 
1.094400e+01 -7.891204e-02 
1.097600e+01 -7.041180e-02 
1.100800e+01 -7.759587e-02 
1.104000e+01 -7.046664e-02 
1.107200e+01 -7.803459e-02 
1.110400e+01 -8.280569e-02 
1.113600e+01 -8.916716e-02 
1.116800e+01 -8.615095e-02 
1.120000e+01 -8.236697e-02 
1.123200e+01 -7.989916e-02 
1.126400e+01 -7.644423e-02 
1.129600e+01 -7.353769e-02 
1.132800e+01 -8.022820e-02 
1.136000e+01 -8.307989e-02 
1.139200e+01 -8.313473e-02 
1.142400e+01 -8.494446e-02 
1.145600e+01 -8.247665e-02 
1.148800e+01 -8.220245e-02 
1.152000e+01 -7.359253e-02 
1.155200e+01 -8.148953e-02 
1.158400e+01 -8.467026e-02 
1.161600e+01 -8.439606e-02 
1.164800e+01 -7.776039e-02 
1.168000e+01 -8.494446e-02 
1.171200e+01 -8.527350e-02 
1.174400e+01 -8.351862e-02 
1.177600e+01 -8.494446e-02 
1.180800e+01 -8.088628e-02 
1.184000e+01 -7.836363e-02 
1.187200e+01 -7.589582e-02 
1.190400e+01 -7.759587e-02 
1.193600e+01 -8.033788e-02 
1.196800e+01 -8.286053e-02 
1.200000e+01 -8.127017e-02 
1.203200e+01 -8.143469e-02 
1.206400e+01 -8.127017e-02 
1.209600e+01 -7.929592e-02 
1.212800e+01 -7.902172e-02 
1.216000e+01 -7.589582e-02 
1.219200e+01 -7.490870e-02 
1.222400e+01 -8.329926e-02 
1.225600e+01 -7.425062e-02 
1.228800e+01 -7.830879e-02 
1.232000e+01 -8.132501e-02 
1.235200e+01 -8.565739e-02 
1.238400e+01 -7.655391e-02 
1.241600e+01 -7.803459e-02 
1.244800e+01 -7.370221e-02 
1.248000e+01 -8.264117e-02 
1.251200e+01 -7.940560e-02 
1.254400e+01 -7.836363e-02 
1.257600e+01 -7.567646e-02 
1.260800e+01 -7.551194e-02 
1.264000e+01 -7.600550e-02 
1.267200e+01 -7.545710e-02 
1.270400e+01 -7.063116e-02 
1.273600e+01 -8.379282e-02 
1.276800e+01 -7.211185e-02 
1.280000e+01 -7.457966e-02 
1.283200e+01 -7.737651e-02 
1.286400e+01 -8.790584e-02 
1.289600e+01 -7.309897e-02 
1.292800e+01 -7.940560e-02 
1.296000e+01 -7.655391e-02 
1.299200e+01 -7.101504e-02 
1.302400e+01 -7.397641e-02 
1.305600e+01 -8.055724e-02 
1.308800e+01 -7.441514e-02 
1.312000e+01 -7.485386e-02 
1.315200e+01 -7.732167e-02 
1.318400e+01 -7.633454e-02 
1.321600e+01 -7.710231e-02 
1.324800e+01 -7.002792e-02 
1.328000e+01 -9.048333e-02 
1.331200e+01 -7.699263e-02 
1.334400e+01 -8.626063e-02 
1.337600e+01 -7.364737e-02 
1.340800e+01 -7.704747e-02 
1.344000e+01 -7.139892e-02 
1.347200e+01 -7.106988e-02 
1.350400e+01 -7.359253e-02 
1.353600e+01 -7.973464e-02 
1.356800e+01 -7.298929e-02 
1.360000e+01 -7.024728e-02 
1.363200e+01 -6.958919e-02 
1.366400e+01 -6.575038e-02 
1.369600e+01 -7.403125e-02 
1.372800e+01 -7.507322e-02 
1.376000e+01 -7.474418e-02 
1.379200e+01 -7.035696e-02 
1.382400e+01 -7.309897e-02 
1.385600e+01 -7.139892e-02 
1.388800e+01 -6.893111e-02 
1.392000e+01 -6.821819e-02 
1.395200e+01 -7.808943e-02 
1.398400e+01 -7.326349e-02 
1.401600e+01 -8.165405e-02 
1.404800e+01 -7.490870e-02 
1.408000e+01 -6.553102e-02 
1.411200e+01 -7.693779e-02 
1.414400e+01 -7.227637e-02 
1.417600e+01 -6.443421e-02 
1.420800e+01 -7.276993e-02 
1.424000e+01 -6.926015e-02 
1.427200e+01 -7.430546e-02 
1.430400e+01 -6.383097e-02 
1.433600e+01 -6.947951e-02 
1.436800e+01 -6.734075e-02 
1.440000e+01 -6.975372e-02 
1.443200e+01 -6.794399e-02 
1.446400e+01 -7.479902e-02 
1.449600e+01 -6.657298e-02 
1.452800e+01 -6.646330e-02 
1.456000e+01 -7.293445e-02 
1.459200e+01 -7.139892e-02 
1.462400e+01 -7.627970e-02 
1.465600e+01 -7.035696e-02 
1.468800e+01 -6.624394e-02 
1.472000e+01 -7.293445e-02 
1.475200e+01 -7.479902e-02 
1.478400e+01 -7.150860e-02 
1.481600e+01 -7.562162e-02 
1.484800e+01 -6.865691e-02 
1.488000e+01 -7.002792e-02 
1.491200e+01 -6.964404e-02 
1.494400e+01 -6.717622e-02 
1.497600e+01 -6.832787e-02 
1.500800e+01 -6.531166e-02 
1.504000e+01 -6.635362e-02 
1.507200e+01 -7.123440e-02 
1.510400e+01 -6.805367e-02 
1.513600e+01 -6.898595e-02 
1.516800e+01 -6.426969e-02 
1.520000e+01 -6.503746e-02 
1.523200e+01 -6.569554e-02 
1.526400e+01 -6.306321e-02 
1.529600e+01 -6.383097e-02 
1.532800e+01 -6.372129e-02 
1.536000e+01 -6.350193e-02 
1.539200e+01 -6.547618e-02 
1.542400e+01 -6.267932e-02 
1.545600e+01 -6.278901e-02 
1.548800e+01 -6.372129e-02 
1.552000e+01 -6.103412e-02 
1.555200e+01 -6.646330e-02 
1.558400e+01 -6.838271e-02 
1.561600e+01 -6.459873e-02 
1.564800e+01 -6.920531e-02 
1.568000e+01 -7.381189e-02 
1.571200e+01 -6.328257e-02 
1.574400e+01 -6.723106e-02 
1.577600e+01 -6.849239e-02 
1.580800e+01 -5.966311e-02 
1.584000e+01 -6.498261e-02 
1.587200e+01 -6.838271e-02 
1.590400e+01 -6.904079e-02 
1.593600e+01 -6.108896e-02 
1.596800e+01 -6.267932e-02 
1.600000e+01 -6.306321e-02 
1.603200e+01 -6.635362e-02 
1.606400e+01 -7.249573e-02 
1.609600e+01 -6.416001e-02 
1.612800e+01 -6.635362e-02 
1.616000e+01 -6.926015e-02 
1.619200e+01 -6.832787e-02 
1.622400e+01 -6.163736e-02 
1.625600e+01 -6.745043e-02 
1.628800e+01 -5.867599e-02 
1.632000e+01 -6.355677e-02 
1.635200e+01 -6.887627e-02 
1.638400e+01 -6.860207e-02 
1.641600e+01 -6.607942e-02 
1.644800e+01 -6.618910e-02 
1.648000e+01 -6.130832e-02 
1.651200e+01 -5.637270e-02 
1.654400e+01 -6.163736e-02 
1.657600e+01 -6.065024e-02 
1.660800e+01 -6.586006e-02 
1.664000e+01 -6.564070e-02 
1.667200e+01 -6.377613e-02 
1.670400e+01 -6.766979e-02 
1.673600e+01 -6.043087e-02 
1.676800e+01 -6.575038e-02 
1.680000e+01 -6.295353e-02 
1.683200e+01 -6.531166e-02 
1.686400e+01 -6.514714e-02 
1.689600e+01 -6.799883e-02 
1.692800e+01 -7.227637e-02 
1.696000e+01 -6.437937e-02 
1.699200e+01 -6.426969e-02 
1.702400e+01 -6.213092e-02 
1.705600e+01 -6.596974e-02 
1.708800e+01 -6.119864e-02 
1.712000e+01 -5.790822e-02 
1.715200e+01 -5.999215e-02 
1.718400e+01 -6.947951e-02 
1.721600e+01 -6.207608e-02 
1.724800e+01 -6.416001e-02 
1.728000e+01 -6.410517e-02 
1.731200e+01 -5.955343e-02 
1.734400e+01 -6.021151e-02 
1.737600e+01 -5.856631e-02 
1.740800e+01 -5.763402e-02 
1.744000e+01 -6.043087e-02 
1.747200e+01 -5.379521e-02 
1.750400e+01 -5.675658e-02 
1.753600e+01 -6.410517e-02 
1.756800e+01 -6.048572e-02 
1.760000e+01 -6.141800e-02 
1.763200e+01 -6.229544e-02 
1.766400e+01 -6.564070e-02 
1.769600e+01 -5.565977e-02 
1.772800e+01 -6.174704e-02 
1.776000e+01 -6.344709e-02 
1.779200e+01 -6.410517e-02 
1.782400e+01 -5.648238e-02 
1.785600e+01 -5.538557e-02 
1.788800e+01 -6.410517e-02 
1.792000e+01 -5.779854e-02 
1.795200e+01 -6.273416e-02 
1.798400e+01 -6.350193e-02 
1.801600e+01 -5.269840e-02 
1.804800e+01 -5.083383e-02 
1.808000e+01 -5.796306e-02 
1.811200e+01 -6.295353e-02 
1.814400e+01 -5.955343e-02 
1.817600e+01 -5.977279e-02 
1.820800e+01 -5.549525e-02 
1.824000e+01 -5.763402e-02 
1.827200e+01 -5.626302e-02 
1.830400e+01 -5.801790e-02 
1.833600e+01 -6.575038e-02 
1.836800e+01 -6.092444e-02 
1.840000e+01 -6.465357e-02 
1.843200e+01 -5.862115e-02 
1.846400e+01 -5.834695e-02 
1.849600e+01 -6.514714e-02 
1.852800e+01 -5.862115e-02 
1.856000e+01 -5.138224e-02 
1.859200e+01 -6.158252e-02 
1.862400e+01 -5.390489e-02 
1.865600e+01 -4.842086e-02 
1.868800e+01 -6.256964e-02 
1.872000e+01 -5.105319e-02 
1.875200e+01 -6.569554e-02 
1.878400e+01 -6.191156e-02 
1.881600e+01 -6.481809e-02 
1.884800e+01 -6.416001e-02 
1.888000e+01 -5.297260e-02 
1.891200e+01 -5.258872e-02 
1.894400e+01 -5.236936e-02 
1.897600e+01 -5.840179e-02 
1.900800e+01 -6.328257e-02 
1.904000e+01 -6.366645e-02 
1.907200e+01 -6.202124e-02 
1.910400e+01 -5.692110e-02 
1.913600e+01 -5.746950e-02 
1.916800e+01 -6.207608e-02 
1.920000e+01 -5.604366e-02 
1.923200e+01 -5.757918e-02 
1.926400e+01 -5.900503e-02 
1.929600e+01 -5.094351e-02 
1.932800e+01 -5.176612e-02 
1.936000e+01 -5.275324e-02 
1.939200e+01 -5.779854e-02 
1.942400e+01 -5.149192e-02 
1.945600e+01 -5.999215e-02 
1.948800e+01 -5.598882e-02 
1.952000e+01 -4.979187e-02 
1.955200e+01 -5.834695e-02 
1.958400e+01 -5.423393e-02 
1.961600e+01 -6.432453e-02 
1.964800e+01 -5.297260e-02 
1.968000e+01 -6.333741e-02 
1.971200e+01 -5.692110e-02 
1.974400e+01 -5.154676e-02 
1.977600e+01 -5.708562e-02 
1.980800e+01 -5.066931e-02 
1.984000e+01 -5.165644e-02 
1.987200e+01 -5.445329e-02 
1.990400e+01 -5.132739e-02 
1.993600e+01 -5.620818e-02 
1.996800e+01 -4.617241e-02 
2.000000e+01 -5.330164e-02 
2.003200e+01 -5.012091e-02 
2.006400e+01 -5.379521e-02 
2.009600e+01 -4.458205e-02 
2.012800e+01 -5.220484e-02 
2.016000e+01 -5.829211e-02 
2.019200e+01 -5.895019e-02 
2.022400e+01 -4.825634e-02 
2.025600e+01 -5.275324e-02 
2.028800e+01 -5.461781e-02 
2.032000e+01 -5.686626e-02 
2.035200e+01 -5.757918e-02 
2.038400e+01 -5.138224e-02 
2.041600e+01 -5.472749e-02 
2.044800e+01 -4.441752e-02 
2.048000e+01 -5.511137e-02 
2.051200e+01 -5.533073e-02 
2.054400e+01 -5.768886e-02 
2.057600e+01 -4.573369e-02 
2.060800e+01 -5.620818e-02 
2.064000e+01 -4.918863e-02 
2.067200e+01 -5.478233e-02 
2.070400e+01 -5.725014e-02 
2.073600e+01 -4.540465e-02 
2.076800e+01 -4.847570e-02 
2.080000e+01 -5.417909e-02 
2.083200e+01 -5.664690e-02 
2.086400e+01 -4.513045e-02 
2.089600e+01 -5.385005e-02 
2.092800e+01 -5.522105e-02 
2.096000e+01 -4.425300e-02 
2.099200e+01 -4.732406e-02 
2.102400e+01 -5.160160e-02 
2.105600e+01 -4.524013e-02 
2.108800e+01 -5.132739e-02 
2.112000e+01 -4.622725e-02 
2.115200e+01 -4.441752e-02 
2.118400e+01 -4.913379e-02 
2.121600e+01 -4.129163e-02 
2.124800e+01 -5.565977e-02 
2.128000e+01 -5.094351e-02 
2.131200e+01 -4.480141e-02 
2.134400e+01 -4.995639e-02 
2.137600e+01 -5.450813e-02 
2.140800e+01 -4.326588e-02 
2.144000e+01 -4.962735e-02 
2.147200e+01 -4.375944e-02 
2.150400e+01 -4.650145e-02 
2.153600e+01 -4.611757e-02 
2.156800e+01 -4.885958e-02 
2.160000e+01 -5.489201e-02 
2.163200e+01 -3.975610e-02 
2.166400e+01 -4.809182e-02 
2.169600e+01 -4.556917e-02 
2.172800e+01 -5.050479e-02 
2.176000e+01 -4.858538e-02 
2.179200e+01 -5.977279e-02 
2.182400e+01 -4.902410e-02 
2.185600e+01 -5.187580e-02 
2.188800e+01 -4.447236e-02 
2.192000e+01 -4.979187e-02 
2.195200e+01 -4.502077e-02 
2.198400e+01 -4.918863e-02 
2.201600e+01 -5.368553e-02 
2.204800e+01 -5.308228e-02 
2.208000e+01 -4.491109e-02 
2.211200e+01 -4.864022e-02 
2.214400e+01 -5.066931e-02 
2.217600e+01 -4.874990e-02 
2.220800e+01 -4.343040e-02 
2.224000e+01 -5.132739e-02 
2.227200e+01 -4.918863e-02 
2.230400e+01 -4.249812e-02 
2.233600e+01 -5.171128e-02 
2.236800e+01 -4.332072e-02 
2.240000e+01 -5.269840e-02 
2.243200e+01 -4.880474e-02 
2.246400e+01 -4.266264e-02 
2.249600e+01 -5.066931e-02 
2.252800e+01 -4.178519e-02 
2.256000e+01 -4.386912e-02 
2.259200e+01 -4.266264e-02 
2.262400e+01 -3.575277e-02 
2.265600e+01 -5.088867e-02 
2.268800e+01 -4.748858e-02 
2.272000e+01 -5.176612e-02 
2.275200e+01 -4.310136e-02 
2.278400e+01 -4.611757e-02 
2.281600e+01 -4.792730e-02 
2.284800e+01 -4.704986e-02 
2.288000e+01 -5.269840e-02 
2.291200e+01 -4.759826e-02 
2.294400e+01 -4.836602e-02 
2.297600e+01 -5.023059e-02 
2.300800e+01 -4.090775e-02 
2.304000e+01 -3.876898e-02 
2.307200e+01 -5.291776e-02 
2.310400e+01 -4.639177e-02 
2.313600e+01 -4.907895e-02 
2.316800e+01 -4.260780e-02 
2.320000e+01 -4.540465e-02 
2.323200e+01 -5.154676e-02 
2.326400e+01 -4.995639e-02 
2.329600e+01 -5.176612e-02 
2.332800e+01 -4.293684e-02 
2.336000e+01 -4.271748e-02 
2.339200e+01 -4.809182e-02 
2.342400e+01 -4.184003e-02 
2.345600e+01 -4.370460e-02 
2.348800e+01 -5.357584e-02 
2.352000e+01 -4.957251e-02 
2.355200e+01 -4.842086e-02 
2.358400e+01 -4.957251e-02 
2.361600e+01 -4.359492e-02 
2.364800e+01 -4.990155e-02 
2.368000e+01 -4.403364e-02 
2.371200e+01 -5.088867e-02 
2.374400e+01 -4.891442e-02 
2.377600e+01 -4.244328e-02 
2.380800e+01 -4.101743e-02 
2.384000e+01 -3.975610e-02 
2.387200e+01 -5.127255e-02 
2.390400e+01 -4.008515e-02 
2.393600e+01 -5.215000e-02 
2.396800e+01 -4.880474e-02 
2.400000e+01 -5.341132e-02 
2.403200e+01 -4.458205e-02 
2.406400e+01 -5.242420e-02 
2.409600e+01 -4.414332e-02 
2.412800e+01 -4.820150e-02 
2.416000e+01 -5.209516e-02 
2.419200e+01 -4.721438e-02 
2.422400e+01 -4.595305e-02 
2.425600e+01 -4.326588e-02 
2.428800e+01 -4.836602e-02 
2.432000e+01 -4.184003e-02 
2.435200e+01 -4.046903e-02 
2.438400e+01 -5.253388e-02 
2.441600e+01 -4.847570e-02 
2.444800e+01 -4.836602e-02 
2.448000e+01 -4.184003e-02 
2.451200e+01 -5.352100e-02 
2.454400e+01 -5.094351e-02 
2.457600e+01 -4.907895e-02 
2.460800e+01 -4.238844e-02 
2.464000e+01 -4.386912e-02 
2.467200e+01 -4.880474e-02 
2.470400e+01 -4.452721e-02 
2.473600e+01 -4.672081e-02 
2.476800e+01 -4.589821e-02 
2.480000e+01 -4.754342e-02 
