f            Pxx32k       Pxx31k       Pxx30k       Pxx29k       Pxx28k       Pxx27k       Pxx26k       Pxx25k       Pxx_pow32k   Pxx_pow31k   Pxx_pow30k   Pxx_pow29k   Pxx_pow28k   Pxx_pow27k   Pxx_pow26k   Pxx_pow25k   
4.768372e-01 4.251710e-10 4.664436e-10 5.043983e-10 5.339211e-10 5.951320e-10 6.514538e-10 6.825736e-10 7.444225e-10 1.125409e-15 1.121747e-15 1.119582e-15 1.117755e-15 1.115875e-15 1.114820e-15 1.114210e-15 1.113556e-15 
7.152557e-01 4.251209e-10 4.663955e-10 5.043512e-10 5.338729e-10 5.950883e-10 6.514146e-10 6.825324e-10 7.443849e-10 1.125277e-15 1.121631e-15 1.119478e-15 1.117654e-15 1.115793e-15 1.114753e-15 1.114143e-15 1.113500e-15 
9.536743e-01 4.250508e-10 4.663280e-10 5.042853e-10 5.338055e-10 5.950271e-10 6.513598e-10 6.824747e-10 7.443323e-10 1.125091e-15 1.121469e-15 1.119332e-15 1.117513e-15 1.115679e-15 1.114659e-15 1.114048e-15 1.113421e-15 
1.192093e+00 4.249606e-10 4.662414e-10 5.042007e-10 5.337188e-10 5.949484e-10 6.512893e-10 6.824005e-10 7.442646e-10 1.124852e-15 1.121261e-15 1.119144e-15 1.117331e-15 1.115531e-15 1.114538e-15 1.113927e-15 1.113320e-15 
1.430511e+00 4.248506e-10 4.661355e-10 5.040973e-10 5.336129e-10 5.948524e-10 6.512032e-10 6.823099e-10 7.441819e-10 1.124561e-15 1.121006e-15 1.118914e-15 1.117110e-15 1.115351e-15 1.114391e-15 1.113780e-15 1.113196e-15 
1.668930e+00 4.247206e-10 4.660105e-10 5.039752e-10 5.334879e-10 5.947389e-10 6.511015e-10 6.822029e-10 7.440843e-10 1.124217e-15 1.120705e-15 1.118643e-15 1.116848e-15 1.115138e-15 1.114217e-15 1.113605e-15 1.113050e-15 
1.907349e+00 4.245709e-10 4.658665e-10 5.038345e-10 5.333438e-10 5.946080e-10 6.509842e-10 6.820795e-10 7.439716e-10 1.123821e-15 1.120359e-15 1.118331e-15 1.116546e-15 1.114893e-15 1.114016e-15 1.113403e-15 1.112882e-15 
2.145767e+00 4.244014e-10 4.657033e-10 5.036751e-10 5.331805e-10 5.944598e-10 6.508513e-10 6.819397e-10 7.438440e-10 1.123372e-15 1.119967e-15 1.117977e-15 1.116205e-15 1.114615e-15 1.113789e-15 1.113175e-15 1.112691e-15 
2.384186e+00 4.242121e-10 4.655212e-10 5.034972e-10 5.329983e-10 5.942943e-10 6.507029e-10 6.817836e-10 7.437015e-10 1.122871e-15 1.119529e-15 1.117582e-15 1.115823e-15 1.114305e-15 1.113535e-15 1.112920e-15 1.112478e-15 
2.622604e+00 4.240033e-10 4.653203e-10 5.033008e-10 5.327971e-10 5.941116e-10 6.505390e-10 6.816111e-10 7.435440e-10 1.122318e-15 1.119045e-15 1.117146e-15 1.115402e-15 1.113962e-15 1.113254e-15 1.112639e-15 1.112242e-15 
2.861023e+00 4.237751e-10 4.651005e-10 5.030859e-10 5.325770e-10 5.939117e-10 6.503596e-10 6.814224e-10 7.433717e-10 1.121714e-15 1.118517e-15 1.116669e-15 1.114941e-15 1.113587e-15 1.112947e-15 1.112331e-15 1.111984e-15 
3.099442e+00 4.235274e-10 4.648619e-10 5.028527e-10 5.323381e-10 5.936946e-10 6.501649e-10 6.812175e-10 7.431846e-10 1.121059e-15 1.117943e-15 1.116152e-15 1.114441e-15 1.113180e-15 1.112614e-15 1.111996e-15 1.111704e-15 
3.337860e+00 4.232604e-10 4.646048e-10 5.026013e-10 5.320805e-10 5.934604e-10 6.499547e-10 6.809963e-10 7.429826e-10 1.120352e-15 1.117325e-15 1.115594e-15 1.113902e-15 1.112741e-15 1.112254e-15 1.111635e-15 1.111402e-15 
3.576279e+00 4.229743e-10 4.643291e-10 5.023317e-10 5.318042e-10 5.932092e-10 6.497292e-10 6.807591e-10 7.427658e-10 1.119595e-15 1.116662e-15 1.114995e-15 1.113323e-15 1.112270e-15 1.111869e-15 1.111248e-15 1.111078e-15 
3.814697e+00 4.226692e-10 4.640349e-10 5.020439e-10 5.315093e-10 5.929410e-10 6.494884e-10 6.805058e-10 7.425343e-10 1.118787e-15 1.115954e-15 1.114356e-15 1.112706e-15 1.111767e-15 1.111456e-15 1.110835e-15 1.110732e-15 
4.053116e+00 4.223452e-10 4.637225e-10 5.017382e-10 5.311961e-10 5.926560e-10 6.492324e-10 6.802364e-10 7.422882e-10 1.117929e-15 1.115203e-15 1.113678e-15 1.112050e-15 1.111233e-15 1.111018e-15 1.110395e-15 1.110363e-15 
4.291534e+00 4.220024e-10 4.633919e-10 5.014147e-10 5.308644e-10 5.923541e-10 6.489613e-10 6.799511e-10 7.420273e-10 1.117022e-15 1.114408e-15 1.112960e-15 1.111356e-15 1.110667e-15 1.110554e-15 1.109929e-15 1.109973e-15 
4.529953e+00 4.216410e-10 4.630432e-10 5.010733e-10 5.305145e-10 5.920355e-10 6.486750e-10 6.796498e-10 7.417519e-10 1.116066e-15 1.113569e-15 1.112202e-15 1.110623e-15 1.110070e-15 1.110064e-15 1.109437e-15 1.109561e-15 
4.768372e+00 4.212613e-10 4.626766e-10 5.007144e-10 5.301465e-10 5.917003e-10 6.483736e-10 6.793327e-10 7.414620e-10 1.115060e-15 1.112688e-15 1.111405e-15 1.109853e-15 1.109441e-15 1.109549e-15 1.108920e-15 1.109127e-15 
5.006790e+00 4.208633e-10 4.622922e-10 5.003379e-10 5.297605e-10 5.913485e-10 6.480573e-10 6.789999e-10 7.411575e-10 1.114007e-15 1.111763e-15 1.110570e-15 1.109045e-15 1.108781e-15 1.109007e-15 1.108376e-15 1.108672e-15 
5.245209e+00 4.204472e-10 4.618901e-10 4.999440e-10 5.293566e-10 5.909803e-10 6.477260e-10 6.786514e-10 7.408386e-10 1.112905e-15 1.110796e-15 1.109695e-15 1.108199e-15 1.108091e-15 1.108441e-15 1.107807e-15 1.108195e-15 
5.483627e+00 4.200132e-10 4.614706e-10 4.995328e-10 5.289350e-10 5.905956e-10 6.473800e-10 6.782872e-10 7.405053e-10 1.111757e-15 1.109787e-15 1.108783e-15 1.107317e-15 1.107370e-15 1.107848e-15 1.107213e-15 1.107696e-15 
5.722046e+00 4.195615e-10 4.610338e-10 4.991046e-10 5.284958e-10 5.901948e-10 6.470191e-10 6.779075e-10 7.401577e-10 1.110561e-15 1.108737e-15 1.107832e-15 1.106397e-15 1.106618e-15 1.107231e-15 1.106593e-15 1.107176e-15 
5.960464e+00 4.190923e-10 4.605798e-10 4.986594e-10 5.280391e-10 5.897778e-10 6.466435e-10 6.775123e-10 7.397958e-10 1.109319e-15 1.107645e-15 1.106844e-15 1.105441e-15 1.105836e-15 1.106588e-15 1.105948e-15 1.106635e-15 
6.437302e+00 4.181022e-10 4.596210e-10 4.977186e-10 5.270738e-10 5.888957e-10 6.458487e-10 6.766759e-10 7.390295e-10 1.106698e-15 1.105339e-15 1.104756e-15 1.103420e-15 1.104182e-15 1.105228e-15 1.104583e-15 1.105489e-15 
6.675720e+00 4.175817e-10 4.591166e-10 4.972234e-10 5.265656e-10 5.884309e-10 6.454296e-10 6.762349e-10 7.386252e-10 1.105321e-15 1.104126e-15 1.103657e-15 1.102356e-15 1.103311e-15 1.104511e-15 1.103863e-15 1.104884e-15 
6.914139e+00 4.170446e-10 4.585957e-10 4.967119e-10 5.260406e-10 5.879504e-10 6.449961e-10 6.757787e-10 7.382070e-10 1.103899e-15 1.102873e-15 1.102521e-15 1.101257e-15 1.102410e-15 1.103769e-15 1.103118e-15 1.104258e-15 
7.152557e+00 4.164910e-10 4.580586e-10 4.961842e-10 5.254989e-10 5.874543e-10 6.445484e-10 6.753076e-10 7.377748e-10 1.102434e-15 1.101582e-15 1.101350e-15 1.100123e-15 1.101480e-15 1.103003e-15 1.102349e-15 1.103612e-15 
7.629395e+00 4.153355e-10 4.569363e-10 4.950809e-10 5.243660e-10 5.864159e-10 6.436105e-10 6.743206e-10 7.368690e-10 1.099375e-15 1.098883e-15 1.098901e-15 1.097752e-15 1.099533e-15 1.101398e-15 1.100738e-15 1.102257e-15 
7.867813e+00 4.147340e-10 4.563517e-10 4.945058e-10 5.237753e-10 5.858739e-10 6.431206e-10 6.738050e-10 7.363956e-10 1.097783e-15 1.097477e-15 1.097624e-15 1.096515e-15 1.098517e-15 1.100559e-15 1.099896e-15 1.101549e-15 
8.344650e+00 4.134849e-10 4.551362e-10 4.933093e-10 5.225460e-10 5.847449e-10 6.420992e-10 6.727302e-10 7.354080e-10 1.094477e-15 1.094554e-15 1.094969e-15 1.093941e-15 1.096400e-15 1.098811e-15 1.098142e-15 1.100072e-15 
8.821487e+00 4.121759e-10 4.538606e-10 4.920525e-10 5.212544e-10 5.835568e-10 6.410233e-10 6.715978e-10 7.343667e-10 1.091012e-15 1.091486e-15 1.092179e-15 1.091237e-15 1.094172e-15 1.096970e-15 1.096294e-15 1.098514e-15 
9.059906e+00 4.114995e-10 4.532009e-10 4.914020e-10 5.205856e-10 5.829410e-10 6.404651e-10 6.710104e-10 7.338262e-10 1.089221e-15 1.089900e-15 1.090735e-15 1.089837e-15 1.093017e-15 1.096015e-15 1.095335e-15 1.097705e-15 
9.536743e+00 4.101045e-10 4.518386e-10 4.900578e-10 5.192033e-10 5.816666e-10 6.393089e-10 6.697936e-10 7.327057e-10 1.085529e-15 1.086623e-15 1.087752e-15 1.086943e-15 1.090628e-15 1.094036e-15 1.093348e-15 1.096029e-15 
1.001358e+01 4.086549e-10 4.504208e-10 4.886574e-10 5.177625e-10 5.803362e-10 6.381004e-10 6.685216e-10 7.315334e-10 1.081692e-15 1.083214e-15 1.084643e-15 1.083927e-15 1.088133e-15 1.091968e-15 1.091272e-15 1.094276e-15 
1.049042e+01 4.071528e-10 4.489493e-10 4.872025e-10 5.162649e-10 5.789511e-10 6.368405e-10 6.671956e-10 7.303101e-10 1.077716e-15 1.079675e-15 1.081414e-15 1.080792e-15 1.085536e-15 1.089812e-15 1.089107e-15 1.092446e-15 
1.096725e+01 4.056004e-10 4.474261e-10 4.856947e-10 5.147123e-10 5.775125e-10 6.355303e-10 6.658165e-10 7.290366e-10 1.073607e-15 1.076012e-15 1.078067e-15 1.077542e-15 1.082839e-15 1.087570e-15 1.086856e-15 1.090541e-15 
1.144409e+01 4.039999e-10 4.458532e-10 4.841359e-10 5.131064e-10 5.760219e-10 6.341707e-10 6.643854e-10 7.277136e-10 1.069370e-15 1.072229e-15 1.074607e-15 1.074180e-15 1.080044e-15 1.085244e-15 1.084520e-15 1.088562e-15 
1.192093e+01 4.023537e-10 4.442324e-10 4.825279e-10 5.114489e-10 5.744806e-10 6.327629e-10 6.629035e-10 7.263422e-10 1.065013e-15 1.068331e-15 1.071038e-15 1.070710e-15 1.077154e-15 1.082834e-15 1.082101e-15 1.086510e-15 
1.263618e+01 3.998035e-10 4.417160e-10 4.800274e-10 5.088700e-10 5.720767e-10 6.305631e-10 6.605877e-10 7.241961e-10 1.058262e-15 1.062280e-15 1.065488e-15 1.065311e-15 1.072647e-15 1.079070e-15 1.078321e-15 1.083300e-15 
1.311302e+01 3.980526e-10 4.399844e-10 4.783042e-10 5.070916e-10 5.704149e-10 6.290394e-10 6.589836e-10 7.227074e-10 1.053628e-15 1.058115e-15 1.061663e-15 1.061588e-15 1.069531e-15 1.076462e-15 1.075702e-15 1.081073e-15 
1.382828e+01 3.953560e-10 4.373112e-10 4.756396e-10 5.043398e-10 5.678369e-10 6.266709e-10 6.564901e-10 7.203897e-10 1.046490e-15 1.051687e-15 1.055748e-15 1.055827e-15 1.064697e-15 1.072409e-15 1.071632e-15 1.077606e-15 
1.430511e+01 3.935146e-10 4.354815e-10 4.738128e-10 5.024519e-10 5.660636e-10 6.250384e-10 6.547712e-10 7.187895e-10 1.041616e-15 1.047286e-15 1.051693e-15 1.051875e-15 1.061372e-15 1.069616e-15 1.068826e-15 1.075213e-15 
1.502037e+01 3.906925e-10 4.326703e-10 4.710014e-10 4.995444e-10 5.633254e-10 6.225122e-10 6.521112e-10 7.163093e-10 1.034146e-15 1.040526e-15 1.045453e-15 1.045788e-15 1.056238e-15 1.065293e-15 1.064484e-15 1.071502e-15 
1.573563e+01 3.878048e-10 4.297852e-10 4.681102e-10 4.965519e-10 5.604978e-10 6.198966e-10 6.493570e-10 7.137360e-10 1.026503e-15 1.033587e-15 1.039036e-15 1.039523e-15 1.050936e-15 1.060817e-15 1.059988e-15 1.067653e-15 
1.645088e+01 3.848588e-10 4.268329e-10 4.651454e-10 4.934804e-10 5.575858e-10 6.171957e-10 6.465126e-10 7.110731e-10 1.018705e-15 1.026487e-15 1.032455e-15 1.033093e-15 1.045476e-15 1.056195e-15 1.055345e-15 1.063670e-15 
1.716614e+01 3.818614e-10 4.238197e-10 4.621131e-10 4.903362e-10 5.545944e-10 6.144135e-10 6.435825e-10 7.083241e-10 1.010770e-15 1.019241e-15 1.025724e-15 1.026511e-15 1.039867e-15 1.051433e-15 1.050562e-15 1.059558e-15 
1.811981e+01 3.777963e-10 4.197184e-10 4.579753e-10 4.860410e-10 5.504913e-10 6.105846e-10 6.395495e-10 7.045309e-10 1.000010e-15 1.009378e-15 1.016540e-15 1.017519e-15 1.032174e-15 1.044881e-15 1.043979e-15 1.053884e-15 
1.883507e+01 3.747045e-10 4.165874e-10 4.548084e-10 4.827500e-10 5.473344e-10 6.076287e-10 6.364359e-10 7.015947e-10 9.918265e-16 1.001848e-15 1.009511e-15 1.010629e-15 1.026255e-15 1.039823e-15 1.038896e-15 1.049491e-15 
1.978874e+01 3.705363e-10 4.123507e-10 4.505120e-10 4.782804e-10 5.430284e-10 6.035830e-10 6.321737e-10 6.975648e-10 9.807936e-16 9.916593e-16 9.999741e-16 1.001272e-15 1.018181e-15 1.032899e-15 1.031939e-15 1.043463e-15 
2.074242e+01 3.663283e-10 4.080552e-10 4.461429e-10 4.737293e-10 5.386224e-10 5.994266e-10 6.277945e-10 6.934112e-10 9.696553e-16 9.813291e-16 9.902764e-16 9.917445e-16 1.009920e-15 1.025787e-15 1.024790e-15 1.037250e-15 
2.169609e+01 3.620933e-10 4.037136e-10 4.417136e-10 4.691095e-10 5.341275e-10 5.951690e-10 6.233081e-10 6.891424e-10 9.584454e-16 9.708879e-16 9.804450e-16 9.820729e-16 1.001492e-15 1.018501e-15 1.017467e-15 1.030864e-15 
2.264977e+01 3.578431e-10 3.993376e-10 4.372359e-10 4.644329e-10 5.295546e-10 5.908195e-10 6.187242e-10 6.847668e-10 9.471952e-16 9.603641e-16 9.705059e-16 9.722826e-16 9.929175e-16 1.011058e-15 1.009984e-15 1.024319e-15 
2.384186e+01 3.525254e-10 3.938361e-10 4.315874e-10 4.585249e-10 5.237444e-10 5.852672e-10 6.128717e-10 6.791595e-10 9.331194e-16 9.471337e-16 9.579682e-16 9.599142e-16 9.820235e-16 1.001556e-15 1.000431e-15 1.015931e-15 
2.479553e+01 3.482792e-10 3.894222e-10 4.270401e-10 4.537615e-10 5.190333e-10 5.807437e-10 6.081030e-10 6.745734e-10 9.218800e-16 9.365187e-16 9.478750e-16 9.499423e-16 9.731901e-16 9.938151e-16 9.926468e-16 1.009071e-15 
2.598763e+01 3.429960e-10 3.839042e-10 4.213363e-10 4.477777e-10 5.130813e-10 5.750013e-10 6.020484e-10 6.687285e-10 9.078956e-16 9.232485e-16 9.352146e-16 9.374153e-16 9.620301e-16 9.839882e-16 9.827634e-16 1.000328e-15 
2.717972e+01 3.377542e-10 3.784009e-10 4.156265e-10 4.417777e-10 5.070754e-10 5.691760e-10 5.959052e-10 6.627727e-10 8.940207e-16 9.100136e-16 9.225409e-16 9.248543e-16 9.507689e-16 9.740194e-16 9.727354e-16 9.914190e-16 
2.861023e+01 3.315372e-10 3.718369e-10 4.087888e-10 4.345794e-10 4.998200e-10 5.620974e-10 5.884388e-10 6.555001e-10 8.775647e-16 8.942279e-16 9.073637e-16 9.097847e-16 9.371651e-16 9.619059e-16 9.605475e-16 9.805400e-16 
2.980232e+01 3.264306e-10 3.664154e-10 4.031187e-10 4.285994e-10 4.937514e-10 5.561419e-10 5.821558e-10 6.493510e-10 8.640477e-16 8.811897e-16 8.947782e-16 8.972657e-16 9.257864e-16 9.517144e-16 9.502913e-16 9.713419e-16 
3.123283e+01 3.204057e-10 3.599842e-10 3.963666e-10 4.214654e-10 4.864627e-10 5.489473e-10 5.745638e-10 6.418858e-10 8.481000e-16 8.657236e-16 8.797908e-16 8.823308e-16 9.121200e-16 9.394025e-16 9.378985e-16 9.601749e-16 
3.266335e+01 3.145056e-10 3.536500e-10 3.896884e-10 4.143958e-10 4.791872e-10 5.417206e-10 5.669363e-10 6.343467e-10 8.324827e-16 8.504903e-16 8.649676e-16 8.675308e-16 8.984785e-16 9.270356e-16 9.254475e-16 9.488975e-16 
3.433228e+01 3.077936e-10 3.464003e-10 3.820113e-10 4.062522e-10 4.707417e-10 5.332751e-10 5.580199e-10 6.254849e-10 8.147162e-16 8.330555e-16 8.479274e-16 8.504821e-16 8.826431e-16 9.125830e-16 9.108928e-16 9.356414e-16 
3.600121e+01 3.012777e-10 3.393178e-10 3.744768e-10 3.982421e-10 4.623673e-10 5.248411e-10 5.491130e-10 6.165800e-10 7.974689e-16 8.160229e-16 8.312035e-16 8.337133e-16 8.669411e-16 8.981500e-16 8.963535e-16 9.223209e-16 
3.767014e+01 2.949662e-10 3.324155e-10 3.671013e-10 3.903842e-10 4.540872e-10 5.164437e-10 5.402422e-10 6.076593e-10 7.807627e-16 7.994237e-16 8.148324e-16 8.172629e-16 8.514158e-16 8.837796e-16 8.818730e-16 9.089766e-16 
3.933907e+01 2.888641e-10 3.257029e-10 3.598974e-10 3.826931e-10 4.459207e-10 5.081050e-10 5.314308e-10 5.987473e-10 7.646107e-16 7.832806e-16 7.988425e-16 8.011617e-16 8.361037e-16 8.695099e-16 8.674896e-16 8.956455e-16 
4.124641e+01 2.821496e-10 3.182717e-10 3.518869e-10 3.741219e-10 4.367476e-10 4.986718e-10 5.214595e-10 5.886012e-10 7.468377e-16 7.654093e-16 7.810620e-16 7.832179e-16 8.189040e-16 8.533670e-16 8.512128e-16 8.804683e-16 
4.315376e+01 2.757114e-10 3.111020e-10 3.441230e-10 3.657954e-10 4.277637e-10 4.893653e-10 5.116186e-10 5.785245e-10 7.297961e-16 7.481670e-16 7.638289e-16 7.657867e-16 8.020592e-16 8.374409e-16 8.351488e-16 8.653950e-16 
4.529953e+01 2.687949e-10 3.033510e-10 3.356906e-10 3.567306e-10 4.179020e-10 4.790722e-10 5.007303e-10 5.673029e-10 7.114885e-16 7.295268e-16 7.451120e-16 7.468097e-16 7.835683e-16 8.198266e-16 8.173751e-16 8.486090e-16 
4.720688e+01 2.629311e-10 2.967401e-10 3.284664e-10 3.489467e-10 4.093662e-10 4.700984e-10 4.912338e-10 5.574538e-10 6.959673e-16 7.136281e-16 7.290770e-16 7.305141e-16 7.675636e-16 8.044699e-16 8.018733e-16 8.338761e-16 
4.959106e+01 2.559663e-10 2.888399e-10 3.197948e-10 3.395809e-10 3.990132e-10 4.591340e-10 4.796259e-10 5.453373e-10 6.775316e-16 6.946291e-16 7.098290e-16 7.109069e-16 7.481519e-16 7.857068e-16 7.829250e-16 8.157514e-16 
5.197525e+01 2.493914e-10 2.813341e-10 3.115167e-10 3.306172e-10 3.890206e-10 4.484685e-10 4.683288e-10 5.334640e-10 6.601282e-16 6.765783e-16 6.914548e-16 6.921417e-16 7.294156e-16 7.674551e-16 7.644841e-16 7.979905e-16 
5.435944e+01 2.431884e-10 2.742094e-10 3.036236e-10 3.220491e-10 3.793920e-10 4.381150e-10 4.573570e-10 5.218562e-10 6.437092e-16 6.594443e-16 6.739350e-16 6.742045e-16 7.113620e-16 7.497374e-16 7.465741e-16 7.806268e-16 
5.698204e+01 2.367720e-10 2.667947e-10 2.953723e-10 3.130694e-10 3.692201e-10 4.270964e-10 4.456742e-10 5.094145e-10 6.267253e-16 6.416127e-16 6.556199e-16 6.554055e-16 6.922896e-16 7.308815e-16 7.275034e-16 7.620156e-16 
5.960464e+01 2.307570e-10 2.598016e-10 2.875553e-10 3.045404e-10 3.594823e-10 4.164706e-10 4.344015e-10 4.973303e-10 6.108038e-16 6.247951e-16 6.382690e-16 6.375502e-16 6.740311e-16 7.126977e-16 7.091023e-16 7.439393e-16 
6.246567e+01 2.246230e-10 2.526274e-10 2.795003e-10 2.957286e-10 3.493432e-10 4.053270e-10 4.225726e-10 4.845668e-10 5.945674e-16 6.075419e-16 6.203898e-16 6.191030e-16 6.550203e-16 6.936280e-16 6.897932e-16 7.248469e-16 
6.532669e+01 2.189044e-10 2.458992e-10 2.719129e-10 2.874064e-10 3.396940e-10 3.946465e-10 4.112280e-10 4.722470e-10 5.794306e-16 5.913611e-16 6.035485e-16 6.016806e-16 6.369279e-16 6.753506e-16 6.712746e-16 7.064181e-16 
6.842613e+01 2.131426e-10 2.390802e-10 2.641900e-10 2.789128e-10 3.297722e-10 3.835882e-10 3.994742e-10 4.594019e-10 5.641793e-16 5.749623e-16 5.864065e-16 5.838993e-16 6.183245e-16 6.564267e-16 6.520881e-16 6.872036e-16 
7.176399e+01 2.074008e-10 2.322441e-10 2.564134e-10 2.703360e-10 3.196769e-10 3.722577e-10 3.874222e-10 4.461465e-10 5.489809e-16 5.585222e-16 5.691453e-16 5.659439e-16 5.993958e-16 6.370371e-16 6.324148e-16 6.673752e-16 
7.486343e+01 2.024631e-10 2.263318e-10 2.496596e-10 2.628666e-10 3.108223e-10 3.622544e-10 3.767739e-10 4.343642e-10 5.359110e-16 5.443038e-16 5.541541e-16 5.503069e-16 5.827933e-16 6.199187e-16 6.150329e-16 6.497504e-16 
7.867813e+01 1.968597e-10 2.195836e-10 2.419180e-10 2.542804e-10 3.005704e-10 3.505968e-10 3.643543e-10 4.205391e-10 5.210790e-16 5.280751e-16 5.369707e-16 5.323317e-16 5.635710e-16 5.999693e-16 5.947597e-16 6.290699e-16 
8.225441e+01 1.920373e-10 2.137420e-10 2.351874e-10 2.467930e-10 2.915658e-10 3.402906e-10 3.533645e-10 4.082315e-10 5.083145e-16 5.140266e-16 5.220313e-16 5.166571e-16 5.466874e-16 5.823324e-16 5.768202e-16 6.106595e-16 
8.630753e+01 1.870256e-10 2.076362e-10 2.281229e-10 2.389104e-10 2.820197e-10 3.292959e-10 3.416295e-10 3.950134e-10 4.950487e-16 4.993427e-16 5.063505e-16 5.001550e-16 5.287883e-16 5.635175e-16 5.576644e-16 5.908870e-16 
9.036064e+01 1.824469e-10 2.020258e-10 2.216039e-10 2.316140e-10 2.731215e-10 3.189841e-10 3.306119e-10 3.825323e-10 4.829291e-16 4.858504e-16 4.918807e-16 4.848800e-16 5.121042e-16 5.458711e-16 5.396796e-16 5.722169e-16 
9.441376e+01 1.782560e-10 1.968627e-10 2.155804e-10 2.248516e-10 2.648204e-10 3.093086e-10 3.202633e-10 3.707466e-10 4.718360e-16 4.734337e-16 4.785108e-16 4.707231e-16 4.965395e-16 5.293136e-16 5.227870e-16 5.545871e-16 
9.894371e+01 1.739819e-10 1.915685e-10 2.093790e-10 2.178677e-10 2.561910e-10 2.991934e-10 3.094322e-10 3.583467e-10 4.605226e-16 4.607018e-16 4.647459e-16 4.561023e-16 4.803595e-16 5.120037e-16 5.051067e-16 5.360386e-16 
1.037121e+02 1.698984e-10 1.864824e-10 2.033965e-10 2.111080e-10 2.477827e-10 2.892807e-10 2.988046e-10 3.461157e-10 4.497136e-16 4.484701e-16 4.514669e-16 4.419510e-16 4.645939e-16 4.950403e-16 4.877586e-16 5.177426e-16 
1.084805e+02 1.661921e-10 1.818414e-10 1.979156e-10 2.048946e-10 2.400038e-10 2.800597e-10 2.889057e-10 3.346658e-10 4.399032e-16 4.373092e-16 4.393012e-16 4.289435e-16 4.500083e-16 4.792605e-16 4.715998e-16 5.006151e-16 
1.137257e+02 1.624994e-10 1.771934e-10 1.924042e-10 1.986258e-10 2.321049e-10 2.706462e-10 2.787860e-10 3.229033e-10 4.301290e-16 4.261311e-16 4.270680e-16 4.158199e-16 4.351978e-16 4.631514e-16 4.550809e-16 4.830199e-16 
1.189709e+02 1.591614e-10 1.729701e-10 1.873766e-10 1.928878e-10 2.248285e-10 2.619290e-10 2.694010e-10 3.119423e-10 4.212933e-16 4.159744e-16 4.159085e-16 4.038075e-16 4.215546e-16 4.482338e-16 4.397611e-16 4.666237e-16 
