freq         Pxx_raw      Pxx_cm       Pxx_nocm     Pxx_nocm_np  
5.890625e-01 4.878021e-09 4.283909e-09 1.728712e-09 1.721470e-09 
5.921875e-01 4.538920e-09 2.058610e-09 1.588511e-09 1.577748e-09 
5.937500e-01 4.751483e-09 2.605303e-09 1.438881e-09 1.421824e-09 
5.968750e-01 1.633296e-09 1.169033e-09 1.403032e-09 1.392266e-09 
6.000000e-01 4.430982e-09 3.994612e-09 1.967347e-09 1.979253e-09 
6.031250e-01 4.079854e-09 3.936664e-09 2.256893e-09 2.272188e-09 
6.046875e-01 5.530142e-09 4.066831e-09 2.375144e-09 2.374084e-09 
6.078125e-01 5.042919e-09 1.501809e-09 2.406665e-09 2.407476e-09 
6.109375e-01 6.104773e-09 3.645626e-09 2.286006e-09 2.271877e-09 
6.140625e-01 5.006557e-09 3.401896e-09 2.459274e-09 2.464350e-09 
6.171875e-01 5.465745e-09 1.317307e-09 2.477947e-09 2.474557e-09 
6.187500e-01 4.798362e-09 3.849938e-09 2.493284e-09 2.503771e-09 
6.218750e-01 4.872121e-09 3.806674e-09 2.625013e-09 2.631354e-09 
6.250000e-01 6.236885e-09 3.624800e-09 2.609298e-09 2.593346e-09 
6.281250e-01 4.771315e-09 1.168155e-09 2.556355e-09 2.553941e-09 
6.312500e-01 4.891735e-09 3.374441e-09 2.518985e-09 2.520601e-09 
6.343750e-01 4.628796e-09 3.690267e-09 2.521958e-09 2.526209e-09 
6.375000e-01 5.606996e-09 3.306418e-09 2.354695e-09 2.340540e-09 
6.390625e-01 4.926432e-09 3.595120e-09 2.156730e-09 2.154288e-09 
6.421875e-01 5.417439e-09 3.078578e-09 2.165170e-09 2.151025e-09 
6.453125e-01 3.276875e-09 2.787661e-09 1.462054e-09 1.475340e-09 
6.484375e-01 3.620017e-09 1.373272e-09 1.443109e-09 1.444747e-09 
6.515625e-01 3.130669e-09 1.282966e-09 1.817854e-09 1.823727e-09 
6.546875e-01 4.338582e-09 2.851343e-09 1.716836e-09 1.714283e-09 
6.578125e-01 3.840669e-09 2.661805e-09 2.149596e-09 2.151656e-09 
6.609375e-01 5.401728e-09 2.134322e-09 2.341165e-09 2.322841e-09 
6.640625e-01 5.358453e-09 1.611805e-09 2.962183e-09 2.947483e-09 
6.671875e-01 5.498894e-09 2.189525e-09 3.148288e-09 3.137425e-09 
6.703125e-01 4.361637e-09 1.747353e-09 2.660509e-09 2.665744e-09 
6.734375e-01 3.816226e-09 2.272050e-09 2.751872e-09 2.764609e-09 
6.765625e-01 3.568548e-09 1.967889e-09 1.880901e-09 1.889365e-09 
6.796875e-01 4.036909e-09 1.976754e-09 1.797630e-09 1.799589e-09 
6.828125e-01 3.859906e-09 2.423042e-09 1.686803e-09 1.688038e-09 
6.859375e-01 4.039149e-09 1.241554e-09 1.788756e-09 1.784991e-09 
6.890625e-01 2.768903e-09 7.928093e-10 2.456078e-09 2.475281e-09 
6.921875e-01 3.738237e-09 9.622827e-10 2.662247e-09 2.665082e-09 
6.953125e-01 4.930152e-09 8.205295e-10 2.688243e-09 2.682506e-09 
6.984375e-01 5.441065e-09 1.101799e-09 2.628474e-09 2.611311e-09 
7.015625e-01 5.173437e-09 1.086585e-09 2.396876e-09 2.381619e-09 
7.046875e-01 4.315358e-09 7.041664e-10 2.135352e-09 2.130369e-09 
7.078125e-01 5.155345e-09 1.514274e-09 2.345671e-09 2.331195e-09 
7.109375e-01 3.915135e-09 1.440005e-09 1.889593e-09 1.892768e-09 
7.140625e-01 3.977788e-09 1.322437e-09 2.105783e-09 2.107519e-09 
7.171875e-01 3.246538e-09 1.167538e-09 1.957800e-09 1.971672e-09 
7.203125e-01 4.052398e-09 1.224933e-09 2.071493e-09 2.060904e-09 
7.250000e-01 2.879971e-09 1.371067e-09 1.892165e-09 1.892228e-09 
7.281250e-01 1.663089e-09 1.808016e-09 1.886503e-09 1.892002e-09 
7.312500e-01 2.905842e-09 1.247433e-09 1.695231e-09 1.698554e-09 
7.343750e-01 3.113762e-09 1.541784e-09 1.776708e-09 1.778151e-09 
7.375000e-01 4.053756e-09 1.056926e-09 2.158697e-09 2.158531e-09 
7.406250e-01 3.121235e-09 1.146775e-09 2.361561e-09 2.375073e-09 
7.453125e-01 2.653310e-09 1.009095e-09 2.637331e-09 2.651586e-09 
7.484375e-01 4.197307e-09 1.368902e-09 2.558211e-09 2.557049e-09 
7.515625e-01 5.018949e-09 2.227265e-09 2.441883e-09 2.434416e-09 
7.546875e-01 4.549687e-09 1.459495e-09 2.651128e-09 2.646574e-09 
7.578125e-01 4.981145e-09 1.380534e-09 2.696616e-09 2.680435e-09 
7.625000e-01 4.664014e-09 1.164587e-09 2.685980e-09 2.672564e-09 
7.656250e-01 3.416232e-09 7.835845e-10 2.817357e-09 2.831930e-09 
7.687500e-01 3.151096e-09 1.228797e-09 2.910038e-09 2.930985e-09 
7.718750e-01 3.525761e-09 1.264124e-09 2.665299e-09 2.673963e-09 
7.765625e-01 3.923879e-09 1.189348e-09 2.161561e-09 2.156881e-09 
7.796875e-01 3.573413e-09 1.072367e-09 2.025963e-09 2.022484e-09 
7.828125e-01 3.872247e-09 1.167023e-09 2.204464e-09 2.205359e-09 
7.875000e-01 3.821647e-09 7.433603e-10 2.264862e-09 2.266563e-09 
7.906250e-01 3.540906e-09 1.296265e-09 2.310686e-09 2.316934e-09 
7.937500e-01 3.946173e-09 1.539353e-09 2.092757e-09 2.098184e-09 
7.984375e-01 3.936825e-09 1.242003e-09 2.049145e-09 2.047153e-09 
8.015625e-01 3.540973e-09 1.256509e-09 1.734676e-09 1.727361e-09 
8.046875e-01 3.498593e-09 1.011057e-09 2.429974e-09 2.428465e-09 
8.093750e-01 2.887305e-09 1.423763e-09 2.361912e-09 2.363631e-09 
8.125000e-01 2.960777e-09 9.429668e-10 2.757256e-09 2.764059e-09 
8.156250e-01 2.439987e-09 1.046078e-09 2.285600e-09 2.289293e-09 
8.203125e-01 3.791838e-09 1.316485e-09 2.206250e-09 2.205865e-09 
8.234375e-01 4.269792e-09 1.327548e-09 2.681466e-09 2.677336e-09 
8.281250e-01 2.732994e-09 6.392821e-10 2.241227e-09 2.248117e-09 
8.312500e-01 3.926240e-09 1.153705e-09 2.565235e-09 2.556067e-09 
8.359375e-01 3.775047e-09 1.450664e-09 2.588197e-09 2.594216e-09 
8.390625e-01 3.649064e-09 1.067325e-09 2.822849e-09 2.829067e-09 
8.437500e-01 3.927230e-09 8.279710e-10 3.048430e-09 3.054515e-09 
8.468750e-01 4.006713e-09 6.341373e-10 2.487971e-09 2.480771e-09 
8.515625e-01 4.848531e-09 9.686191e-10 2.364461e-09 2.351703e-09 
8.546875e-01 2.843922e-09 1.295932e-09 1.820719e-09 1.829082e-09 
8.593750e-01 2.454582e-09 9.896075e-10 2.313583e-09 2.326036e-09 
8.625000e-01 3.960466e-09 1.303458e-09 2.544143e-09 2.542959e-09 
8.671875e-01 3.506893e-09 8.027599e-10 2.404891e-09 2.398894e-09 
8.703125e-01 2.472167e-09 1.343583e-09 2.219995e-09 2.220328e-09 
8.750000e-01 2.998848e-09 1.496552e-09 2.149692e-09 2.143886e-09 
8.781250e-01 3.122168e-09 1.445699e-09 1.987290e-09 1.982570e-09 
8.828125e-01 3.731593e-09 9.359030e-10 2.461278e-09 2.456536e-09 
8.875000e-01 2.639067e-09 7.672848e-10 2.171589e-09 2.171155e-09 
8.906250e-01 2.636667e-09 7.414429e-10 1.999693e-09 1.997997e-09 
8.953125e-01 2.759413e-09 8.928142e-10 1.965307e-09 1.965800e-09 
8.984375e-01 2.655219e-09 1.196713e-09 2.352747e-09 2.361416e-09 
9.031250e-01 2.567660e-09 7.488640e-10 2.066942e-09 2.079699e-09 
9.078125e-01 3.920366e-09 1.544507e-09 2.146765e-09 2.145528e-09 
9.109375e-01 4.126476e-09 1.430596e-09 2.394530e-09 2.391786e-09 
9.156250e-01 3.317406e-09 1.004218e-09 2.327086e-09 2.324942e-09 
9.203125e-01 3.238748e-09 1.069933e-09 2.721853e-09 2.704577e-09 
9.250000e-01 4.106997e-09 1.140034e-09 2.838825e-09 2.838221e-09 
9.281250e-01 3.893595e-09 1.312019e-09 2.935516e-09 2.935202e-09 
9.328125e-01 2.886388e-09 1.007477e-09 2.738724e-09 2.744327e-09 
9.375000e-01 3.058637e-09 6.387698e-10 2.603312e-09 2.610449e-09 
9.421875e-01 3.166625e-09 7.760784e-10 2.688324e-09 2.697877e-09 
9.453125e-01 3.300623e-09 4.293961e-10 2.488007e-09 2.489370e-09 
9.500000e-01 3.828293e-09 5.634581e-10 2.771204e-09 2.766430e-09 
9.546875e-01 3.962873e-09 1.123667e-09 2.661808e-09 2.660569e-09 
9.593750e-01 2.749178e-09 8.964748e-10 1.984597e-09 1.988933e-09 
9.640625e-01 2.758134e-09 5.387543e-10 2.076273e-09 2.070081e-09 
9.671875e-01 4.234173e-09 9.645529e-10 3.572370e-09 3.573477e-09 
9.718750e-01 4.950832e-09 8.048881e-10 3.796227e-09 3.791883e-09 
9.765625e-01 4.192196e-09 8.973371e-10 3.050083e-09 3.044935e-09 
9.812500e-01 3.345210e-09 5.791983e-10 3.043216e-09 3.039152e-09 
9.859375e-01 4.116345e-09 7.533833e-10 3.440681e-09 3.441570e-09 
9.906250e-01 3.642990e-09 6.645626e-10 3.030740e-09 3.030318e-09 
9.953125e-01 3.448991e-09 5.673370e-10 2.787555e-09 2.780480e-09 
1.000000e+00 3.849138e-09 5.161626e-10 3.034288e-09 3.036965e-09 
1.004688e+00 3.647238e-09 4.530185e-10 2.943660e-09 2.944753e-09 
1.009375e+00 3.543820e-09 9.528105e-10 2.702223e-09 2.700571e-09 
1.014063e+00 3.028528e-09 1.199958e-09 2.791619e-09 2.795990e-09 
1.018750e+00 2.484057e-09 1.095636e-09 2.332956e-09 2.332341e-09 
1.023438e+00 2.310796e-09 7.067131e-10 1.907481e-09 1.896937e-09 
1.028125e+00 2.782865e-09 5.823236e-10 2.108429e-09 2.103813e-09 
1.032813e+00 2.583142e-09 9.089264e-10 2.154884e-09 2.162181e-09 
1.037500e+00 2.383645e-09 8.605718e-10 1.903926e-09 1.907843e-09 
1.042188e+00 2.596565e-09 8.378160e-10 2.265428e-09 2.262105e-09 
1.046875e+00 2.614726e-09 1.054399e-09 2.135154e-09 2.140748e-09 
1.051563e+00 3.133490e-09 7.602245e-10 2.598261e-09 2.603912e-09 
1.056250e+00 3.816016e-09 1.240658e-09 2.773844e-09 2.771238e-09 
1.060938e+00 3.736517e-09 7.276329e-10 3.088920e-09 3.089660e-09 
1.065625e+00 3.464026e-09 4.461944e-10 2.914919e-09 2.916978e-09 
1.070313e+00 3.235018e-09 7.686367e-10 2.304884e-09 2.300488e-09 
1.076563e+00 3.283113e-09 9.465571e-10 2.605192e-09 2.598682e-09 
1.081250e+00 3.502930e-09 6.029431e-10 2.799782e-09 2.795202e-09 
1.085938e+00 2.787039e-09 7.056142e-10 2.681308e-09 2.686710e-09 
1.090625e+00 3.827837e-09 6.485316e-10 2.797444e-09 2.797396e-09 
1.095313e+00 3.551707e-09 8.220768e-10 2.845483e-09 2.848278e-09 
1.101563e+00 2.827370e-09 5.995508e-10 2.279736e-09 2.273375e-09 
1.106250e+00 2.086306e-09 5.513355e-10 1.966613e-09 1.955209e-09 
1.110938e+00 2.860381e-09 6.216299e-10 2.159853e-09 2.156182e-09 
1.115625e+00 2.898784e-09 8.713513e-10 2.403666e-09 2.408124e-09 
1.121875e+00 2.602570e-09 7.479051e-10 2.283557e-09 2.287883e-09 
1.126563e+00 2.868186e-09 5.620072e-10 2.206940e-09 2.200716e-09 
1.131250e+00 2.930861e-09 1.102819e-09 2.078757e-09 2.082084e-09 
1.137500e+00 2.103931e-09 6.016454e-10 1.888126e-09 1.890784e-09 
1.142188e+00 2.314379e-09 8.432666e-10 1.962601e-09 1.958400e-09 
1.146875e+00 2.238980e-09 4.990246e-10 1.920247e-09 1.920134e-09 
1.153125e+00 2.908821e-09 6.670005e-10 2.118663e-09 2.119251e-09 
1.157813e+00 3.348827e-09 6.635502e-10 2.421263e-09 2.417700e-09 
1.164063e+00 2.972418e-09 8.670567e-10 2.163158e-09 2.162163e-09 
1.168750e+00 2.821887e-09 6.255991e-10 2.238109e-09 2.237571e-09 
1.173438e+00 3.352245e-09 9.307170e-10 2.320806e-09 2.316794e-09 
1.179688e+00 2.510971e-09 6.160599e-10 1.839875e-09 1.840712e-09 
1.184375e+00 3.121259e-09 5.981320e-10 2.340944e-09 2.336880e-09 
1.190625e+00 2.596452e-09 7.989802e-10 1.872507e-09 1.871716e-09 
1.195313e+00 2.123924e-09 5.038531e-10 1.982580e-09 1.983862e-09 
1.201563e+00 3.463160e-09 8.632689e-10 2.918766e-09 2.921049e-09 
1.207813e+00 3.291282e-09 7.158211e-10 3.135030e-09 3.135676e-09 
1.212500e+00 3.990235e-09 6.625446e-10 3.172223e-09 3.166143e-09 
1.218750e+00 3.502841e-09 7.186705e-10 2.993148e-09 2.987813e-09 
1.223438e+00 3.522364e-09 4.400194e-10 2.986662e-09 2.977726e-09 
1.229688e+00 2.862744e-09 8.532458e-10 2.355162e-09 2.358386e-09 
1.235938e+00 3.643169e-09 1.116451e-09 2.700696e-09 2.697124e-09 
1.240625e+00 3.307597e-09 5.772626e-10 2.452982e-09 2.451721e-09 
1.246875e+00 2.349568e-09 5.215876e-10 2.161920e-09 2.164724e-09 
1.253125e+00 2.530708e-09 6.847046e-10 2.136588e-09 2.134651e-09 
1.257813e+00 2.751589e-09 6.285639e-10 2.309535e-09 2.309306e-09 
1.264063e+00 3.365443e-09 6.100996e-10 2.735431e-09 2.731166e-09 
1.270313e+00 2.493369e-09 7.266950e-10 2.675647e-09 2.674158e-09 
1.275000e+00 2.559671e-09 6.729962e-10 2.391592e-09 2.390472e-09 
1.281250e+00 1.853144e-09 6.100363e-10 2.381693e-09 2.386367e-09 
1.287500e+00 2.355768e-09 6.457891e-10 2.321596e-09 2.326171e-09 
1.293750e+00 3.028380e-09 6.354776e-10 2.390831e-09 2.384726e-09 
1.300000e+00 2.410788e-09 5.800638e-10 2.212081e-09 2.212232e-09 
1.304688e+00 2.661904e-09 4.490517e-10 2.428475e-09 2.433091e-09 
1.310938e+00 2.493263e-09 7.572472e-10 2.384222e-09 2.389141e-09 
1.317188e+00 3.606208e-09 9.478728e-10 2.570692e-09 2.563681e-09 
1.323438e+00 2.298045e-09 8.084292e-10 1.660384e-09 1.661392e-09 
1.329688e+00 2.131307e-09 3.333542e-10 1.790271e-09 1.794345e-09 
1.335938e+00 2.303661e-09 6.345681e-10 2.079400e-09 2.081622e-09 
1.342188e+00 2.004443e-09 5.934385e-10 1.825911e-09 1.823348e-09 
1.348438e+00 2.799413e-09 5.783529e-10 2.397289e-09 2.401856e-09 
1.354688e+00 2.978944e-09 6.443826e-10 2.049029e-09 2.042514e-09 
1.360938e+00 3.386637e-09 6.878785e-10 2.881612e-09 2.881478e-09 
1.367188e+00 4.234334e-09 5.192851e-10 3.437123e-09 3.425932e-09 
1.373438e+00 2.523916e-09 5.949515e-10 2.438170e-09 2.438246e-09 
1.379688e+00 2.608001e-09 4.410902e-10 2.649755e-09 2.653091e-09 
1.385938e+00 2.051930e-09 8.718571e-10 2.099680e-09 2.098595e-09 
1.392188e+00 3.174839e-09 6.933873e-10 2.812439e-09 2.805735e-09 
1.398438e+00 1.663230e-09 6.540886e-10 1.875764e-09 1.881399e-09 
1.404688e+00 1.798644e-09 1.370763e-09 2.174943e-09 2.173380e-09 
1.410938e+00 2.178914e-08 2.003258e-08 2.675784e-09 2.670749e-09 
1.418750e+00 2.198552e-09 8.211116e-10 1.628683e-09 1.629754e-09 
1.425000e+00 2.186152e-09 7.735486e-10 1.816769e-09 1.813862e-09 
1.431250e+00 1.702144e-09 6.274050e-10 1.682998e-09 1.688199e-09 
1.437500e+00 2.629011e-09 7.530014e-10 2.011304e-09 2.004833e-09 
1.443750e+00 2.564694e-09 4.009141e-10 2.572633e-09 2.575098e-09 
1.451563e+00 1.530400e-09 4.558648e-10 2.063392e-09 2.064799e-09 
1.457813e+00 2.211918e-09 5.595730e-10 1.945254e-09 1.944382e-09 
1.464063e+00 1.965851e-09 9.093673e-10 2.149618e-09 2.143426e-09 
1.471875e+00 1.593414e-09 6.990790e-10 2.390775e-09 2.377298e-09 
1.478125e+00 2.536598e-09 4.815357e-10 2.394191e-09 2.390791e-09 
1.484375e+00 2.750904e-09 5.750289e-10 2.562132e-09 2.558360e-09 
1.492188e+00 2.019257e-09 6.881480e-10 1.786279e-09 1.787367e-09 
1.498438e+00 2.860588e-09 5.822847e-10 2.672037e-09 2.672341e-09 
1.506250e+00 3.016269e-09 6.062939e-10 2.859690e-09 2.859825e-09 
1.512500e+00 3.645046e-09 6.698515e-10 2.923076e-09 2.918270e-09 
1.518750e+00 3.371179e-09 3.161366e-10 3.128859e-09 3.130838e-09 
1.526563e+00 2.090164e-09 4.594861e-10 2.166209e-09 2.167904e-09 
1.532813e+00 3.472710e-09 5.151091e-10 2.904600e-09 2.905343e-09 
1.540625e+00 3.245939e-09 4.818360e-10 2.845815e-09 2.843349e-09 
1.548438e+00 3.122152e-09 6.884852e-10 3.277696e-09 3.279056e-09 
1.554688e+00 2.812017e-09 5.917706e-10 2.464783e-09 2.465025e-09 
1.562500e+00 1.345845e-09 3.977800e-10 2.330648e-09 2.340378e-09 
1.568750e+00 1.795363e-09 5.358208e-10 1.760766e-09 1.758860e-09 
1.576563e+00 2.811551e-09 4.312957e-10 2.538175e-09 2.542621e-09 
1.584375e+00 2.983652e-09 6.247180e-10 2.882715e-09 2.877352e-09 
1.590625e+00 2.401540e-09 7.809700e-10 2.658701e-09 2.657586e-09 
1.598438e+00 2.593885e-09 4.890717e-10 2.104457e-09 2.105008e-09 
1.606250e+00 2.150068e-09 5.896976e-10 2.290069e-09 2.289956e-09 
1.612500e+00 2.699225e-09 7.519774e-10 2.570283e-09 2.572846e-09 
1.620313e+00 3.063003e-09 5.590037e-10 2.593985e-09 2.593471e-09 
1.628125e+00 2.483352e-09 9.079272e-10 2.061715e-09 2.058542e-09 
1.635938e+00 2.708647e-09 6.500272e-10 2.317403e-09 2.319718e-09 
1.643750e+00 2.144937e-09 7.033353e-10 2.275316e-09 2.266031e-09 
1.650000e+00 2.462667e-09 4.917597e-10 2.347363e-09 2.345524e-09 
1.657813e+00 3.224164e-09 5.154422e-10 2.418133e-09 2.415174e-09 
1.665625e+00 2.476672e-09 7.092316e-10 1.931953e-09 1.930453e-09 
1.673438e+00 2.794200e-09 6.339280e-10 2.663879e-09 2.666750e-09 
1.681250e+00 2.733080e-09 5.035631e-10 2.730414e-09 2.734005e-09 
1.689063e+00 2.513417e-09 6.770867e-10 2.348544e-09 2.343467e-09 
1.696875e+00 1.994554e-09 6.698105e-10 1.991660e-09 1.997752e-09 
1.704688e+00 3.105800e-09 6.662733e-10 2.605871e-09 2.606835e-09 
1.712500e+00 2.570447e-09 3.594546e-10 2.149657e-09 2.152323e-09 
1.720313e+00 2.022246e-09 6.096129e-10 1.810660e-09 1.810065e-09 
1.728125e+00 1.959863e-09 4.418634e-10 1.860381e-09 1.860708e-09 
1.735938e+00 1.467282e-09 4.524282e-10 1.417746e-09 1.412362e-09 
1.743750e+00 2.187600e-09 7.091310e-10 1.938193e-09 1.939981e-09 
1.753125e+00 1.975047e-09 5.690939e-10 2.067829e-09 2.072933e-09 
1.760938e+00 2.185713e-09 6.674261e-10 2.267452e-09 2.273685e-09 
1.768750e+00 2.178944e-09 5.882986e-10 2.143418e-09 2.141040e-09 
1.776563e+00 1.826060e-09 6.197567e-10 1.189967e-09 1.188223e-09 
1.784375e+00 2.628294e-09 5.385559e-10 2.632763e-09 2.636755e-09 
1.793750e+00 1.910755e-09 5.687981e-10 2.061589e-09 2.053436e-09 
1.801563e+00 2.572214e-09 6.105012e-10 2.469404e-09 2.469900e-09 
1.809375e+00 2.863372e-09 4.854421e-10 2.529185e-09 2.524464e-09 
1.818750e+00 2.505157e-09 6.135475e-10 2.138420e-09 2.140089e-09 
1.826563e+00 2.874692e-09 5.509734e-10 2.438511e-09 2.436326e-09 
1.834375e+00 3.080263e-09 5.902323e-10 3.060785e-09 3.064598e-09 
1.843750e+00 2.344581e-09 4.707706e-10 2.163191e-09 2.161369e-09 
1.851563e+00 2.426942e-09 4.284578e-10 2.219270e-09 2.222358e-09 
1.860938e+00 1.505141e-09 4.961615e-10 2.241273e-09 2.234954e-09 
1.868750e+00 2.377594e-09 5.018031e-10 2.639268e-09 2.643045e-09 
1.878125e+00 2.556274e-09 4.131020e-10 2.634031e-09 2.637322e-09 
1.885938e+00 3.510480e-09 5.550144e-10 3.056507e-09 3.053348e-09 
1.895313e+00 2.833004e-09 6.445220e-10 2.354498e-09 2.357214e-09 
1.903125e+00 2.373490e-09 7.788168e-10 2.206701e-09 2.207864e-09 
1.912500e+00 2.769745e-09 5.837709e-10 2.585410e-09 2.582484e-09 
1.921875e+00 2.683205e-09 5.598660e-10 2.337079e-09 2.339890e-09 
1.929688e+00 2.308644e-09 6.030710e-10 2.077720e-09 2.078697e-09 
1.939063e+00 2.073684e-09 6.101414e-10 1.878746e-09 1.878040e-09 
1.948438e+00 2.603649e-09 6.009245e-10 2.410467e-09 2.409725e-09 
1.957813e+00 1.964461e-09 4.254962e-10 1.633719e-09 1.635159e-09 
1.965625e+00 3.389790e-09 5.286418e-10 3.033211e-09 3.030523e-09 
1.975000e+00 2.997659e-09 5.939563e-10 2.657624e-09 2.656676e-09 
1.984375e+00 2.980320e-09 4.713274e-10 2.619796e-09 2.618430e-09 
1.993750e+00 2.222954e-09 4.875227e-10 2.110176e-09 2.111010e-09 
2.003125e+00 2.884469e-09 5.111446e-10 2.481803e-09 2.479352e-09 
2.012500e+00 2.355086e-09 4.021296e-10 2.060637e-09 2.059438e-09 
2.021875e+00 2.580334e-09 6.685214e-10 2.262695e-09 2.259663e-09 
2.031250e+00 3.061174e-09 6.001153e-10 2.933418e-09 2.932770e-09 
2.040625e+00 2.827112e-09 5.606258e-10 3.089472e-09 3.094195e-09 
2.050000e+00 3.430742e-09 4.932711e-10 3.147522e-09 3.146006e-09 
2.059375e+00 2.801252e-09 5.172713e-10 2.454170e-09 2.454947e-09 
2.068750e+00 3.516409e-09 2.372075e-10 3.375048e-09 3.372576e-09 
2.078125e+00 1.967218e-09 4.587821e-10 1.642814e-09 1.643389e-09 
2.087500e+00 2.783773e-09 6.829732e-10 2.261256e-09 2.261971e-09 
2.096875e+00 2.378087e-09 6.613495e-10 2.226077e-09 2.227140e-09 
2.106250e+00 2.803101e-09 5.520296e-10 2.709258e-09 2.708032e-09 
2.117188e+00 2.619140e-09 5.447259e-10 2.456963e-09 2.457481e-09 
2.126562e+00 2.245085e-09 4.892295e-10 2.232542e-09 2.234055e-09 
2.135938e+00 2.798576e-09 6.857335e-10 2.453681e-09 2.449055e-09 
2.145313e+00 1.876368e-09 5.632063e-10 2.065527e-09 2.065774e-09 
2.156250e+00 2.820326e-09 7.062465e-10 2.596123e-09 2.597414e-09 
2.165625e+00 2.611661e-09 3.535993e-10 2.557171e-09 2.555071e-09 
2.175000e+00 2.290546e-09 6.012013e-10 2.163569e-09 2.163928e-09 
2.185938e+00 2.604848e-09 7.556261e-10 2.101902e-09 2.103783e-09 
2.195313e+00 2.354630e-09 5.024397e-10 2.039017e-09 2.035878e-09 
2.206250e+00 2.789740e-09 5.715241e-10 2.706197e-09 2.709433e-09 
2.215625e+00 3.459818e-09 4.800486e-10 3.155603e-09 3.156258e-09 
2.226563e+00 2.566789e-09 3.985565e-10 2.472785e-09 2.474796e-09 
2.235937e+00 1.902831e-09 5.277109e-10 1.803943e-09 1.804464e-09 
2.246875e+00 2.598737e-09 3.088019e-10 2.512232e-09 2.507248e-09 
2.257813e+00 1.972740e-09 6.676000e-10 1.891531e-09 1.894329e-09 
2.267187e+00 1.928488e-09 6.627121e-10 2.200510e-09 2.200512e-09 
2.278125e+00 2.413698e-09 7.566426e-10 1.988229e-09 1.988848e-09 
2.289063e+00 2.576977e-09 5.411128e-10 2.710477e-09 2.709294e-09 
2.300000e+00 2.300023e-09 5.370588e-10 1.791024e-09 1.790141e-09 
2.309375e+00 2.648828e-09 7.950959e-10 2.534179e-09 2.533237e-09 
2.320313e+00 2.166658e-09 8.004806e-10 2.216762e-09 2.217775e-09 
2.331250e+00 2.350306e-09 4.910069e-10 2.256232e-09 2.256980e-09 
2.342188e+00 1.485010e-09 1.080336e-09 1.401342e-09 1.400651e-09 
2.353125e+00 2.097712e-09 6.965731e-10 2.257294e-09 2.259544e-09 
2.364063e+00 3.324929e-09 5.607630e-10 3.292719e-09 3.292745e-09 
2.375000e+00 2.478635e-09 4.294972e-10 2.296114e-09 2.296140e-09 
2.385938e+00 3.008282e-09 3.871668e-10 2.709141e-09 2.707430e-09 
2.396875e+00 2.799908e-09 6.835547e-10 2.488133e-09 2.485859e-09 
2.407813e+00 2.655414e-09 5.349552e-10 2.426949e-09 2.422553e-09 
2.418750e+00 2.389616e-09 6.525926e-10 2.527093e-09 2.531584e-09 
2.429688e+00 2.310380e-09 5.493191e-10 2.112822e-09 2.112092e-09 
2.440625e+00 3.052366e-09 6.373518e-10 3.066545e-09 3.068703e-09 
2.453125e+00 2.593825e-09 3.749706e-10 2.488785e-09 2.488008e-09 
2.464063e+00 2.564800e-09 2.950648e-10 2.472004e-09 2.472677e-09 
2.475000e+00 1.788148e-09 7.416169e-10 2.139720e-09 2.140822e-09 
2.485938e+00 2.115765e-09 5.956950e-10 2.055134e-09 2.051006e-09 
2.498438e+00 1.574773e-09 3.724379e-10 1.584167e-09 1.582964e-09 
2.509375e+00 1.871940e-09 3.638898e-10 1.979598e-09 1.981568e-09 
2.521875e+00 1.474939e-09 5.563941e-10 1.704826e-09 1.702710e-09 
2.532813e+00 1.970194e-09 6.289363e-10 1.946661e-09 1.947895e-09 
2.543750e+00 1.739207e-09 5.891443e-10 1.963039e-09 1.965584e-09 
2.556250e+00 2.445078e-09 5.067238e-10 2.575762e-09 2.577609e-09 
2.567188e+00 1.804503e-09 3.202069e-10 1.537899e-09 1.538039e-09 
2.579688e+00 3.212263e-09 6.156714e-10 2.596953e-09 2.596198e-09 
2.592188e+00 3.202060e-09 5.586148e-10 3.177650e-09 3.176238e-09 
2.603125e+00 2.206985e-09 5.214395e-10 2.432969e-09 2.434525e-09 
2.615625e+00 1.845953e-09 4.298018e-10 2.058412e-09 2.055613e-09 
2.628125e+00 2.201605e-09 6.038015e-10 2.213144e-09 2.211195e-09 
2.640625e+00 2.623094e-09 5.050019e-10 2.740652e-09 2.739737e-09 
2.651563e+00 2.034831e-09 5.913073e-10 2.448612e-09 2.451190e-09 
2.664063e+00 2.266473e-09 5.836770e-10 1.878513e-09 1.877694e-09 
2.676563e+00 3.082623e-09 5.788360e-10 2.593318e-09 2.592194e-09 
2.689063e+00 2.001815e-09 2.060611e-10 2.258899e-09 2.263600e-09 
2.701563e+00 2.333755e-09 4.566274e-10 2.813723e-09 2.818512e-09 
2.714063e+00 2.704212e-09 7.166871e-10 2.983595e-09 2.977619e-09 
2.726563e+00 2.302169e-09 5.117842e-10 2.529769e-09 2.525029e-09 
2.739063e+00 2.363326e-09 5.278021e-10 2.598543e-09 2.602344e-09 
2.751563e+00 2.157272e-09 5.944332e-10 2.057514e-09 2.061099e-09 
2.764063e+00 1.244594e-09 3.894539e-10 1.602933e-09 1.597440e-09 
2.776563e+00 2.473221e-09 3.154394e-10 2.304980e-09 2.307800e-09 
2.789063e+00 2.252255e-09 4.857304e-10 2.600813e-09 2.601686e-09 
2.803125e+00 1.977175e-09 6.797322e-10 1.726593e-09 1.724774e-09 
