t            Det1         Det2         Det3         Det4         Det5         Det6         Det7         Det8         Det9         Det10        Det11        Det12        Det13        Det14        Det15        Det16        Det17        Det18        Det19        Det20        Det21        Det22        Det23        Det24        Det25        Det26        Det27        Det28        Det29        Det30        Det31        Det32        Det33        Det34        Det35        Det36        Det37        Det38        Det39        Det40        Det41        Det42        Det43        Det44        Det45        Det46        Det47        Det48        Det49        Det50        
0.000000e+00 -9.472699e-02 2.220643e+00 -1.621444e+00 2.403042e+00 4.251227e+00 4.208297e+00 -1.709923e+00 3.725189e+00 3.087697e-01 6.973519e-02 -2.071095e+00 -2.705564e+00 3.111883e-01 -2.175899e+00 3.157231e+00 
3.200000e-01 -9.815329e-02 2.225077e+00 -1.745194e+00 2.408484e+00 4.267753e+00 4.218173e+00 -1.657722e+00 3.769127e+00 3.011109e-01 1.608343e-01 -2.064645e+00 -2.689642e+00 2.944599e-01 -2.123094e+00 3.325724e+00 
6.400000e-01 -8.606048e-02 2.198472e+00 -1.669614e+00 2.373818e+00 4.227242e+00 4.230064e+00 -1.766961e+00 3.708058e+00 3.188470e-01 6.247951e-02 -2.029375e+00 -2.722293e+00 2.872042e-01 -2.168039e+00 3.137277e+00 
9.600000e-01 -5.623156e-02 2.217216e+00 -1.675257e+00 2.429647e+00 4.242560e+00 4.256265e+00 -1.711737e+00 3.800366e+00 3.059480e-01 9.069606e-03 -2.015468e+00 -2.680371e+00 3.017156e-01 -2.135791e+00 3.095557e+00 
1.280000e+00 -7.840170e-02 2.229511e+00 -1.683923e+00 2.382888e+00 4.230064e+00 4.245583e+00 -1.759100e+00 3.749778e+00 2.958707e-01 7.437077e-02 -2.039654e+00 -2.727936e+00 3.097774e-01 -2.172473e+00 3.285616e+00 
1.600000e+00 -1.227420e-01 2.287153e+00 -1.785705e+00 2.405864e+00 4.257878e+00 4.246188e+00 -1.680900e+00 3.698182e+00 2.886150e-01 5.179753e-02 -2.022321e+00 -2.686619e+00 2.648325e-01 -2.101932e+00 3.155215e+00 
1.920000e+00 -6.449497e-02 2.230518e+00 -1.736527e+00 2.412515e+00 4.237521e+00 4.257273e+00 -1.686140e+00 3.787064e+00 2.656387e-01 1.080291e-01 -2.036630e+00 -2.649333e+00 2.603985e-01 -2.174287e+00 3.027031e+00 
2.240000e+00 -8.868059e-02 2.312346e+00 -1.732496e+00 2.395182e+00 4.228452e+00 4.258482e+00 -1.745597e+00 3.725391e+00 3.095759e-01 7.699088e-02 -2.046708e+00 -2.689844e+00 2.759176e-01 -2.200488e+00 3.161261e+00 
2.560000e+00 -4.897587e-02 2.331090e+00 -1.619429e+00 2.400019e+00 4.274606e+00 4.264730e+00 -1.731085e+00 3.767716e+00 2.688634e-01 6.973519e-02 -2.035623e+00 -2.692867e+00 2.575768e-01 -2.119668e+00 3.255384e+00 
2.880000e+00 -1.652684e-02 2.293199e+00 -1.698032e+00 2.413120e+00 4.252234e+00 4.248808e+00 -1.706698e+00 3.729623e+00 2.960722e-01 2.176705e-02 -2.070692e+00 -2.683192e+00 3.230795e-01 -2.144861e+00 3.155618e+00 
3.200000e+00 -7.336303e-02 2.267603e+00 -1.834277e+00 2.424205e+00 4.239940e+00 4.259692e+00 -1.697427e+00 3.769731e+00 3.206610e-01 8.988987e-02 -2.032599e+00 -2.645906e+00 3.158238e-01 -2.137605e+00 3.034085e+00 
3.520000e+00 -9.069606e-02 2.264580e+00 -1.705892e+00 2.391554e+00 4.232483e+00 4.252839e+00 -1.706094e+00 3.764088e+00 3.190486e-01 1.106492e-01 -2.034212e+00 -2.694882e+00 3.005063e-01 -2.140427e+00 3.177788e+00 
3.840000e+00 -7.618469e-02 2.236766e+00 -1.752248e+00 2.446375e+00 4.231072e+00 4.253444e+00 -1.701257e+00 3.758243e+00 3.361801e-01 1.142770e-01 -2.014863e+00 -2.666464e+00 3.194517e-01 -2.160783e+00 3.161665e+00 
4.160000e+00 -1.253621e-01 2.283525e+00 -1.792557e+00 2.403849e+00 4.276823e+00 4.212933e+00 -1.694202e+00 3.823343e+00 3.079635e-01 1.874385e-02 -2.012646e+00 -2.626759e+00 2.585845e-01 -2.134582e+00 3.188873e+00 
4.480000e+00 -6.792127e-02 2.233945e+00 -1.664373e+00 2.423600e+00 4.240746e+00 4.246793e+00 -1.709318e+00 3.799359e+00 2.859949e-01 7.336303e-02 -2.047715e+00 -2.682588e+00 3.246919e-01 -2.111807e+00 3.173153e+00 
4.800000e+00 -7.900634e-02 2.344997e+00 -1.714760e+00 2.417755e+00 4.230870e+00 4.225630e+00 -1.721814e+00 3.801777e+00 3.373893e-01 6.550271e-02 -2.022321e+00 -2.633612e+00 2.769253e-01 -2.131559e+00 3.149572e+00 
5.120000e+00 -8.767286e-02 2.287355e+00 -1.707303e+00 2.357896e+00 4.289319e+00 4.269164e+00 -1.702869e+00 3.776785e+00 3.345677e-01 8.807595e-02 -2.022925e+00 -2.699921e+00 2.317788e-01 -2.139218e+00 3.178191e+00 
5.440000e+00 -1.029904e-01 2.243820e+00 -1.656916e+00 2.417352e+00 4.225630e+00 4.271986e+00 -1.652281e+00 3.766305e+00 3.367847e-01 1.672838e-02 -2.038041e+00 -2.663844e+00 2.874057e-01 -2.112412e+00 3.391629e+00 
5.760000e+00 -1.096415e-01 2.283324e+00 -1.658125e+00 2.408887e+00 4.236514e+00 4.232281e+00 -1.695815e+00 3.766507e+00 3.341646e-01 5.361145e-02 -2.018894e+00 -2.700324e+00 2.614062e-01 -2.125916e+00 3.048798e+00 
6.080000e+00 -3.688306e-02 2.274456e+00 -1.618219e+00 2.398205e+00 4.264730e+00 4.227646e+00 -1.678482e+00 3.740507e+00 2.636232e-01 4.192173e-02 -2.041064e+00 -2.671503e+00 2.672511e-01 -2.079761e+00 3.233818e+00 
6.400000e+00 -2.579799e-02 2.250472e+00 -1.680900e+00 2.431461e+00 4.216157e+00 4.265939e+00 -1.714760e+00 3.747158e+00 3.180408e-01 7.497541e-02 -2.041669e+00 -2.690650e+00 2.880104e-01 -2.127528e+00 3.310608e+00 
6.720000e+00 -2.499180e-02 2.236162e+00 -1.680094e+00 2.413120e+00 4.218778e+00 4.258684e+00 -1.717783e+00 3.749375e+00 2.974831e-01 9.291307e-02 -2.010228e+00 -2.714835e+00 2.779330e-01 -2.132768e+00 3.021590e+00 
7.040000e+00 -1.207265e-01 2.312145e+00 -1.628700e+00 2.380268e+00 4.257676e+00 4.209708e+00 -1.728465e+00 3.800366e+00 3.190486e-01 7.880480e-02 -2.024941e+00 -2.698712e+00 2.620108e-01 -2.115234e+00 3.204997e+00 
7.360000e+00 -8.142491e-02 2.287153e+00 -1.733101e+00 2.436902e+00 4.236514e+00 4.174840e+00 -1.734512e+00 3.780212e+00 2.986924e-01 2.136396e-02 -2.097094e+00 -2.714231e+00 2.680572e-01 -2.173884e+00 3.115309e+00 
