fs           Pxxs         Pxxnos       
2.543926e+02 1.387047e-19 1.392089e-19 
2.553463e+02 1.656503e-19 1.558499e-19 
2.565384e+02 1.701206e-19 1.499996e-19 
2.577305e+02 2.140545e-19 1.815887e-19 
2.589226e+02 1.425040e-19 1.989103e-19 
2.601147e+02 2.472543e-19 1.695900e-19 
2.613068e+02 1.606940e-19 1.791466e-19 
2.624989e+02 1.949060e-19 1.232769e-19 
2.639294e+02 1.432376e-19 2.041449e-19 
2.651215e+02 1.478076e-19 1.635659e-19 
2.663136e+02 1.356332e-19 1.350261e-19 
2.675056e+02 1.249233e-19 1.681490e-19 
2.686977e+02 1.592365e-19 1.275173e-19 
2.698898e+02 1.411781e-19 1.885666e-19 
2.713203e+02 1.577209e-19 1.984791e-19 
2.725124e+02 1.564551e-19 1.617401e-19 
2.737045e+02 1.475863e-19 1.641601e-19 
2.748966e+02 1.345519e-19 1.518894e-19 
2.763271e+02 1.543240e-19 2.001860e-19 
2.775192e+02 1.270222e-19 2.010654e-19 
2.787113e+02 1.457686e-19 1.761006e-19 
2.801418e+02 1.180292e-19 1.405266e-19 
2.813339e+02 1.523505e-19 1.483845e-19 
2.827644e+02 1.130909e-19 1.625311e-19 
2.839565e+02 1.908474e-19 1.445929e-19 
2.853870e+02 1.581464e-19 1.767772e-19 
2.865791e+02 1.601677e-19 1.581755e-19 
2.880096e+02 1.267911e-19 1.237643e-19 
2.892017e+02 1.755251e-19 1.486071e-19 
2.906322e+02 1.571387e-19 1.536140e-19 
2.920628e+02 1.492524e-19 1.986934e-19 
2.932549e+02 1.516891e-19 1.741894e-19 
2.946854e+02 1.519457e-19 1.759772e-19 
2.961159e+02 1.753987e-19 1.893182e-19 
2.973080e+02 1.306446e-19 1.606292e-19 
2.987385e+02 1.289409e-19 1.813098e-19 
3.001690e+02 1.208246e-19 1.969682e-19 
3.015995e+02 1.418205e-19 1.122770e-19 
3.027916e+02 1.752865e-19 1.635109e-19 
3.042221e+02 1.360473e-19 1.408913e-19 
3.056526e+02 1.342249e-19 1.840086e-19 
3.070831e+02 1.792234e-19 2.204609e-19 
3.085136e+02 1.653588e-19 1.592343e-19 
3.099442e+02 1.354812e-19 1.331118e-19 
3.113747e+02 1.682384e-19 1.264436e-19 
3.128052e+02 1.439205e-19 1.292981e-19 
3.142357e+02 1.370859e-19 1.671502e-19 
3.156662e+02 1.249051e-19 1.078468e-19 
3.170967e+02 1.245932e-19 1.864106e-19 
3.185272e+02 1.816551e-19 1.664376e-19 
3.201962e+02 1.481791e-19 9.194949e-20 
3.216267e+02 1.243233e-19 1.733998e-19 
3.230572e+02 1.617101e-19 1.548370e-19 
3.244877e+02 1.359076e-19 1.483815e-19 
3.261566e+02 1.309691e-19 1.810023e-19 
3.275871e+02 1.540190e-19 1.456339e-19 
3.290176e+02 1.599453e-19 1.629021e-19 
3.306866e+02 1.242065e-19 1.611329e-19 
3.321171e+02 1.225913e-19 1.937324e-19 
3.335476e+02 1.710342e-19 1.273343e-19 
3.352165e+02 1.427225e-19 1.339251e-19 
3.366470e+02 1.668471e-19 1.653436e-19 
3.383160e+02 1.554935e-19 1.423187e-19 
3.397465e+02 1.464284e-19 1.487786e-19 
3.414154e+02 1.537518e-19 1.601303e-19 
3.430843e+02 1.107817e-19 1.104901e-19 
3.445148e+02 1.188521e-19 1.676191e-19 
3.461838e+02 1.378875e-19 1.233558e-19 
3.478527e+02 1.211775e-19 1.568863e-19 
3.492832e+02 1.510517e-19 1.179378e-19 
3.509521e+02 1.340936e-19 1.225455e-19 
3.526211e+02 1.395862e-19 1.336416e-19 
3.542900e+02 1.224987e-19 1.738752e-19 
3.559589e+02 1.504569e-19 1.653320e-19 
3.573895e+02 1.232421e-19 1.568807e-19 
3.590584e+02 1.489705e-19 1.574617e-19 
3.607273e+02 1.541903e-19 1.960316e-19 
3.623962e+02 1.379674e-19 1.676941e-19 
3.640652e+02 1.623673e-19 1.172125e-19 
3.657341e+02 1.233002e-19 1.544401e-19 
3.674030e+02 1.444917e-19 1.348084e-19 
3.693104e+02 1.492747e-19 1.398263e-19 
3.709793e+02 1.295449e-19 1.766060e-19 
3.726482e+02 1.243412e-19 1.367801e-19 
3.743172e+02 1.211928e-19 1.332235e-19 
3.759861e+02 1.079933e-19 1.112037e-19 
3.778934e+02 1.422344e-19 1.394690e-19 
3.795624e+02 1.531693e-19 9.783663e-20 
3.812313e+02 1.341195e-19 1.481605e-19 
3.831387e+02 1.518716e-19 1.437174e-19 
3.848076e+02 1.193663e-19 1.052954e-19 
3.867149e+02 1.419857e-19 1.756534e-19 
3.883839e+02 1.491462e-19 1.184838e-19 
3.902912e+02 1.350401e-19 1.103395e-19 
3.919601e+02 1.489701e-19 1.231801e-19 
3.938675e+02 1.274408e-19 1.918625e-19 
3.955364e+02 1.325649e-19 9.792941e-20 
3.974438e+02 1.459128e-19 1.104092e-19 
3.993511e+02 1.729748e-19 1.178777e-19 
4.010201e+02 1.332975e-19 1.395771e-19 
4.029274e+02 1.139391e-19 1.695075e-19 
4.048347e+02 1.422602e-19 1.414475e-19 
4.067421e+02 1.568716e-19 1.206539e-19 
4.086494e+02 1.453291e-19 1.186091e-19 
4.105568e+02 1.274608e-19 1.490732e-19 
4.122257e+02 1.280601e-19 1.525955e-19 
4.141331e+02 1.519974e-19 1.205637e-19 
4.160404e+02 1.253976e-19 1.203375e-19 
4.181862e+02 1.387404e-19 1.362291e-19 
4.200935e+02 1.558661e-19 1.398057e-19 
4.220009e+02 1.272628e-19 1.523871e-19 
4.239082e+02 1.328362e-19 9.652098e-20 
4.258156e+02 1.970738e-19 1.504180e-19 
4.277229e+02 1.420386e-19 1.064011e-19 
4.298687e+02 1.193395e-19 1.200430e-19 
4.317760e+02 1.485647e-19 1.541480e-19 
4.336834e+02 1.142730e-19 1.495864e-19 
4.358292e+02 1.510994e-19 1.400688e-19 
4.377365e+02 1.253153e-19 1.089850e-19 
4.398823e+02 1.361609e-19 1.277679e-19 
4.417896e+02 9.850948e-20 1.190350e-19 
4.439354e+02 1.491386e-19 1.063936e-19 
4.458427e+02 1.643900e-19 1.501643e-19 
4.479885e+02 1.492559e-19 1.166484e-19 
4.501343e+02 1.761033e-19 1.239127e-19 
4.520416e+02 1.339608e-19 1.661251e-19 
4.541874e+02 1.190235e-19 1.709426e-19 
4.563332e+02 8.096521e-20 1.072846e-19 
4.584789e+02 1.419413e-19 1.359077e-19 
4.606247e+02 1.271161e-19 1.511990e-19 
4.625320e+02 1.223194e-19 1.553681e-19 
4.646778e+02 1.151747e-19 1.061765e-19 
4.668236e+02 1.143206e-19 1.214297e-19 
4.689693e+02 1.157112e-19 1.156123e-19 
4.711151e+02 1.315235e-19 1.357753e-19 
4.734993e+02 1.060144e-19 1.332481e-19 
4.756451e+02 1.173982e-19 1.263446e-19 
4.777908e+02 8.509932e-20 1.494191e-19 
4.799366e+02 1.373978e-19 1.218339e-19 
4.823208e+02 1.475856e-19 9.780187e-20 
4.844666e+02 1.424275e-19 1.106913e-19 
4.866123e+02 1.136457e-19 1.654343e-19 
4.889965e+02 1.011766e-19 1.273612e-19 
4.911423e+02 9.090678e-20 1.677390e-19 
4.935265e+02 1.326284e-19 1.200140e-19 
4.956722e+02 1.230352e-19 1.434548e-19 
4.980564e+02 1.536925e-19 1.340033e-19 
5.002022e+02 1.554940e-19 1.494909e-19 
5.025864e+02 1.161349e-19 1.225183e-19 
5.049706e+02 9.783873e-20 1.161318e-19 
5.073547e+02 1.317679e-19 1.091708e-19 
5.095005e+02 8.699113e-20 1.135364e-19 
5.118847e+02 1.644458e-19 6.908011e-20 
5.142689e+02 1.234843e-19 9.093513e-20 
5.166531e+02 1.380841e-19 1.156279e-19 
5.190372e+02 1.327770e-19 1.309128e-19 
5.214214e+02 1.122553e-19 1.063781e-19 
5.238056e+02 1.172652e-19 1.000453e-19 
5.261898e+02 1.230213e-19 9.778678e-20 
5.288124e+02 1.139375e-19 1.616462e-19 
5.311966e+02 1.053553e-19 1.446259e-19 
5.335808e+02 8.822819e-20 1.213021e-19 
5.359650e+02 9.883349e-20 8.854391e-20 
5.385876e+02 6.737848e-20 1.134623e-19 
5.409718e+02 1.433991e-19 1.261431e-19 
5.435944e+02 1.078401e-19 1.251429e-19 
5.459785e+02 1.322763e-19 1.563949e-19 
5.486012e+02 1.206191e-19 1.320737e-19 
5.509853e+02 1.001685e-19 9.319423e-20 
5.536079e+02 8.673656e-20 1.388987e-19 
5.562305e+02 1.432667e-19 1.464926e-19 
5.588531e+02 1.234871e-19 1.363945e-19 
5.612373e+02 1.192169e-19 9.940221e-20 
5.638599e+02 1.188444e-19 1.201066e-19 
5.664825e+02 1.256640e-19 1.325411e-19 
5.691051e+02 1.044155e-19 9.839510e-20 
5.717278e+02 1.121779e-19 1.150340e-19 
5.743504e+02 1.307328e-19 9.952526e-20 
5.769730e+02 1.023718e-19 9.401370e-20 
5.798340e+02 9.643102e-20 1.120022e-19 
5.824566e+02 1.264828e-19 1.177287e-19 
5.850792e+02 1.464801e-19 1.035558e-19 
5.877018e+02 1.048503e-19 1.020428e-19 
5.905628e+02 7.585539e-20 1.300202e-19 
5.931854e+02 1.165168e-19 1.190288e-19 
5.960464e+02 1.331046e-19 1.217911e-19 
5.986691e+02 8.095133e-20 8.881499e-20 
6.015301e+02 1.222589e-19 1.063978e-19 
6.041527e+02 9.967094e-20 1.460134e-19 
6.070137e+02 1.139509e-19 1.064524e-19 
6.098747e+02 1.450883e-19 9.857915e-20 
6.127357e+02 9.596466e-20 8.084365e-20 
6.153584e+02 7.363513e-20 1.106212e-19 
6.182194e+02 1.116595e-19 1.184159e-19 
6.210804e+02 8.734847e-20 1.174747e-19 
6.239414e+02 9.414978e-20 1.029248e-19 
6.268024e+02 1.312889e-19 9.902988e-20 
6.299019e+02 1.037296e-19 1.206091e-19 
6.327629e+02 1.142903e-19 9.844943e-20 
6.356239e+02 1.119216e-19 1.025947e-19 
6.384850e+02 1.062470e-19 1.166094e-19 
6.415844e+02 8.718130e-20 1.014538e-19 
6.444454e+02 1.207371e-19 9.989583e-20 
6.475449e+02 9.505282e-20 8.977805e-20 
6.504059e+02 9.093542e-20 1.116765e-19 
6.535053e+02 8.866934e-20 1.352944e-19 
6.563663e+02 9.866027e-20 1.153985e-19 
6.594658e+02 7.964503e-20 9.400734e-20 
6.625652e+02 8.261383e-20 1.042882e-19 
6.656647e+02 9.532528e-20 8.334232e-20 
6.687641e+02 9.366308e-20 8.723404e-20 
6.716251e+02 8.330598e-20 9.468472e-20 
6.749630e+02 9.768622e-20 1.044446e-19 
6.780624e+02 8.999128e-20 1.232704e-19 
6.811619e+02 1.106578e-19 1.161101e-19 
6.842613e+02 8.018034e-20 1.036964e-19 
6.873608e+02 9.702729e-20 9.071469e-20 
6.904602e+02 1.177995e-19 6.978380e-20 
6.937981e+02 1.193336e-19 9.724121e-20 
6.968975e+02 1.155752e-19 6.329531e-20 
7.002354e+02 1.044304e-19 8.990902e-20 
7.033348e+02 1.017486e-19 9.660749e-20 
7.066727e+02 7.628300e-20 9.146892e-20 
7.100105e+02 9.590495e-20 9.543547e-20 
7.131100e+02 1.008131e-19 7.604524e-20 
7.164478e+02 1.069845e-19 1.074998e-19 
7.197857e+02 9.112585e-20 9.777162e-20 
7.231236e+02 8.397632e-20 1.016210e-19 
7.264614e+02 1.156071e-19 9.713753e-20 
7.297993e+02 8.248601e-20 1.182311e-19 
7.331371e+02 8.858365e-20 6.337710e-20 
7.364750e+02 7.642640e-20 8.845072e-20 
7.400513e+02 7.901577e-20 9.386045e-20 
7.433891e+02 9.132515e-20 8.278803e-20 
7.467270e+02 1.016511e-19 8.892401e-20 
7.503033e+02 9.830996e-20 1.048845e-19 
7.536411e+02 1.030689e-19 1.017048e-19 
7.572174e+02 8.733442e-20 8.695611e-20 
7.605553e+02 9.372279e-20 1.034942e-19 
7.641315e+02 8.436485e-20 8.076316e-20 
7.677078e+02 8.620242e-20 1.095049e-19 
7.712841e+02 7.904367e-20 1.034567e-19 
7.748604e+02 9.281655e-20 8.630329e-20 
7.784367e+02 1.101671e-19 9.220041e-20 
7.820129e+02 7.619087e-20 8.257250e-20 
7.855892e+02 1.179560e-19 9.065111e-20 
7.891655e+02 1.102512e-19 8.491626e-20 
7.927418e+02 8.488336e-20 8.870906e-20 
7.965565e+02 9.979788e-20 8.931219e-20 
8.001328e+02 8.776645e-20 9.332379e-20 
8.039474e+02 8.679374e-20 1.101127e-19 
8.075237e+02 9.454774e-20 8.701763e-20 
8.113384e+02 8.210604e-20 8.708953e-20 
8.151531e+02 7.850328e-20 7.784665e-20 
8.187294e+02 8.462958e-20 9.858789e-20 
8.225441e+02 7.332218e-20 6.660811e-20 
8.263588e+02 6.879088e-20 9.070313e-20 
8.301735e+02 8.643221e-20 7.486932e-20 
8.339882e+02 1.090247e-19 9.389684e-20 
8.378029e+02 1.014870e-19 1.076598e-19 
8.418560e+02 6.689165e-20 8.200512e-20 
8.456707e+02 8.323253e-20 8.234531e-20 
8.494854e+02 7.318482e-20 7.459298e-20 
8.535385e+02 8.925933e-20 1.043601e-19 
8.573532e+02 7.212351e-20 7.875611e-20 
8.614063e+02 9.806995e-20 1.019100e-19 
8.652210e+02 7.705828e-20 7.710235e-20 
8.692741e+02 8.929924e-20 1.112493e-19 
8.733273e+02 8.713048e-20 7.083636e-20 
8.773804e+02 9.685989e-20 7.998885e-20 
8.814335e+02 7.617871e-20 6.606160e-20 
8.854866e+02 1.017939e-19 9.934056e-20 
8.895397e+02 7.090686e-20 7.343532e-20 
8.935928e+02 1.039533e-19 6.780137e-20 
8.978844e+02 8.081319e-20 8.510679e-20 
9.019375e+02 1.010726e-19 1.021123e-19 
9.062290e+02 8.223637e-20 7.286684e-20 
9.102821e+02 9.887466e-20 8.324699e-20 
9.145737e+02 6.282303e-20 7.948666e-20 
9.186268e+02 7.823415e-20 7.461238e-20 
9.229183e+02 8.871637e-20 6.565052e-20 
9.272099e+02 5.425977e-20 7.732433e-20 
9.315014e+02 6.839385e-20 5.989210e-20 
9.357929e+02 9.756218e-20 7.845093e-20 
9.400845e+02 6.612083e-20 8.818003e-20 
9.443760e+02 6.652034e-20 8.913376e-20 
9.489059e+02 7.195151e-20 7.804726e-20 
9.531975e+02 6.816438e-20 7.514670e-20 
9.574890e+02 8.577842e-20 8.930485e-20 
9.620190e+02 7.024854e-20 7.084419e-20 
9.665489e+02 9.610805e-20 6.902626e-20 
9.708405e+02 8.077183e-20 8.453112e-20 
9.753704e+02 7.493299e-20 7.264447e-20 
9.799004e+02 6.824776e-20 8.311465e-20 
9.844303e+02 8.310636e-20 9.885792e-20 
9.889603e+02 6.909208e-20 6.787351e-20 
9.934902e+02 6.534236e-20 8.803893e-20 
9.980202e+02 7.639255e-20 6.826640e-20 
1.002789e+03 8.136086e-20 8.203323e-20 
1.007318e+03 5.966993e-20 5.997679e-20 
1.012087e+03 7.041914e-20 7.039316e-20 
1.016617e+03 8.174130e-20 7.516962e-20 
1.021385e+03 7.922055e-20 5.735523e-20 
1.026154e+03 6.732769e-20 8.151891e-20 
1.030922e+03 7.754158e-20 6.882486e-20 
1.035452e+03 8.046852e-20 7.789354e-20 
1.040459e+03 8.751958e-20 7.306002e-20 
1.045227e+03 6.679896e-20 7.654987e-20 
1.049995e+03 6.760439e-20 6.406675e-20 
1.054764e+03 7.642559e-20 7.623351e-20 
1.059771e+03 7.149714e-20 8.334301e-20 
1.064539e+03 6.644452e-20 8.888107e-20 
1.069546e+03 6.807324e-20 5.403415e-20 
1.074314e+03 6.299777e-20 7.449336e-20 
1.079321e+03 5.397533e-20 7.370732e-20 
1.084328e+03 7.398200e-20 5.746977e-20 
1.089334e+03 6.868903e-20 6.871771e-20 
1.094341e+03 6.020757e-20 7.325205e-20 
1.099348e+03 5.610230e-20 7.023312e-20 
1.104593e+03 7.186581e-20 8.279311e-20 
1.109600e+03 5.064290e-20 7.441875e-20 
1.114845e+03 6.920536e-20 5.976062e-20 
1.119852e+03 8.376253e-20 9.862339e-20 
1.125097e+03 6.502002e-20 7.699893e-20 
1.130342e+03 6.377289e-20 8.009875e-20 
1.135349e+03 5.806689e-20 8.622028e-20 
1.140594e+03 6.920098e-20 7.899637e-20 
1.146078e+03 5.189391e-20 9.042014e-20 
1.151323e+03 5.945656e-20 5.118436e-20 
1.156569e+03 5.822714e-20 6.304357e-20 
1.161814e+03 7.253454e-20 6.958123e-20 
1.167297e+03 5.526668e-20 6.974481e-20 
1.172543e+03 5.908313e-20 5.105618e-20 
1.178026e+03 4.267190e-20 7.442864e-20 
1.183510e+03 7.158698e-20 6.101777e-20 
1.188993e+03 4.857057e-20 4.379878e-20 
1.194477e+03 5.608367e-20 6.266323e-20 
1.199961e+03 6.613546e-20 5.973674e-20 
1.205444e+03 5.622504e-20 4.328639e-20 
1.211166e+03 6.176371e-20 6.394817e-20 
1.216650e+03 6.491320e-20 5.075471e-20 
1.222372e+03 4.770528e-20 4.736637e-20 
1.227856e+03 4.274358e-20 5.806006e-20 
1.233578e+03 6.759877e-20 6.591381e-20 
1.239300e+03 5.912401e-20 7.160774e-20 
1.245022e+03 4.884764e-20 6.265663e-20 
1.250744e+03 4.865855e-20 5.066693e-20 
1.256466e+03 5.459487e-20 6.089206e-20 
1.262426e+03 5.740748e-20 4.247999e-20 
1.268148e+03 5.818845e-20 6.593700e-20 
1.274109e+03 5.709874e-20 4.917413e-20 
1.279831e+03 7.616335e-20 3.800746e-20 
1.285791e+03 5.571776e-20 6.125838e-20 
1.291752e+03 5.181150e-20 3.971392e-20 
1.297712e+03 4.918293e-20 4.839517e-20 
1.303673e+03 7.791100e-20 4.987404e-20 
1.309633e+03 5.417678e-20 4.611489e-20 
1.315832e+03 5.228878e-20 5.570875e-20 
1.321793e+03 5.325442e-20 4.808655e-20 
1.327991e+03 4.438891e-20 5.639376e-20 
1.333952e+03 4.718792e-20 5.488603e-20 
1.340151e+03 5.576703e-20 4.655620e-20 
1.346350e+03 4.524712e-20 5.517545e-20 
1.352549e+03 4.526477e-20 5.051388e-20 
1.358747e+03 4.725997e-20 4.035024e-20 
1.365185e+03 4.314257e-20 4.995913e-20 
1.371384e+03 4.521813e-20 4.947845e-20 
1.377821e+03 6.117330e-20 5.060272e-20 
1.384020e+03 4.340965e-20 4.857099e-20 
1.390457e+03 4.971334e-20 4.708723e-20 
1.396894e+03 3.631350e-20 4.793140e-20 
1.403332e+03 4.672164e-20 5.122556e-20 
1.409769e+03 5.294653e-20 5.276575e-20 
1.416445e+03 4.565971e-20 5.281830e-20 
1.422882e+03 4.034243e-20 4.797009e-20 
1.429319e+03 4.611432e-20 6.015379e-20 
1.435995e+03 6.635779e-20 3.969074e-20 
1.442671e+03 4.201114e-20 4.159937e-20 
1.449347e+03 6.756608e-20 3.715934e-20 
1.456022e+03 4.319023e-20 4.599980e-20 
1.462698e+03 2.774794e-20 5.041696e-20 
1.469374e+03 4.350588e-20 4.149034e-20 
1.476288e+03 4.356845e-20 4.539169e-20 
1.482964e+03 4.044528e-20 3.789330e-20 
1.489878e+03 5.389099e-20 5.881863e-20 
1.496792e+03 5.053352e-20 4.967558e-20 
1.503706e+03 4.655408e-20 5.436713e-20 
1.510620e+03 3.724186e-20 3.893494e-20 
1.517534e+03 4.248932e-20 4.482200e-20 
1.524687e+03 3.962220e-20 4.406990e-20 
1.531601e+03 5.368575e-20 3.655121e-20 
1.538754e+03 3.797516e-20 3.367085e-20 
1.545906e+03 3.768947e-20 3.671593e-20 
1.553059e+03 3.148440e-20 4.560092e-20 
1.560211e+03 5.483633e-20 3.497240e-20 
