f            Pxx32k       Pxx31k       Pxx30k       Pxx29k       Pxx28k       Pxx27k       Pxx26k       Pxx25k       Pxx_pow32k   Pxx_pow31k   Pxx_pow30k   Pxx_pow29k   Pxx_pow28k   Pxx_pow27k   Pxx_pow26k   Pxx_pow25k   
4.768372e-01 3.398332e-10 3.721290e-10 4.019620e-10 4.250882e-10 4.733564e-10 5.178651e-10 5.424303e-10 5.913751e-10 8.995236e-16 8.949304e-16 8.922107e-16 8.899150e-16 8.875456e-16 8.862122e-16 8.854449e-16 8.846177e-16 
7.152557e-01 3.397949e-10 3.720920e-10 4.019257e-10 4.250507e-10 4.733222e-10 5.178345e-10 5.423979e-10 5.913455e-10 8.994224e-16 8.948413e-16 8.921301e-16 8.898365e-16 8.874816e-16 8.861597e-16 8.853920e-16 8.845734e-16 
9.536743e-01 3.397413e-10 3.720401e-10 4.018748e-10 4.249982e-10 4.732745e-10 5.177916e-10 5.423526e-10 5.913040e-10 8.992806e-16 8.947166e-16 8.920172e-16 8.897267e-16 8.873920e-16 8.860863e-16 8.853180e-16 8.845114e-16 
1.192093e+00 3.396725e-10 3.719735e-10 4.018095e-10 4.249308e-10 4.732130e-10 5.177365e-10 5.422944e-10 5.912508e-10 8.990985e-16 8.945564e-16 8.918721e-16 8.895856e-16 8.872768e-16 8.859920e-16 8.852229e-16 8.844318e-16 
1.430511e+00 3.395885e-10 3.718921e-10 4.017297e-10 4.248485e-10 4.731380e-10 5.176691e-10 5.422232e-10 5.911857e-10 8.988761e-16 8.943607e-16 8.916949e-16 8.894132e-16 8.871361e-16 8.858767e-16 8.851067e-16 8.843344e-16 
1.668930e+00 3.394893e-10 3.717960e-10 4.016354e-10 4.247512e-10 4.730494e-10 5.175895e-10 5.421391e-10 5.911088e-10 8.986135e-16 8.941296e-16 8.914857e-16 8.892097e-16 8.869700e-16 8.857406e-16 8.849695e-16 8.842194e-16 
1.907349e+00 3.393750e-10 3.716853e-10 4.015267e-10 4.246391e-10 4.729472e-10 5.174978e-10 5.420422e-10 5.910202e-10 8.983109e-16 8.938633e-16 8.912444e-16 8.889749e-16 8.867784e-16 8.855836e-16 8.848112e-16 8.840868e-16 
2.145767e+00 3.392456e-10 3.715599e-10 4.014036e-10 4.245122e-10 4.728314e-10 5.173939e-10 5.419323e-10 5.909197e-10 8.979683e-16 8.935617e-16 8.909712e-16 8.887092e-16 8.865614e-16 8.854057e-16 8.846320e-16 8.839366e-16 
2.384186e+00 3.391011e-10 3.714199e-10 4.012662e-10 4.243704e-10 4.727022e-10 5.172778e-10 5.418097e-10 5.908076e-10 8.975860e-16 8.932250e-16 8.906663e-16 8.884125e-16 8.863190e-16 8.852071e-16 8.844317e-16 8.837687e-16 
2.622604e+00 3.389417e-10 3.712654e-10 4.011145e-10 4.242140e-10 4.725595e-10 5.171496e-10 5.416742e-10 5.906836e-10 8.971640e-16 8.928535e-16 8.903296e-16 8.880849e-16 8.860514e-16 8.849877e-16 8.842106e-16 8.835834e-16 
2.861023e+00 3.387674e-10 3.710964e-10 4.009486e-10 4.240428e-10 4.724033e-10 5.170093e-10 5.415260e-10 5.905480e-10 8.967027e-16 8.924471e-16 8.899614e-16 8.877266e-16 8.857587e-16 8.847476e-16 8.839686e-16 8.833805e-16 
