t            ydata32k     ydata31k     ydata30k     ydata29k     ydata28k     ydata27k     ydata26k     ydata25k     yfit32k      yfit31k      yfit30k      yfit29k      yfit28k      yfit27k      yfit26k      yfit25k      
4.224000e+01 -3.130741e-02 -4.630218e-02 -6.039693e-02 -8.853284e-02 -1.184866e-01 -1.263983e-01 -1.602393e-01 -1.877933e-01 -3.126531e-02 -4.590282e-02 -6.069881e-02 -8.888727e-02 -1.173963e-01 -1.262614e-01 -1.608208e-01 -1.873584e-01 
4.230400e+01 -3.183074e-02 -4.512903e-02 -6.036612e-02 -8.805774e-02 -1.177947e-01 -1.262486e-01 -1.619708e-01 -1.877687e-01 -3.126575e-02 -4.590307e-02 -6.069897e-02 -8.888742e-02 -1.173964e-01 -1.262614e-01 -1.608208e-01 -1.873584e-01 
4.236800e+01 -3.186518e-02 -4.580662e-02 -6.112907e-02 -8.880228e-02 -1.170578e-01 -1.257986e-01 -1.624941e-01 -1.890027e-01 -3.126618e-02 -4.590332e-02 -6.069914e-02 -8.888757e-02 -1.173965e-01 -1.262614e-01 -1.608208e-01 -1.873584e-01 
4.243200e+01 -3.089812e-02 -4.648256e-02 -6.114148e-02 -8.867240e-02 -1.178209e-01 -1.254817e-01 -1.599843e-01 -1.876856e-01 -3.126661e-02 -4.590357e-02 -6.069930e-02 -8.888772e-02 -1.173965e-01 -1.262614e-01 -1.608208e-01 -1.873584e-01 
4.249600e+01 -3.164324e-02 -4.701586e-02 -6.165916e-02 -8.888913e-02 -1.186032e-01 -1.264711e-01 -1.598936e-01 -1.876402e-01 -3.126703e-02 -4.590382e-02 -6.069947e-02 -8.888787e-02 -1.173966e-01 -1.262615e-01 -1.608209e-01 -1.873584e-01 
4.256000e+01 -3.143693e-02 -4.639285e-02 -6.218402e-02 -8.807830e-02 -1.192260e-01 -1.265825e-01 -1.600109e-01 -1.875483e-01 -3.126745e-02 -4.590406e-02 -6.069962e-02 -8.888802e-02 -1.173966e-01 -1.262615e-01 -1.608209e-01 -1.873584e-01 
4.262400e+01 -3.116515e-02 -4.683952e-02 -6.179095e-02 -8.769897e-02 -1.192246e-01 -1.264248e-01 -1.608811e-01 -1.869765e-01 -3.126786e-02 -4.590429e-02 -6.069978e-02 -8.888816e-02 -1.173967e-01 -1.262615e-01 -1.608209e-01 -1.873584e-01 
4.268800e+01 -3.119454e-02 -4.650488e-02 -6.152288e-02 -8.807560e-02 -1.195101e-01 -1.265173e-01 -1.607820e-01 -1.882910e-01 -3.126826e-02 -4.590453e-02 -6.069994e-02 -8.888830e-02 -1.173968e-01 -1.262615e-01 -1.608209e-01 -1.873584e-01 
4.275200e+01 -3.106284e-02 -4.621464e-02 -6.055995e-02 -8.945706e-02 -1.183021e-01 -1.248373e-01 -1.613142e-01 -1.878119e-01 -3.126866e-02 -4.590476e-02 -6.070009e-02 -8.888844e-02 -1.173968e-01 -1.262615e-01 -1.608209e-01 -1.873584e-01 
4.281600e+01 -3.176749e-02 -4.565028e-02 -6.179780e-02 -8.936328e-02 -1.182235e-01 -1.249534e-01 -1.605035e-01 -1.880190e-01 -3.126906e-02 -4.590498e-02 -6.070024e-02 -8.888858e-02 -1.173969e-01 -1.262615e-01 -1.608210e-01 -1.873584e-01 
4.288000e+01 -3.176357e-02 -4.576639e-02 -6.133357e-02 -8.861631e-02 -1.176564e-01 -1.239289e-01 -1.606323e-01 -1.877162e-01 -3.126944e-02 -4.590520e-02 -6.070038e-02 -8.888871e-02 -1.173969e-01 -1.262616e-01 -1.608210e-01 -1.873585e-01 
4.294400e+01 -3.206851e-02 -4.529022e-02 -6.134032e-02 -8.789664e-02 -1.173500e-01 -1.240921e-01 -1.603338e-01 -1.887146e-01 -3.126983e-02 -4.590542e-02 -6.070053e-02 -8.888884e-02 -1.173970e-01 -1.262616e-01 -1.608210e-01 -1.873585e-01 
4.300800e+01 -3.111181e-02 -4.626687e-02 -6.119276e-02 -8.857308e-02 -1.176406e-01 -1.254553e-01 -1.594520e-01 -1.896069e-01 -3.127020e-02 -4.590564e-02 -6.070067e-02 -8.888897e-02 -1.173970e-01 -1.262616e-01 -1.608210e-01 -1.873585e-01 
4.307200e+01 -3.088094e-02 -4.594556e-02 -6.089808e-02 -8.990811e-02 -1.178186e-01 -1.259047e-01 -1.604500e-01 -1.885493e-01 -3.127058e-02 -4.590585e-02 -6.070081e-02 -8.888910e-02 -1.173971e-01 -1.262616e-01 -1.608210e-01 -1.873585e-01 
4.313600e+01 -3.024641e-02 -4.414516e-02 -6.115644e-02 -8.916871e-02 -1.183287e-01 -1.266123e-01 -1.591779e-01 -1.888997e-01 -3.127095e-02 -4.590606e-02 -6.070095e-02 -8.888923e-02 -1.173971e-01 -1.262616e-01 -1.608211e-01 -1.873585e-01 
4.320000e+01 -3.177681e-02 -4.534226e-02 -6.122388e-02 -8.941496e-02 -1.177322e-01 -1.266414e-01 -1.596431e-01 -1.874400e-01 -3.127131e-02 -4.590627e-02 -6.070108e-02 -8.888935e-02 -1.173972e-01 -1.262616e-01 -1.608211e-01 -1.873585e-01 
4.326400e+01 -3.169989e-02 -4.585390e-02 -5.902495e-02 -8.863928e-02 -1.178693e-01 -1.269355e-01 -1.596126e-01 -1.872024e-01 -3.127167e-02 -4.590648e-02 -6.070122e-02 -8.888948e-02 -1.173972e-01 -1.262617e-01 -1.608211e-01 -1.873585e-01 
4.332800e+01 -3.140675e-02 -4.563340e-02 -5.902959e-02 -8.929573e-02 -1.191108e-01 -1.263193e-01 -1.615478e-01 -1.879591e-01 -3.127202e-02 -4.590668e-02 -6.070135e-02 -8.888960e-02 -1.173973e-01 -1.262617e-01 -1.608211e-01 -1.873585e-01 
4.339200e+01 -3.064454e-02 -4.611404e-02 -5.868232e-02 -8.889821e-02 -1.187835e-01 -1.253413e-01 -1.615926e-01 -1.886681e-01 -3.127237e-02 -4.590687e-02 -6.070148e-02 -8.888971e-02 -1.173973e-01 -1.262617e-01 -1.608211e-01 -1.873585e-01 
4.345600e+01 -3.023886e-02 -4.607126e-02 -5.844369e-02 -8.936851e-02 -1.181468e-01 -1.258755e-01 -1.614096e-01 -1.878056e-01 -3.127271e-02 -4.590707e-02 -6.070161e-02 -8.888983e-02 -1.173974e-01 -1.262617e-01 -1.608212e-01 -1.873585e-01 
4.352000e+01 -2.993261e-02 -4.630959e-02 -5.825338e-02 -8.920920e-02 -1.167893e-01 -1.252597e-01 -1.609531e-01 -1.878062e-01 -3.127305e-02 -4.590726e-02 -6.070173e-02 -8.888994e-02 -1.173974e-01 -1.262617e-01 -1.608212e-01 -1.873585e-01 
4.358400e+01 -3.138114e-02 -4.655860e-02 -5.898941e-02 -8.871250e-02 -1.176941e-01 -1.265874e-01 -1.608850e-01 -1.878151e-01 -3.127338e-02 -4.590745e-02 -6.070186e-02 -8.889006e-02 -1.173974e-01 -1.262617e-01 -1.608212e-01 -1.873585e-01 
4.364800e+01 -3.080899e-02 -4.753253e-02 -5.992650e-02 -8.803407e-02 -1.175474e-01 -1.279461e-01 -1.613293e-01 -1.866366e-01 -3.127371e-02 -4.590764e-02 -6.070198e-02 -8.889017e-02 -1.173975e-01 -1.262618e-01 -1.608212e-01 -1.873585e-01 
4.371200e+01 -3.015838e-02 -4.750042e-02 -6.061907e-02 -8.741877e-02 -1.181066e-01 -1.268361e-01 -1.622880e-01 -1.864394e-01 -3.127404e-02 -4.590782e-02 -6.070210e-02 -8.889028e-02 -1.173975e-01 -1.262618e-01 -1.608212e-01 -1.873585e-01 
4.377600e+01 -3.013715e-02 -4.716544e-02 -6.084365e-02 -8.855491e-02 -1.188892e-01 -1.267228e-01 -1.629258e-01 -1.868140e-01 -3.127436e-02 -4.590800e-02 -6.070221e-02 -8.889039e-02 -1.173976e-01 -1.262618e-01 -1.608212e-01 -1.873585e-01 
4.384000e+01 -3.037198e-02 -4.690040e-02 -6.094177e-02 -8.867315e-02 -1.181225e-01 -1.260112e-01 -1.633543e-01 -1.869185e-01 -3.127467e-02 -4.590818e-02 -6.070233e-02 -8.889049e-02 -1.173976e-01 -1.262618e-01 -1.608213e-01 -1.873586e-01 
4.390400e+01 -3.025841e-02 -4.709974e-02 -6.147996e-02 -8.860310e-02 -1.177776e-01 -1.262937e-01 -1.631462e-01 -1.865577e-01 -3.127498e-02 -4.590836e-02 -6.070245e-02 -8.889060e-02 -1.173976e-01 -1.262618e-01 -1.608213e-01 -1.873586e-01 
4.396800e+01 -3.044666e-02 -4.665468e-02 -6.104510e-02 -8.903865e-02 -1.184417e-01 -1.270312e-01 -1.617594e-01 -1.865089e-01 -3.127529e-02 -4.590853e-02 -6.070256e-02 -8.889070e-02 -1.173977e-01 -1.262618e-01 -1.608213e-01 -1.873586e-01 
4.403200e+01 -3.112968e-02 -4.589259e-02 -6.075079e-02 -8.854003e-02 -1.179313e-01 -1.263740e-01 -1.599550e-01 -1.853914e-01 -3.127560e-02 -4.590870e-02 -6.070267e-02 -8.889080e-02 -1.173977e-01 -1.262618e-01 -1.608213e-01 -1.873586e-01 
4.409600e+01 -3.128172e-02 -4.625690e-02 -6.122833e-02 -8.914210e-02 -1.184384e-01 -1.258622e-01 -1.594380e-01 -1.861476e-01 -3.127589e-02 -4.590887e-02 -6.070278e-02 -8.889090e-02 -1.173978e-01 -1.262618e-01 -1.608213e-01 -1.873586e-01 
4.416000e+01 -3.042759e-02 -4.488229e-02 -6.095551e-02 -8.912814e-02 -1.188550e-01 -1.253978e-01 -1.599894e-01 -1.856612e-01 -3.127619e-02 -4.590904e-02 -6.070289e-02 -8.889100e-02 -1.173978e-01 -1.262619e-01 -1.608213e-01 -1.873586e-01 
4.422400e+01 -3.111138e-02 -4.539959e-02 -6.062336e-02 -8.735273e-02 -1.185686e-01 -1.246897e-01 -1.597788e-01 -1.861040e-01 -3.127648e-02 -4.590920e-02 -6.070299e-02 -8.889109e-02 -1.173978e-01 -1.262619e-01 -1.608213e-01 -1.873586e-01 
4.428800e+01 -3.118181e-02 -4.560095e-02 -6.080217e-02 -8.849728e-02 -1.179852e-01 -1.243761e-01 -1.587783e-01 -1.865983e-01 -3.127677e-02 -4.590936e-02 -6.070310e-02 -8.889119e-02 -1.173979e-01 -1.262619e-01 -1.608214e-01 -1.873586e-01 
4.435200e+01 -3.135679e-02 -4.659844e-02 -6.018664e-02 -8.857065e-02 -1.177961e-01 -1.247943e-01 -1.616017e-01 -1.864997e-01 -3.127705e-02 -4.590952e-02 -6.070320e-02 -8.889128e-02 -1.173979e-01 -1.262619e-01 -1.608214e-01 -1.873586e-01 
4.441600e+01 -3.157119e-02 -4.605917e-02 -6.025824e-02 -8.824094e-02 -1.176574e-01 -1.264367e-01 -1.604250e-01 -1.863060e-01 -3.127733e-02 -4.590968e-02 -6.070330e-02 -8.889137e-02 -1.173979e-01 -1.262619e-01 -1.608214e-01 -1.873586e-01 
4.448000e+01 -3.206835e-02 -4.692459e-02 -6.038919e-02 -8.896897e-02 -1.180757e-01 -1.269019e-01 -1.605358e-01 -1.859103e-01 -3.127761e-02 -4.590983e-02 -6.070340e-02 -8.889146e-02 -1.173980e-01 -1.262619e-01 -1.608214e-01 -1.873586e-01 
4.454400e+01 -3.266568e-02 -4.602792e-02 -5.980200e-02 -8.892305e-02 -1.170920e-01 -1.266303e-01 -1.591132e-01 -1.862850e-01 -3.127788e-02 -4.590998e-02 -6.070350e-02 -8.889155e-02 -1.173980e-01 -1.262619e-01 -1.608214e-01 -1.873586e-01 
4.460800e+01 -3.226270e-02 -4.582551e-02 -5.997868e-02 -8.944523e-02 -1.175895e-01 -1.266603e-01 -1.594154e-01 -1.868024e-01 -3.127815e-02 -4.591013e-02 -6.070359e-02 -8.889164e-02 -1.173980e-01 -1.262619e-01 -1.608214e-01 -1.873586e-01 
4.467200e+01 -3.228285e-02 -4.743022e-02 -6.053405e-02 -9.007960e-02 -1.181842e-01 -1.263202e-01 -1.595193e-01 -1.880009e-01 -3.127841e-02 -4.591028e-02 -6.070369e-02 -8.889173e-02 -1.173981e-01 -1.262619e-01 -1.608214e-01 -1.873586e-01 
4.473600e+01 -3.210496e-02 -4.697448e-02 -6.008916e-02 -8.960966e-02 -1.184999e-01 -1.259675e-01 -1.590810e-01 -1.883013e-01 -3.127867e-02 -4.591043e-02 -6.070378e-02 -8.889181e-02 -1.173981e-01 -1.262620e-01 -1.608214e-01 -1.873586e-01 
4.480000e+01 -3.140831e-02 -4.667683e-02 -6.006763e-02 -8.921500e-02 -1.181701e-01 -1.266940e-01 -1.598288e-01 -1.881183e-01 -3.127893e-02 -4.591057e-02 -6.070387e-02 -8.889189e-02 -1.173981e-01 -1.262620e-01 -1.608214e-01 -1.873586e-01 
4.486400e+01 -3.157063e-02 -4.620530e-02 -6.044613e-02 -8.831949e-02 -1.175464e-01 -1.268981e-01 -1.589377e-01 -1.877000e-01 -3.127918e-02 -4.591071e-02 -6.070396e-02 -8.889198e-02 -1.173982e-01 -1.262620e-01 -1.608215e-01 -1.873586e-01 
4.492800e+01 -3.118181e-02 -4.495795e-02 -6.017134e-02 -8.735822e-02 -1.184006e-01 -1.274354e-01 -1.608409e-01 -1.872776e-01 -3.127943e-02 -4.591085e-02 -6.070405e-02 -8.889206e-02 -1.173982e-01 -1.262620e-01 -1.608215e-01 -1.873586e-01 
4.499200e+01 -3.152155e-02 -4.538571e-02 -5.955443e-02 -8.751897e-02 -1.182341e-01 -1.271735e-01 -1.612750e-01 -1.873916e-01 -3.127968e-02 -4.591099e-02 -6.070414e-02 -8.889214e-02 -1.173982e-01 -1.262620e-01 -1.608215e-01 -1.873586e-01 
4.505600e+01 -3.148002e-02 -4.676203e-02 -6.053961e-02 -8.880459e-02 -1.175905e-01 -1.256993e-01 -1.614168e-01 -1.862586e-01 -3.127992e-02 -4.591112e-02 -6.070423e-02 -8.889221e-02 -1.173983e-01 -1.262620e-01 -1.608215e-01 -1.873586e-01 
4.512000e+01 -3.188103e-02 -4.544923e-02 -5.981695e-02 -8.868196e-02 -1.179273e-01 -1.262497e-01 -1.600569e-01 -1.863587e-01 -3.128016e-02 -4.591125e-02 -6.070431e-02 -8.889229e-02 -1.173983e-01 -1.262620e-01 -1.608215e-01 -1.873586e-01 
4.518400e+01 -3.163832e-02 -4.582166e-02 -5.988202e-02 -8.908798e-02 -1.181185e-01 -1.274246e-01 -1.597211e-01 -1.865944e-01 -3.128040e-02 -4.591139e-02 -6.070440e-02 -8.889237e-02 -1.173983e-01 -1.262620e-01 -1.608215e-01 -1.873586e-01 
4.524800e+01 -3.195271e-02 -4.535397e-02 -6.078088e-02 -8.838693e-02 -1.171772e-01 -1.273669e-01 -1.596869e-01 -1.867081e-01 -3.128063e-02 -4.591151e-02 -6.070448e-02 -8.889244e-02 -1.173983e-01 -1.262620e-01 -1.608215e-01 -1.873587e-01 
4.531200e+01 -3.122391e-02 -4.599687e-02 -6.117330e-02 -8.871124e-02 -1.161773e-01 -1.270475e-01 -1.593492e-01 -1.866037e-01 -3.128086e-02 -4.591164e-02 -6.070456e-02 -8.889252e-02 -1.173984e-01 -1.262620e-01 -1.608215e-01 -1.873587e-01 
4.537600e+01 -3.139726e-02 -4.570333e-02 -6.179021e-02 -8.787727e-02 -1.170548e-01 -1.266006e-01 -1.600991e-01 -1.863515e-01 -3.128109e-02 -4.591177e-02 -6.070464e-02 -8.889259e-02 -1.173984e-01 -1.262620e-01 -1.608215e-01 -1.873587e-01 
4.544000e+01 -3.088969e-02 -4.587821e-02 -6.060294e-02 -8.816679e-02 -1.174248e-01 -1.256134e-01 -1.593411e-01 -1.862187e-01 -3.128131e-02 -4.591189e-02 -6.070472e-02 -8.889266e-02 -1.173984e-01 -1.262620e-01 -1.608216e-01 -1.873587e-01 
4.550400e+01 -3.159136e-02 -4.624571e-02 -6.098576e-02 -8.782999e-02 -1.176640e-01 -1.258047e-01 -1.590541e-01 -1.856967e-01 -3.128154e-02 -4.591201e-02 -6.070479e-02 -8.889273e-02 -1.173984e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.556800e+01 -3.162181e-02 -4.626626e-02 -6.135990e-02 -8.777955e-02 -1.191868e-01 -1.250113e-01 -1.601685e-01 -1.854980e-01 -3.128175e-02 -4.591213e-02 -6.070487e-02 -8.889280e-02 -1.173985e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.563200e+01 -3.092437e-02 -4.573761e-02 -6.187860e-02 -8.800837e-02 -1.196252e-01 -1.250543e-01 -1.603993e-01 -1.866869e-01 -3.128197e-02 -4.591225e-02 -6.070495e-02 -8.889287e-02 -1.173985e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.569600e+01 -3.029025e-02 -4.575963e-02 -6.191333e-02 -8.908239e-02 -1.194074e-01 -1.243335e-01 -1.616451e-01 -1.853820e-01 -3.128218e-02 -4.591237e-02 -6.070502e-02 -8.889293e-02 -1.173985e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.576000e+01 -3.032215e-02 -4.562523e-02 -6.281961e-02 -8.800732e-02 -1.176807e-01 -1.250899e-01 -1.612503e-01 -1.856306e-01 -3.128239e-02 -4.591248e-02 -6.070509e-02 -8.889300e-02 -1.173985e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.582400e+01 -3.063116e-02 -4.441428e-02 -6.225449e-02 -8.767493e-02 -1.177935e-01 -1.257647e-01 -1.605107e-01 -1.845412e-01 -3.128260e-02 -4.591259e-02 -6.070516e-02 -8.889306e-02 -1.173986e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.588800e+01 -3.077446e-02 -4.480533e-02 -6.161390e-02 -8.711362e-02 -1.189188e-01 -1.260585e-01 -1.604602e-01 -1.852939e-01 -3.128280e-02 -4.591271e-02 -6.070523e-02 -8.889313e-02 -1.173986e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.595200e+01 -3.091669e-02 -4.550139e-02 -6.098088e-02 -8.736882e-02 -1.197226e-01 -1.264271e-01 -1.611604e-01 -1.859863e-01 -3.128300e-02 -4.591282e-02 -6.070530e-02 -8.889319e-02 -1.173986e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.601600e+01 -3.145352e-02 -4.559761e-02 -6.104973e-02 -8.749324e-02 -1.187938e-01 -1.273714e-01 -1.603471e-01 -1.858772e-01 -3.128320e-02 -4.591292e-02 -6.070537e-02 -8.889325e-02 -1.173986e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.608000e+01 -3.130380e-02 -4.621928e-02 -6.135712e-02 -8.907941e-02 -1.178414e-01 -1.271556e-01 -1.608429e-01 -1.865893e-01 -3.128339e-02 -4.591303e-02 -6.070544e-02 -8.889331e-02 -1.173987e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.614400e+01 -3.172983e-02 -4.647168e-02 -6.072280e-02 -8.922792e-02 -1.173616e-01 -1.279031e-01 -1.608322e-01 -1.876117e-01 -3.128359e-02 -4.591314e-02 -6.070551e-02 -8.889337e-02 -1.173987e-01 -1.262621e-01 -1.608216e-01 -1.873587e-01 
4.620800e+01 -3.102498e-02 -4.662544e-02 -6.059373e-02 -8.895612e-02 -1.177222e-01 -1.277770e-01 -1.601041e-01 -1.878736e-01 -3.128378e-02 -4.591324e-02 -6.070557e-02 -8.889343e-02 -1.173987e-01 -1.262621e-01 -1.608217e-01 -1.873587e-01 
4.627200e+01 -3.140609e-02 -4.679994e-02 -6.104407e-02 -8.802220e-02 -1.193395e-01 -1.276474e-01 -1.592976e-01 -1.877020e-01 -3.128397e-02 -4.591334e-02 -6.070564e-02 -8.889349e-02 -1.173987e-01 -1.262621e-01 -1.608217e-01 -1.873587e-01 
4.633600e+01 -3.182116e-02 -4.645859e-02 -6.051998e-02 -8.811037e-02 -1.199814e-01 -1.265501e-01 -1.586597e-01 -1.872848e-01 -3.128415e-02 -4.591344e-02 -6.070570e-02 -8.889355e-02 -1.173987e-01 -1.262621e-01 -1.608217e-01 -1.873587e-01 
4.640000e+01 -3.159471e-02 -4.581891e-02 -5.990676e-02 -8.791619e-02 -1.183809e-01 -1.269682e-01 -1.596392e-01 -1.871916e-01 -3.128433e-02 -4.591354e-02 -6.070576e-02 -8.889360e-02 -1.173988e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.646400e+01 -3.084051e-02 -4.601056e-02 -5.966439e-02 -8.733790e-02 -1.188065e-01 -1.268147e-01 -1.598458e-01 -1.900894e-01 -3.128451e-02 -4.591364e-02 -6.070582e-02 -8.889366e-02 -1.173988e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.652800e+01 -3.174263e-02 -4.649885e-02 -6.002045e-02 -8.685778e-02 -1.189250e-01 -1.270971e-01 -1.588000e-01 -1.908633e-01 -3.128469e-02 -4.591373e-02 -6.070588e-02 -8.889371e-02 -1.173988e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.659200e+01 -3.056791e-02 -4.543824e-02 -6.062621e-02 -8.715484e-02 -1.184721e-01 -1.265941e-01 -1.596501e-01 -1.886866e-01 -3.128487e-02 -4.591383e-02 -6.070594e-02 -8.889376e-02 -1.173988e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.665600e+01 -3.117022e-02 -4.471275e-02 -6.095649e-02 -8.850489e-02 -1.186146e-01 -1.269664e-01 -1.614458e-01 -1.895619e-01 -3.128504e-02 -4.591392e-02 -6.070600e-02 -8.889382e-02 -1.173988e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.672000e+01 -3.172287e-02 -4.489396e-02 -6.077288e-02 -8.851580e-02 -1.188582e-01 -1.275940e-01 -1.619288e-01 -1.890064e-01 -3.128521e-02 -4.591401e-02 -6.070606e-02 -8.889387e-02 -1.173988e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.678400e+01 -3.109109e-02 -4.368037e-02 -6.126284e-02 -8.779476e-02 -1.190600e-01 -1.275984e-01 -1.624433e-01 -1.874356e-01 -3.128538e-02 -4.591410e-02 -6.070611e-02 -8.889392e-02 -1.173989e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.684800e+01 -3.037544e-02 -4.460525e-02 -6.155262e-02 -8.717308e-02 -1.187957e-01 -1.271899e-01 -1.619827e-01 -1.859509e-01 -3.128554e-02 -4.591419e-02 -6.070617e-02 -8.889397e-02 -1.173989e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.691200e+01 -3.029818e-02 -4.495619e-02 -6.119443e-02 -8.791316e-02 -1.185168e-01 -1.280051e-01 -1.620696e-01 -1.859845e-01 -3.128571e-02 -4.591428e-02 -6.070623e-02 -8.889402e-02 -1.173989e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.697600e+01 -3.116335e-02 -4.454857e-02 -6.014683e-02 -8.883784e-02 -1.191123e-01 -1.274784e-01 -1.611990e-01 -1.875943e-01 -3.128587e-02 -4.591437e-02 -6.070628e-02 -8.889407e-02 -1.173989e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.704000e+01 -3.133751e-02 -4.436652e-02 -6.063820e-02 -8.943643e-02 -1.191305e-01 -1.274791e-01 -1.610951e-01 -1.873191e-01 -3.128603e-02 -4.591445e-02 -6.070633e-02 -8.889412e-02 -1.173989e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.710400e+01 -3.073163e-02 -4.547602e-02 -6.077757e-02 -8.960700e-02 -1.189240e-01 -1.278948e-01 -1.613688e-01 -1.883925e-01 -3.128618e-02 -4.591454e-02 -6.070639e-02 -8.889416e-02 -1.173990e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.716800e+01 -2.983438e-02 -4.617900e-02 -6.048439e-02 -8.930090e-02 -1.199365e-01 -1.281625e-01 -1.626207e-01 -1.877371e-01 -3.128634e-02 -4.591462e-02 -6.070644e-02 -8.889421e-02 -1.173990e-01 -1.262622e-01 -1.608217e-01 -1.873587e-01 
4.723200e+01 -3.044430e-02 -4.605624e-02 -6.063906e-02 -8.952510e-02 -1.199079e-01 -1.292692e-01 -1.633311e-01 -1.882418e-01 -3.128649e-02 -4.591470e-02 -6.070649e-02 -8.889426e-02 -1.173990e-01 -1.262622e-01 -1.608218e-01 -1.873587e-01 
4.729600e+01 -3.124139e-02 -4.554834e-02 -6.049014e-02 -8.839784e-02 -1.216104e-01 -1.291371e-01 -1.621808e-01 -1.879663e-01 -3.128664e-02 -4.591478e-02 -6.070654e-02 -8.889430e-02 -1.173990e-01 -1.262622e-01 -1.608218e-01 -1.873587e-01 
4.736000e+01 -3.187694e-02 -4.596856e-02 -5.977138e-02 -8.809505e-02 -1.201952e-01 -1.281802e-01 -1.628983e-01 -1.871043e-01 -3.128679e-02 -4.591486e-02 -6.070659e-02 -8.889434e-02 -1.173990e-01 -1.262622e-01 -1.608218e-01 -1.873587e-01 
4.742400e+01 -3.103575e-02 -4.631390e-02 -5.933957e-02 -8.792755e-02 -1.193046e-01 -1.274131e-01 -1.623222e-01 -1.864018e-01 -3.128693e-02 -4.591494e-02 -6.070664e-02 -8.889439e-02 -1.173990e-01 -1.262622e-01 -1.608218e-01 -1.873587e-01 
4.748800e+01 -3.092236e-02 -4.543236e-02 -5.938163e-02 -8.793370e-02 -1.197658e-01 -1.266454e-01 -1.629979e-01 -1.868785e-01 -3.128708e-02 -4.591502e-02 -6.070668e-02 -8.889443e-02 -1.173990e-01 -1.262622e-01 -1.608218e-01 -1.873587e-01 
4.755200e+01 -3.077612e-02 -4.596406e-02 -6.057850e-02 -8.711667e-02 -1.188721e-01 -1.260290e-01 -1.614245e-01 -1.879029e-01 -3.128722e-02 -4.591509e-02 -6.070673e-02 -8.889447e-02 -1.173991e-01 -1.262622e-01 -1.608218e-01 -1.873587e-01 
