1.000000e+00 1.000000e+00 1.289102e-01
1.250000e+00 1.000000e+00 1.289043e-01
1.500000e+00 1.000000e+00 1.288971e-01
1.750000e+00 1.000000e+00 1.288886e-01
2.000000e+00 1.000000e+00 1.288787e-01
2.250000e+00 1.000000e+00 1.288675e-01
2.500000e+00 1.000000e+00 1.288550e-01
2.750000e+00 1.000000e+00 1.288412e-01
3.000000e+00 1.000000e+00 1.288261e-01
3.250000e+00 1.000000e+00 1.288097e-01
3.500000e+00 1.000000e+00 1.287920e-01
3.750000e+00 1.000000e+00 1.287729e-01
4.000000e+00 1.000000e+00 1.287525e-01
4.250000e+00 1.000000e+00 1.287308e-01
4.500000e+00 1.000000e+00 1.287078e-01
4.750000e+00 1.000000e+00 1.286835e-01
5.000000e+00 1.000000e+00 1.286578e-01
5.250000e+00 1.000000e+00 1.286309e-01
5.500000e+00 1.000000e+00 1.286026e-01
5.750000e+00 1.000000e+00 1.285730e-01
6.000000e+00 1.000000e+00 1.285421e-01
6.250000e+00 1.000000e+00 1.285098e-01
6.500000e+00 1.000000e+00 1.284763e-01
6.750000e+00 1.000000e+00 1.284414e-01
7.000000e+00 1.000000e+00 1.284052e-01
7.250000e+00 1.000000e+00 1.283677e-01
7.500000e+00 1.000000e+00 1.283288e-01
7.750000e+00 1.000000e+00 1.282887e-01
8.000000e+00 1.000000e+00 1.282472e-01
8.250000e+00 1.000000e+00 1.282044e-01
8.500000e+00 1.000000e+00 1.281602e-01
8.750000e+00 1.000000e+00 1.281147e-01
9.000000e+00 1.000000e+00 1.280679e-01
9.250000e+00 1.000000e+00 1.280198e-01
9.500000e+00 1.000000e+00 1.279704e-01
9.750000e+00 1.000000e+00 1.279196e-01
1.000000e+01 1.000000e+00 1.278675e-01
1.025000e+01 1.000000e+00 1.278140e-01
1.050000e+01 1.000000e+00 1.277593e-01
1.075000e+01 1.000000e+00 1.277032e-01
1.100000e+01 1.000000e+00 1.276457e-01
1.125000e+01 1.000000e+00 1.275869e-01
1.150000e+01 1.000000e+00 1.275268e-01
1.175000e+01 1.000000e+00 1.274654e-01
1.200000e+01 1.000000e+00 1.274026e-01

1.000000e+00 1.050000e+00 1.401223e-01
1.250000e+00 1.050000e+00 1.401152e-01
1.500000e+00 1.050000e+00 1.401066e-01
1.750000e+00 1.050000e+00 1.400963e-01
2.000000e+00 1.050000e+00 1.400845e-01
2.250000e+00 1.050000e+00 1.400711e-01
2.500000e+00 1.050000e+00 1.400561e-01
2.750000e+00 1.050000e+00 1.400396e-01
3.000000e+00 1.050000e+00 1.400215e-01
3.250000e+00 1.050000e+00 1.400018e-01
3.500000e+00 1.050000e+00 1.399805e-01
3.750000e+00 1.050000e+00 1.399576e-01
4.000000e+00 1.050000e+00 1.399332e-01
4.250000e+00 1.050000e+00 1.399072e-01
4.500000e+00 1.050000e+00 1.398796e-01
4.750000e+00 1.050000e+00 1.398504e-01
5.000000e+00 1.050000e+00 1.398197e-01
5.250000e+00 1.050000e+00 1.397873e-01
5.500000e+00 1.050000e+00 1.397534e-01
5.750000e+00 1.050000e+00 1.397179e-01
6.000000e+00 1.050000e+00 1.396809e-01
6.250000e+00 1.050000e+00 1.396422e-01
6.500000e+00 1.050000e+00 1.396020e-01
6.750000e+00 1.050000e+00 1.395602e-01
7.000000e+00 1.050000e+00 1.395167e-01
7.250000e+00 1.050000e+00 1.394718e-01
7.500000e+00 1.050000e+00 1.394252e-01
7.750000e+00 1.050000e+00 1.393770e-01
8.000000e+00 1.050000e+00 1.393273e-01
8.250000e+00 1.050000e+00 1.392759e-01
8.500000e+00 1.050000e+00 1.392230e-01
8.750000e+00 1.050000e+00 1.391685e-01
9.000000e+00 1.050000e+00 1.391124e-01
9.250000e+00 1.050000e+00 1.390547e-01
9.500000e+00 1.050000e+00 1.389954e-01
9.750000e+00 1.050000e+00 1.389345e-01
1.000000e+01 1.050000e+00 1.388720e-01
1.025000e+01 1.050000e+00 1.388080e-01
1.050000e+01 1.050000e+00 1.387423e-01
1.075000e+01 1.050000e+00 1.386751e-01
1.100000e+01 1.050000e+00 1.386062e-01
1.125000e+01 1.050000e+00 1.385358e-01
1.150000e+01 1.050000e+00 1.384637e-01
1.175000e+01 1.050000e+00 1.383900e-01
