f            Pxx32k       Pxx31k       Pxx30k       Pxx29k       Pxx28k       Pxx27k       Pxx26k       Pxx25k       Pxx_pow32k   Pxx_pow31k   Pxx_pow30k   Pxx_pow29k   Pxx_pow28k   Pxx_pow27k   Pxx_pow26k   Pxx_pow25k   
4.768372e-01 3.589448e-10 3.811969e-10 4.140387e-10 4.233820e-10 4.579035e-10 4.973663e-10 5.205756e-10 5.440836e-10 8.896472e-16 8.873258e-16 8.848367e-16 8.838224e-16 8.824149e-16 8.811234e-16 8.802546e-16 8.797372e-16 
7.152557e-01 3.589145e-10 3.811670e-10 4.140100e-10 4.233505e-10 4.578732e-10 4.973386e-10 5.205462e-10 5.440528e-10 8.895722e-16 8.872561e-16 8.847755e-16 8.837567e-16 8.823565e-16 8.810743e-16 8.802048e-16 8.796874e-16 
9.536743e-01 3.588722e-10 3.811251e-10 4.139699e-10 4.233065e-10 4.578308e-10 4.972998e-10 5.205049e-10 5.440097e-10 8.894672e-16 8.871586e-16 8.846898e-16 8.836647e-16 8.822748e-16 8.810056e-16 8.801350e-16 8.796178e-16 
1.192093e+00 3.588178e-10 3.810713e-10 4.139184e-10 4.232499e-10 4.577763e-10 4.972499e-10 5.204519e-10 5.439544e-10 8.893323e-16 8.870333e-16 8.845797e-16 8.835465e-16 8.821698e-16 8.809173e-16 8.800454e-16 8.795283e-16 
1.430511e+00 3.587513e-10 3.810055e-10 4.138555e-10 4.231807e-10 4.577097e-10 4.971890e-10 5.203871e-10 5.438868e-10 8.891676e-16 8.868803e-16 8.844451e-16 8.834022e-16 8.820414e-16 8.808094e-16 8.799358e-16 8.794190e-16 
1.668930e+00 3.586728e-10 3.809279e-10 4.137811e-10 4.230991e-10 4.576310e-10 4.971171e-10 5.203106e-10 5.438069e-10 8.889730e-16 8.866995e-16 8.842862e-16 8.832317e-16 8.818898e-16 8.806820e-16 8.798064e-16 8.792898e-16 
1.907349e+00 3.585823e-10 3.808384e-10 4.136954e-10 4.230049e-10 4.575403e-10 4.970341e-10 5.202223e-10 5.437148e-10 8.887487e-16 8.864911e-16 8.841030e-16 8.830351e-16 8.817150e-16 8.805350e-16 8.796572e-16 8.791409e-16 
2.145767e+00 3.584798e-10 3.807370e-10 4.135982e-10 4.228982e-10 4.574376e-10 4.969401e-10 5.201224e-10 5.436104e-10 8.884946e-16 8.862551e-16 8.838955e-16 8.828124e-16 8.815170e-16 8.803685e-16 8.794882e-16 8.789722e-16 
2.384186e+00 3.583654e-10 3.806238e-10 4.134898e-10 4.227791e-10 4.573229e-10 4.968351e-10 5.200107e-10 5.434939e-10 8.882110e-16 8.859916e-16 8.836637e-16 8.825638e-16 8.812959e-16 8.801825e-16 8.792994e-16 8.787837e-16 
2.622604e+00 3.582390e-10 3.804988e-10 4.133701e-10 4.226476e-10 4.571961e-10 4.967192e-10 5.198874e-10 5.433652e-10 8.878980e-16 8.857007e-16 8.834078e-16 8.822893e-16 8.810517e-16 8.799771e-16 8.790909e-16 8.785756e-16 
2.861023e+00 3.581009e-10 3.803620e-10 4.132390e-10 4.225037e-10 4.570575e-10 4.965923e-10 5.197525e-10 5.432243e-10 8.875555e-16 8.853824e-16 8.831278e-16 8.819889e-16 8.807846e-16 8.797523e-16 8.788627e-16 8.783478e-16 
3.099442e+00 3.579509e-10 3.802136e-10 4.130968e-10 4.223475e-10 4.569070e-10 4.964545e-10 5.196059e-10 5.430713e-10 8.871838e-16 8.850369e-16 8.828238e-16 8.816628e-16 8.804944e-16 8.795082e-16 8.786148e-16 8.781004e-16 
3.337860e+00 3.577891e-10 3.800535e-10 4.129433e-10 4.221790e-10 4.567445e-10 4.963058e-10 5.194478e-10 5.429062e-10 8.867829e-16 8.846643e-16 8.824959e-16 8.813111e-16 8.801814e-16 8.792448e-16 8.783474e-16 8.778335e-16 
3.576279e+00 3.576157e-10 3.798818e-10 4.127787e-10 4.219983e-10 4.565703e-10 4.961463e-10 5.192781e-10 5.427291e-10 8.863530e-16 8.842646e-16 8.821441e-16 8.809338e-16 8.798457e-16 8.789621e-16 8.780605e-16 8.775471e-16 
3.814697e+00 3.574306e-10 3.796986e-10 4.126030e-10 4.218053e-10 4.563843e-10 4.959759e-10 5.190969e-10 5.425399e-10 8.858943e-16 8.838380e-16 8.817685e-16 8.805310e-16 8.794872e-16 8.786603e-16 8.777541e-16 8.772412e-16 
4.053116e+00 3.572339e-10 3.795038e-10 4.124162e-10 4.216003e-10 4.561865e-10 4.957948e-10 5.189042e-10 5.423388e-10 8.854068e-16 8.833847e-16 8.813694e-16 8.801029e-16 8.791061e-16 8.783394e-16 8.774283e-16 8.769160e-16 
4.291534e+00 3.570258e-10 3.792977e-10 4.122184e-10 4.213831e-10 4.559771e-10 4.956029e-10 5.187001e-10 5.421257e-10 8.848909e-16 8.829048e-16 8.809466e-16 8.796497e-16 8.787025e-16 8.779995e-16 8.770832e-16 8.765715e-16 
4.529953e+00 3.568062e-10 3.790801e-10 4.120097e-10 4.211540e-10 4.557560e-10 4.954003e-10 5.184846e-10 5.419007e-10 8.843466e-16 8.823984e-16 8.805005e-16 8.791713e-16 8.782765e-16 8.776405e-16 8.767188e-16 8.762077e-16 
4.768372e+00 3.565752e-10 3.788513e-10 4.117900e-10 4.209129e-10 4.555234e-10 4.951870e-10 5.182578e-10 5.416639e-10 8.837741e-16 8.818657e-16 8.800311e-16 8.786680e-16 8.778282e-16 8.772627e-16 8.763353e-16 8.758248e-16 
5.006790e+00 3.563329e-10 3.786112e-10 4.115595e-10 4.206599e-10 4.552792e-10 4.949631e-10 5.180197e-10 5.414153e-10 8.831736e-16 8.813069e-16 8.795384e-16 8.781399e-16 8.773577e-16 8.768661e-16 8.759326e-16 8.754229e-16 
5.245209e+00 3.560794e-10 3.783600e-10 4.113182e-10 4.203952e-10 4.550236e-10 4.947287e-10 5.177703e-10 5.411550e-10 8.825453e-16 8.807221e-16 8.790228e-16 8.775872e-16 8.768651e-16 8.764507e-16 8.755109e-16 8.750019e-16 
5.483627e+00 3.558148e-10 3.780976e-10 4.110662e-10 4.201186e-10 4.547566e-10 4.944837e-10 5.175097e-10 5.408830e-10 8.818895e-16 8.801115e-16 8.784842e-16 8.770100e-16 8.763506e-16 8.760167e-16 8.750703e-16 8.745621e-16 
5.722046e+00 3.555391e-10 3.778243e-10 4.108035e-10 4.198305e-10 4.544783e-10 4.942282e-10 5.172380e-10 5.405993e-10 8.812063e-16 8.794752e-16 8.779229e-16 8.764084e-16 8.758142e-16 8.755642e-16 8.746109e-16 8.741034e-16 
5.960464e+00 3.552525e-10 3.775401e-10 4.105303e-10 4.195307e-10 4.541887e-10 4.939624e-10 5.169552e-10 5.403040e-10 8.804959e-16 8.788136e-16 8.773389e-16 8.757826e-16 8.752561e-16 8.750931e-16 8.741327e-16 8.736260e-16 
