f            Pxx          
2.379417e+02 7.210473e-10 
2.384186e+02 6.753850e-10 
2.388954e+02 6.116812e-10 
2.393723e+02 6.398982e-10 
2.398491e+02 6.834056e-10 
2.403259e+02 6.782287e-10 
2.408028e+02 6.528865e-10 
2.412796e+02 6.076990e-10 
2.417564e+02 6.639000e-10 
2.422333e+02 6.599449e-10 
2.427101e+02 6.208057e-10 
2.431870e+02 6.089204e-10 
2.436638e+02 5.899656e-10 
2.441406e+02 6.444150e-10 
2.446175e+02 6.246982e-10 
2.450943e+02 7.541978e-10 
2.455711e+02 7.225658e-10 
2.460480e+02 6.821899e-10 
2.465248e+02 6.827136e-10 
2.470016e+02 7.009128e-10 
2.474785e+02 7.076124e-10 
2.479553e+02 6.712279e-10 
2.484322e+02 6.995609e-10 
2.489090e+02 7.020099e-10 
2.493858e+02 6.581622e-10 
2.498627e+02 6.708196e-10 
2.503395e+02 6.821161e-10 
2.508163e+02 6.319644e-10 
2.512932e+02 6.362855e-10 
2.517700e+02 6.630296e-10 
2.522469e+02 6.952513e-10 
2.527237e+02 6.338789e-10 
2.532005e+02 5.800160e-10 
2.536774e+02 5.101458e-10 
2.541542e+02 5.992823e-10 
2.546310e+02 6.507342e-10 
2.551079e+02 6.668660e-10 
2.555847e+02 6.328445e-10 
2.560616e+02 6.033905e-10 
2.565384e+02 6.829860e-10 
2.570152e+02 7.457975e-10 
2.574921e+02 7.096242e-10 
2.579689e+02 7.153589e-10 
2.584457e+02 6.750622e-10 
2.589226e+02 6.615043e-10 
2.593994e+02 6.550692e-10 
2.598763e+02 6.440834e-10 
2.603531e+02 5.702000e-10 
2.608299e+02 6.560157e-10 
2.613068e+02 6.978059e-10 
2.617836e+02 7.133158e-10 
2.622604e+02 6.944322e-10 
2.627373e+02 6.856718e-10 
2.632141e+02 6.164281e-10 
2.636909e+02 6.295341e-10 
2.641678e+02 6.104983e-10 
2.646446e+02 6.136444e-10 
2.651215e+02 6.396902e-10 
2.655983e+02 6.560231e-10 
2.660751e+02 6.093277e-10 
2.665520e+02 5.692723e-10 
2.670288e+02 6.531512e-10 
2.675056e+02 6.980920e-10 
2.679825e+02 6.506112e-10 
2.684593e+02 6.165746e-10 
2.689362e+02 6.255174e-10 
2.694130e+02 6.151568e-10 
2.698898e+02 6.122859e-10 
2.703667e+02 6.205715e-10 
2.708435e+02 6.187279e-10 
2.713203e+02 6.516032e-10 
2.717972e+02 6.777509e-10 
2.722740e+02 6.889491e-10 
2.727509e+02 6.145738e-10 
2.732277e+02 5.835945e-10 
2.737045e+02 7.025672e-10 
2.741814e+02 7.009532e-10 
2.746582e+02 6.166486e-10 
2.751350e+02 6.745965e-10 
2.756119e+02 6.699836e-10 
2.760887e+02 6.024921e-10 
2.765656e+02 6.404363e-10 
2.770424e+02 6.717133e-10 
2.775192e+02 6.315735e-10 
2.779961e+02 5.891153e-10 
2.784729e+02 5.500931e-10 
2.789497e+02 5.968636e-10 
2.794266e+02 6.176280e-10 
2.799034e+02 6.115452e-10 
2.803802e+02 5.986893e-10 
2.808571e+02 5.709534e-10 
2.813339e+02 6.007640e-10 
2.818108e+02 5.854770e-10 
2.822876e+02 6.288730e-10 
2.827644e+02 5.564487e-10 
2.832413e+02 5.973664e-10 
2.837181e+02 6.088695e-10 
2.841949e+02 6.830814e-10 
2.846718e+02 6.180937e-10 
2.851486e+02 5.915332e-10 
2.856255e+02 5.886856e-10 
2.861023e+02 5.755966e-10 
2.865791e+02 6.019519e-10 
2.870560e+02 6.554816e-10 
2.875328e+02 6.514260e-10 
2.880096e+02 6.119107e-10 
2.884865e+02 5.709153e-10 
2.889633e+02 5.584028e-10 
2.894402e+02 6.305278e-10 
2.899170e+02 6.379296e-10 
2.903938e+02 6.943209e-10 
2.908707e+02 6.432545e-10 
2.913475e+02 5.539684e-10 
2.918243e+02 5.799379e-10 
2.923012e+02 6.401958e-10 
2.927780e+02 6.435903e-10 
2.932549e+02 6.311686e-10 
2.937317e+02 5.891160e-10 
2.942085e+02 6.371981e-10 
2.946854e+02 6.134368e-10 
2.951622e+02 6.184229e-10 
2.956390e+02 6.249477e-10 
2.961159e+02 6.891637e-10 
2.965927e+02 6.071182e-10 
2.970695e+02 6.059941e-10 
2.975464e+02 5.861982e-10 
2.980232e+02 5.733391e-10 
2.985001e+02 5.751524e-10 
2.989769e+02 6.336399e-10 
2.994537e+02 6.500666e-10 
2.999306e+02 6.082334e-10 
3.004074e+02 5.581200e-10 
3.008842e+02 5.890958e-10 
3.013611e+02 6.713882e-10 
3.018379e+02 5.972623e-10 
3.023148e+02 5.784330e-10 
3.027916e+02 6.143293e-10 
3.032684e+02 6.352923e-10 
3.037453e+02 6.617481e-10 
3.042221e+02 6.347253e-10 
3.046989e+02 4.935680e-10 
3.051758e+02 5.315666e-10 
3.056526e+02 5.972002e-10 
3.061295e+02 6.692073e-10 
3.066063e+02 6.361890e-10 
3.070831e+02 6.054111e-10 
3.075600e+02 6.055314e-10 
3.080368e+02 6.122445e-10 
3.085136e+02 6.675034e-10 
3.089905e+02 5.658252e-10 
3.094673e+02 5.387397e-10 
3.099442e+02 5.440528e-10 
3.104210e+02 5.328666e-10 
3.108978e+02 6.151559e-10 
3.113747e+02 6.643328e-10 
3.118515e+02 6.482908e-10 
3.123283e+02 5.837193e-10 
3.128052e+02 5.380637e-10 
3.132820e+02 5.302644e-10 
3.137589e+02 5.864379e-10 
3.142357e+02 6.315205e-10 
3.147125e+02 5.511176e-10 
3.151894e+02 5.612324e-10 
3.156662e+02 5.766512e-10 
3.161430e+02 6.008892e-10 
3.166199e+02 6.776724e-10 
3.170967e+02 6.750841e-10 
3.175735e+02 6.243282e-10 
3.180504e+02 6.460737e-10 
3.185272e+02 5.652148e-10 
3.190041e+02 5.869243e-10 
3.194809e+02 6.069103e-10 
3.199577e+02 6.382217e-10 
3.204346e+02 6.225869e-10 
3.209114e+02 6.015712e-10 
3.213882e+02 6.004777e-10 
3.218651e+02 5.696676e-10 
3.223419e+02 5.531026e-10 
3.228188e+02 6.052910e-10 
3.232956e+02 6.301919e-10 
3.237724e+02 6.115791e-10 
3.242493e+02 6.760094e-10 
3.247261e+02 5.962497e-10 
3.252029e+02 5.854819e-10 
3.256798e+02 6.291907e-10 
3.261566e+02 7.057887e-10 
3.266335e+02 6.717004e-10 
3.271103e+02 6.312172e-10 
3.275871e+02 6.718128e-10 
3.280640e+02 6.529699e-10 
3.285408e+02 5.878645e-10 
3.290176e+02 5.844473e-10 
3.294945e+02 6.193604e-10 
3.299713e+02 6.105413e-10 
3.304482e+02 6.344989e-10 
3.309250e+02 6.284967e-10 
3.314018e+02 6.435924e-10 
3.318787e+02 5.881779e-10 
3.323555e+02 6.004845e-10 
3.328323e+02 5.758621e-10 
3.333092e+02 6.436177e-10 
3.337860e+02 6.183455e-10 
3.342628e+02 6.119312e-10 
3.347397e+02 6.752834e-10 
3.352165e+02 6.360736e-10 
3.356934e+02 5.594556e-10 
3.361702e+02 6.158095e-10 
3.366470e+02 6.358941e-10 
3.371239e+02 6.732052e-10 
3.376007e+02 6.411306e-10 
3.380775e+02 5.800042e-10 
3.385544e+02 6.108517e-10 
3.390312e+02 7.010802e-10 
3.395081e+02 6.424038e-10 
3.399849e+02 5.295846e-10 
3.404617e+02 5.516999e-10 
3.409386e+02 6.121854e-10 
3.414154e+02 6.096071e-10 
3.418922e+02 5.392245e-10 
3.423691e+02 5.798181e-10 
3.428459e+02 6.599900e-10 
3.433228e+02 6.804380e-10 
3.437996e+02 6.970132e-10 
3.442764e+02 6.600055e-10 
3.447533e+02 6.115087e-10 
3.452301e+02 6.305177e-10 
3.457069e+02 5.957820e-10 
3.461838e+02 5.480422e-10 
3.466606e+02 6.389447e-10 
3.471375e+02 6.040073e-10 
3.476143e+02 5.524277e-10 
3.480911e+02 6.227707e-10 
3.485680e+02 6.230363e-10 
3.490448e+02 5.441569e-10 
3.495216e+02 5.982696e-10 
3.499985e+02 5.561525e-10 
3.504753e+02 5.669714e-10 
3.509521e+02 5.681553e-10 
3.514290e+02 5.814712e-10 
3.519058e+02 5.478769e-10 
3.523827e+02 5.613705e-10 
3.528595e+02 5.986201e-10 
3.533363e+02 5.382874e-10 
3.538132e+02 5.173334e-10 
3.542900e+02 5.565230e-10 
3.547668e+02 5.758182e-10 
3.552437e+02 5.561255e-10 
3.557205e+02 5.209517e-10 
3.561974e+02 5.850071e-10 
3.566742e+02 5.797832e-10 
3.571510e+02 5.802464e-10 
3.576279e+02 6.051444e-10 
3.581047e+02 5.709746e-10 
3.585815e+02 5.731846e-10 
3.590584e+02 6.011007e-10 
3.595352e+02 6.580963e-10 
3.600121e+02 6.523506e-10 
3.604889e+02 6.376098e-10 
3.609657e+02 5.904824e-10 
3.614426e+02 5.786868e-10 
3.619194e+02 5.860046e-10 
3.623962e+02 5.634263e-10 
3.628731e+02 5.383901e-10 
3.633499e+02 5.766078e-10 
3.638268e+02 5.988398e-10 
3.643036e+02 5.853661e-10 
3.647804e+02 6.502816e-10 
3.652573e+02 5.985193e-10 
3.657341e+02 5.728210e-10 
3.662109e+02 6.150362e-10 
3.666878e+02 6.074086e-10 
3.671646e+02 5.936313e-10 
3.676414e+02 6.380196e-10 
3.681183e+02 5.826572e-10 
3.685951e+02 5.490443e-10 
3.690720e+02 5.526801e-10 
3.695488e+02 6.122840e-10 
3.700256e+02 6.080456e-10 
3.705025e+02 5.906003e-10 
3.709793e+02 5.834876e-10 
3.714561e+02 5.587187e-10 
3.719330e+02 5.539886e-10 
3.724098e+02 5.320482e-10 
3.728867e+02 6.266443e-10 
3.733635e+02 5.720936e-10 
3.738403e+02 5.803197e-10 
3.743172e+02 5.668783e-10 
3.747940e+02 5.486144e-10 
3.752708e+02 5.459841e-10 
3.757477e+02 5.954509e-10 
3.762245e+02 6.348273e-10 
3.767014e+02 5.494750e-10 
3.771782e+02 5.633784e-10 
3.776550e+02 6.927983e-10 
3.781319e+02 6.109409e-10 
3.786087e+02 5.523952e-10 
3.790855e+02 5.838577e-10 
3.795624e+02 5.821729e-10 
3.800392e+02 6.257244e-10 
3.805161e+02 6.412601e-10 
3.809929e+02 6.084058e-10 
3.814697e+02 6.363743e-10 
3.819466e+02 6.413415e-10 
3.824234e+02 6.035313e-10 
3.829002e+02 5.966122e-10 
3.833771e+02 6.469365e-10 
3.838539e+02 6.272424e-10 
3.843307e+02 5.791329e-10 
3.848076e+02 5.435175e-10 
3.852844e+02 5.809822e-10 
3.857613e+02 5.903744e-10 
3.862381e+02 5.685910e-10 
3.867149e+02 6.139481e-10 
3.871918e+02 6.148925e-10 
3.876686e+02 5.380320e-10 
3.881454e+02 5.701589e-10 
3.886223e+02 5.878279e-10 
3.890991e+02 6.371470e-10 
3.895760e+02 5.882060e-10 
3.900528e+02 5.902622e-10 
3.905296e+02 5.440491e-10 
3.910065e+02 5.766460e-10 
3.914833e+02 6.818201e-10 
3.919601e+02 6.285023e-10 
