tp           bump         bump_conv    
3.490000e+00 2.475581e-15 1.104339e-01 
3.500000e+00 2.041049e-15 1.097062e-01 
3.510000e+00 1.681860e-15 1.089833e-01 
3.520000e+00 1.385117e-15 1.082651e-01 
3.530000e+00 1.140100e-15 1.075517e-01 
3.540000e+00 9.379074e-16 1.068429e-01 
3.550000e+00 7.711466e-16 1.061388e-01 
3.560000e+00 6.336861e-16 1.054394e-01 
3.570000e+00 5.204410e-16 1.047446e-01 
3.580000e+00 4.271978e-16 1.040544e-01 
3.590000e+00 3.504666e-16 1.033687e-01 
3.600000e+00 2.873588e-16 1.026875e-01 
3.610000e+00 2.354846e-16 1.020108e-01 
3.620000e+00 1.928682e-16 1.013386e-01 
3.630000e+00 1.578770e-16 1.006708e-01 
3.640000e+00 1.291628e-16 1.000074e-01 
3.650000e+00 1.056127e-16 9.934835e-02 
3.660000e+00 8.630877e-17 9.869367e-02 
3.670000e+00 7.049428e-17 9.804330e-02 
3.680000e+00 5.754571e-17 9.739722e-02 
3.690000e+00 4.694964e-17 9.675540e-02 
3.700000e+00 3.828351e-17 9.611780e-02 
3.710000e+00 3.119976e-17 9.548441e-02 
3.720000e+00 2.541272e-17 9.485519e-02 
3.730000e+00 2.068764e-17 9.423012e-02 
3.740000e+00 1.683182e-17 9.360916e-02 
3.750000e+00 1.368710e-17 9.299230e-02 
3.760000e+00 1.112376e-17 9.237950e-02 
3.770000e+00 9.035503e-18 9.177074e-02 
3.780000e+00 7.335218e-18 9.116600e-02 
3.790000e+00 5.951603e-18 9.056523e-02 
3.800000e+00 4.826307e-18 8.996843e-02 
3.810000e+00 3.911616e-18 8.937556e-02 
3.820000e+00 3.168528e-18 8.878660e-02 
3.830000e+00 2.565187e-18 8.820151e-02 
3.840000e+00 2.075586e-18 8.762029e-02 
3.850000e+00 1.678505e-18 8.704289e-02 
3.860000e+00 1.356640e-18 8.646930e-02 
3.870000e+00 1.095890e-18 8.589949e-02 
3.880000e+00 8.847675e-19 8.533343e-02 
3.890000e+00 7.139235e-19 8.477110e-02 
3.900000e+00 5.757505e-19 8.421248e-02 
3.910000e+00 4.640632e-19 8.365754e-02 
3.920000e+00 3.738352e-19 8.310626e-02 
3.930000e+00 3.009839e-19 8.255861e-02 
3.940000e+00 2.421958e-19 8.201457e-02 
3.950000e+00 1.947826e-19 8.147411e-02 
3.960000e+00 1.565646e-19 8.093721e-02 
3.970000e+00 1.257759e-19 8.040386e-02 
3.980000e+00 1.009861e-19 7.987402e-02 
3.990000e+00 8.103740e-20 7.934766e-02 
4.000000e+00 6.499348e-20 7.882478e-02 
4.010000e+00 5.209718e-20 7.830535e-02 
4.020000e+00 4.173677e-20 7.778933e-02 
4.030000e+00 3.341824e-20 7.727672e-02 
4.040000e+00 2.674290e-20 7.676748e-02 
4.050000e+00 2.138915e-20 7.626160e-02 
4.060000e+00 1.709774e-20 7.575906e-02 
4.070000e+00 1.365979e-20 7.525982e-02 
4.080000e+00 1.090711e-20 7.476388e-02 
4.090000e+00 8.704332e-21 7.427120e-02 
4.100000e+00 6.942587e-21 7.378177e-02 
4.110000e+00 5.534359e-21 7.329557e-02 
4.120000e+00 4.409340e-21 7.281257e-02 
4.130000e+00 3.511073e-21 7.233275e-02 
4.140000e+00 2.794258e-21 7.185610e-02 
4.150000e+00 2.222558e-21 7.138258e-02 
4.160000e+00 1.766851e-21 7.091219e-02 
4.170000e+00 1.403806e-21 7.044489e-02 
4.180000e+00 1.114741e-21 6.998068e-02 
4.190000e+00 8.847111e-22 6.951952e-02 
4.200000e+00 7.017605e-22 6.906141e-02 
4.210000e+00 5.563353e-22 6.860631e-02 
4.220000e+00 4.408029e-22 6.815421e-02 
4.230000e+00 3.490699e-22 6.770509e-02 
4.240000e+00 2.762743e-22 6.725893e-02 
4.250000e+00 2.185389e-22 6.681571e-02 
4.260000e+00 1.727735e-22 6.637541e-02 
4.270000e+00 1.365167e-22 6.593801e-02 
4.280000e+00 1.078089e-22 6.550349e-02 
4.290000e+00 8.509099e-23 6.507184e-02 
4.300000e+00 6.712320e-23 6.464303e-02 
4.310000e+00 5.292025e-23 6.421705e-02 
4.320000e+00 4.169955e-23 6.379388e-02 
4.330000e+00 3.283983e-23 6.337349e-02 
4.340000e+00 2.584822e-23 6.295587e-02 
4.350000e+00 2.033389e-23 6.254101e-02 
4.360000e+00 1.598713e-23 6.212888e-02 
4.370000e+00 1.256264e-23 6.171946e-02 
4.380000e+00 9.866229e-24 6.131275e-02 
4.390000e+00 7.744292e-24 6.090871e-02 
4.400000e+00 6.075366e-24 6.050734e-02 
4.410000e+00 4.763469e-24 6.010861e-02 
4.420000e+00 3.732797e-24 5.971251e-02 
4.430000e+00 2.923516e-24 5.931902e-02 
4.440000e+00 2.288426e-24 5.892812e-02 
4.450000e+00 1.790311e-24 5.853980e-02 
4.460000e+00 1.399845e-24 5.815403e-02 
4.470000e+00 1.093936e-24 5.777081e-02 
4.480000e+00 8.544052e-25 5.739011e-02 
4.490000e+00 6.669542e-25 5.701193e-02 
4.500000e+00 5.203413e-25 5.663623e-02 
4.510000e+00 4.057334e-25 5.626301e-02 
4.520000e+00 3.161939e-25 5.589225e-02 
4.530000e+00 2.462783e-25 5.552394e-02 
4.540000e+00 1.917164e-25 5.515805e-02 
4.550000e+00 1.491600e-25 5.479457e-02 
4.560000e+00 1.159860e-25 5.443349e-02 
4.570000e+00 9.014030e-26 5.407478e-02 
4.580000e+00 7.001525e-26 5.371844e-02 
4.590000e+00 5.435336e-26 5.336445e-02 
4.600000e+00 4.217162e-26 5.301279e-02 
4.610000e+00 3.270200e-26 5.266345e-02 
4.620000e+00 2.534479e-26 5.231641e-02 
4.630000e+00 1.963193e-26 5.197166e-02 
4.640000e+00 1.519839e-26 5.162918e-02 
4.650000e+00 1.175959e-26 5.128895e-02 
4.660000e+00 9.093838e-27 5.095097e-02 
4.670000e+00 7.028493e-27 5.061522e-02 
4.680000e+00 5.429220e-27 5.028167e-02 
4.690000e+00 4.191532e-27 4.995033e-02 
4.700000e+00 3.234211e-27 4.962117e-02 
4.710000e+00 2.494158e-27 4.929418e-02 
4.720000e+00 1.922383e-27 4.896934e-02 
4.730000e+00 1.480866e-27 4.864664e-02 
4.740000e+00 1.140124e-27 4.832607e-02 
4.750000e+00 8.773006e-28 4.800762e-02 
4.760000e+00 6.746910e-28 4.769126e-02 
4.770000e+00 5.185869e-28 4.737698e-02 
4.780000e+00 3.983808e-28 4.706478e-02 
4.790000e+00 3.058689e-28 4.675463e-02 
4.800000e+00 2.347105e-28 4.644653e-02 
4.810000e+00 1.800072e-28 4.614046e-02 
4.820000e+00 1.379772e-28 4.583641e-02 
4.830000e+00 1.057024e-28 4.553436e-02 
4.840000e+00 8.093244e-29 4.523430e-02 
4.850000e+00 6.193278e-29 4.493621e-02 
4.860000e+00 4.736731e-29 4.464009e-02 
4.870000e+00 3.620737e-29 4.434593e-02 
4.880000e+00 2.766148e-29 4.405370e-02 
4.890000e+00 2.112098e-29 4.376339e-02 
4.900000e+00 1.611806e-29 4.347500e-02 
4.910000e+00 1.229339e-29 4.318851e-02 
4.920000e+00 9.371103e-30 4.290391e-02 
4.930000e+00 7.139535e-30 4.262118e-02 
4.940000e+00 5.436374e-30 4.234032e-02 
4.950000e+00 4.137222e-30 4.206131e-02 
4.960000e+00 3.146796e-30 4.178413e-02 
4.970000e+00 2.392150e-30 4.150879e-02 
4.980000e+00 1.817475e-30 4.123525e-02 
4.990000e+00 1.380094e-30 4.096352e-02 
5.000000e+00 1.047392e-30 4.069358e-02 
5.010000e+00 7.944555e-31 4.042542e-02 
5.020000e+00 6.022686e-31 4.015903e-02 
5.030000e+00 4.563217e-31 3.989439e-02 
5.040000e+00 3.455509e-31 3.963150e-02 
5.050000e+00 2.615250e-31 3.937033e-02 
5.060000e+00 1.978220e-31 3.911089e-02 
5.070000e+00 1.495533e-31 3.885316e-02 
5.080000e+00 1.129998e-31 3.859713e-02 
5.090000e+00 8.533349e-32 3.834278e-02 
5.100000e+00 6.440528e-32 3.809011e-02 
5.110000e+00 4.858292e-32 3.783911e-02 
5.120000e+00 3.662738e-32 3.758976e-02 
5.130000e+00 2.759868e-32 3.734205e-02 
5.140000e+00 2.078409e-32 3.709597e-02 
5.150000e+00 1.564349e-32 3.685152e-02 
5.160000e+00 1.176784e-32 3.660868e-02 
5.170000e+00 8.847482e-33 3.636743e-02 
5.180000e+00 6.648183e-33 3.612778e-02 
5.190000e+00 4.992825e-33 3.588971e-02 
5.200000e+00 3.747572e-33 3.565320e-02 
5.210000e+00 2.811342e-33 3.541826e-02 
5.220000e+00 2.107840e-33 3.518486e-02 
5.230000e+00 1.579507e-33 3.495300e-02 
5.240000e+00 1.182949e-33 3.472267e-02 
5.250000e+00 8.854626e-34 3.449385e-02 
5.260000e+00 6.624220e-34 3.426655e-02 
5.270000e+00 4.952899e-34 3.404074e-02 
5.280000e+00 3.701215e-34 3.381642e-02 
5.290000e+00 2.764327e-34 3.359358e-02 
5.300000e+00 2.063453e-34 3.337220e-02 
5.310000e+00 1.539430e-34 3.315229e-02 
5.320000e+00 1.147851e-34 3.293382e-02 
5.330000e+00 8.554035e-35 3.271680e-02 
5.340000e+00 6.371136e-35 3.250120e-02 
5.350000e+00 4.742669e-35 3.228703e-02 
5.360000e+00 3.528491e-35 3.207426e-02 
5.370000e+00 2.623707e-35 3.186290e-02 
5.380000e+00 1.949853e-35 3.165293e-02 
5.390000e+00 1.448266e-35 3.144435e-02 
5.400000e+00 1.075116e-35 3.123713e-02 
5.410000e+00 7.976680e-36 3.103129e-02 
5.420000e+00 5.914925e-36 3.082680e-02 
5.430000e+00 4.383657e-36 3.062366e-02 
5.440000e+00 3.247013e-36 3.042186e-02 
5.450000e+00 2.403763e-36 3.022138e-02 
5.460000e+00 1.778522e-36 3.002223e-02 
5.470000e+00 1.315186e-36 2.982439e-02 
5.480000e+00 9.720202e-37 2.962786e-02 
5.490000e+00 7.179985e-37 2.943262e-02 
5.500000e+00 5.300684e-37 2.923866e-02 
5.510000e+00 3.911114e-37 2.904599e-02 
5.520000e+00 2.884226e-37 2.885458e-02 
5.530000e+00 2.125779e-37 2.866444e-02 
5.540000e+00 1.565911e-37 2.847554e-02 
5.550000e+00 1.152859e-37 2.828790e-02 
5.560000e+00 8.482927e-38 2.810149e-02 
5.570000e+00 6.238429e-38 2.791630e-02 
5.580000e+00 4.585270e-38 2.773234e-02 
5.590000e+00 3.368331e-38 2.754959e-02 
5.600000e+00 2.473004e-38 2.736805e-02 
5.610000e+00 1.814659e-38 2.718770e-02 
5.620000e+00 1.330838e-38 2.700854e-02 
5.630000e+00 9.754742e-39 2.683056e-02 
5.640000e+00 7.146056e-39 2.665375e-02 
5.650000e+00 5.232115e-39 2.647811e-02 
5.660000e+00 3.828672e-39 2.630363e-02 
5.670000e+00 2.800137e-39 2.613029e-02 
5.680000e+00 2.046778e-39 2.595810e-02 
5.690000e+00 1.495279e-39 2.578704e-02 
5.700000e+00 1.091776e-39 2.561711e-02 
5.710000e+00 7.967196e-40 2.544830e-02 
5.720000e+00 5.810820e-40 2.528060e-02 
5.730000e+00 4.235742e-40 2.511401e-02 
5.740000e+00 3.085900e-40 2.494851e-02 
5.750000e+00 2.246954e-40 2.478411e-02 
5.760000e+00 1.635185e-40 2.462079e-02 
5.770000e+00 1.189322e-40 2.445854e-02 
5.780000e+00 8.645546e-41 2.429737e-02 
5.790000e+00 6.281242e-41 2.413725e-02 
5.800000e+00 4.560986e-41 2.397819e-02 
5.810000e+00 3.310031e-41 2.382018e-02 
5.820000e+00 2.400854e-41 2.366321e-02 
5.830000e+00 1.740441e-41 2.350728e-02 
5.840000e+00 1.260995e-41 2.335237e-02 
5.850000e+00 9.131188e-42 2.319848e-02 
5.860000e+00 6.608478e-42 2.304561e-02 
5.870000e+00 4.780087e-42 2.289375e-02 
5.880000e+00 3.455655e-42 2.274288e-02 
5.890000e+00 2.496807e-42 2.259301e-02 
5.900000e+00 1.803017e-42 2.244413e-02 
5.910000e+00 1.301292e-42 2.229623e-02 
5.920000e+00 9.386636e-43 2.214930e-02 
5.930000e+00 6.767142e-43 2.200334e-02 
5.940000e+00 4.875967e-43 2.185835e-02 
5.950000e+00 3.511369e-43 2.171430e-02 
5.960000e+00 2.527273e-43 2.157121e-02 
5.970000e+00 1.817976e-43 2.142906e-02 
5.980000e+00 1.307026e-43 2.128785e-02 
5.990000e+00 9.391622e-44 2.114757e-02 
6.000000e+00 6.744613e-44 2.100821e-02 
6.010000e+00 4.840984e-44 2.086977e-02 
6.020000e+00 3.472725e-44 2.073225e-02 
6.030000e+00 2.489816e-44 2.059563e-02 
6.040000e+00 1.784121e-44 2.045990e-02 
6.050000e+00 1.277738e-44 2.032508e-02 
6.060000e+00 9.145744e-45 2.019114e-02 
6.070000e+00 6.542694e-45 2.005809e-02 
6.080000e+00 4.677937e-45 1.992591e-02 
6.090000e+00 3.342814e-45 1.979460e-02 
6.100000e+00 2.387428e-45 1.966416e-02 
6.110000e+00 1.704153e-45 1.953458e-02 
6.120000e+00 1.215757e-45 1.940585e-02 
6.130000e+00 8.668529e-46 1.927797e-02 
6.140000e+00 6.177377e-46 1.915093e-02 
6.150000e+00 4.399699e-46 1.902473e-02 
6.160000e+00 3.131857e-46 1.889936e-02 
6.170000e+00 2.228133e-46 1.877482e-02 
6.180000e+00 1.584311e-46 1.865110e-02 
6.190000e+00 1.125900e-46 1.852819e-02 
6.200000e+00 7.996863e-47 1.840610e-02 
6.210000e+00 5.676746e-47 1.828481e-02 
6.220000e+00 4.027536e-47 1.816431e-02 
6.230000e+00 2.855878e-47 1.804461e-02 
6.240000e+00 2.023951e-47 1.792570e-02 
6.250000e+00 1.433575e-47 1.780758e-02 
6.260000e+00 1.014848e-47 1.769023e-02 
6.270000e+00 7.180287e-48 1.757366e-02 
6.280000e+00 5.077416e-48 1.745785e-02 
6.290000e+00 3.588425e-48 1.734281e-02 
6.300000e+00 2.534692e-48 1.722852e-02 
6.310000e+00 1.789396e-48 1.711499e-02 
6.320000e+00 1.262549e-48 1.700221e-02 
6.330000e+00 8.903277e-49 1.689017e-02 
6.340000e+00 6.274972e-49 1.677886e-02 
6.350000e+00 4.420118e-49 1.666830e-02 
6.360000e+00 3.111832e-49 1.655846e-02 
6.370000e+00 2.189568e-49 1.644934e-02 
6.380000e+00 1.539788e-49 1.634094e-02 
6.390000e+00 1.082241e-49 1.623326e-02 
6.400000e+00 7.602329e-50 1.612629e-02 
6.410000e+00 5.337399e-50 1.602002e-02 
6.420000e+00 3.745182e-50 1.591445e-02 
6.430000e+00 2.626493e-50 1.580958e-02 
6.440000e+00 1.840941e-50 1.570540e-02 
6.450000e+00 1.289625e-50 1.560190e-02 
6.460000e+00 9.029159e-51 1.549909e-02 
6.470000e+00 6.318170e-51 1.539695e-02 
6.480000e+00 4.418710e-51 1.529549e-02 
6.490000e+00 3.088587e-51 1.519470e-02 
6.500000e+00 2.157666e-51 1.509457e-02 
6.510000e+00 1.506499e-51 1.499510e-02 
6.520000e+00 1.051269e-51 1.489628e-02 
6.530000e+00 7.331937e-52 1.479812e-02 
6.540000e+00 5.110741e-52 1.470060e-02 
6.550000e+00 3.560485e-52 1.460373e-02 
6.560000e+00 2.479103e-52 1.450750e-02 
6.570000e+00 1.725203e-52 1.441189e-02 
6.580000e+00 1.199903e-52 1.431692e-02 
6.590000e+00 8.340881e-53 1.422258e-02 
6.600000e+00 5.794794e-53 1.412886e-02 
6.610000e+00 4.023688e-53 1.403575e-02 
6.620000e+00 2.792355e-53 1.394326e-02 
6.630000e+00 1.936766e-53 1.385137e-02 
6.640000e+00 1.342592e-53 1.376010e-02 
6.650000e+00 9.301883e-54 1.366942e-02 
6.660000e+00 6.441069e-54 1.357934e-02 
6.670000e+00 4.457642e-54 1.348986e-02 
6.680000e+00 3.083277e-54 1.340096e-02 
6.690000e+00 2.131474e-54 1.331265e-02 
6.700000e+00 1.472678e-54 1.322493e-02 
6.710000e+00 1.016941e-54 1.313778e-02 
6.720000e+00 7.018490e-55 1.305120e-02 
6.730000e+00 4.841187e-55 1.296520e-02 
6.740000e+00 3.337492e-55 1.287976e-02 
6.750000e+00 2.299581e-55 1.279489e-02 
6.760000e+00 1.583571e-55 1.271057e-02 
6.770000e+00 1.089899e-55 1.262681e-02 
6.780000e+00 7.497133e-56 1.254360e-02 
6.790000e+00 5.154237e-56 1.246094e-02 
6.800000e+00 3.541553e-56 1.237883e-02 
6.810000e+00 2.432110e-56 1.229726e-02 
6.820000e+00 1.669294e-56 1.221622e-02 
6.830000e+00 1.145098e-56 1.213572e-02 
6.840000e+00 7.850775e-57 1.205575e-02 
6.850000e+00 5.379509e-57 1.197630e-02 
6.860000e+00 3.684113e-57 1.189738e-02 
6.870000e+00 2.521642e-57 1.181898e-02 
6.880000e+00 1.725019e-57 1.174110e-02 
6.890000e+00 1.179410e-57 1.166373e-02 
6.900000e+00 8.059269e-58 1.158686e-02 
6.910000e+00 5.504106e-58 1.151051e-02 
6.920000e+00 3.756972e-58 1.143466e-02 
6.930000e+00 2.563005e-58 1.135931e-02 
6.940000e+00 1.747515e-58 1.128445e-02 
6.950000e+00 1.190838e-58 1.121009e-02 
6.960000e+00 8.110443e-59 1.113622e-02 
6.970000e+00 5.520731e-59 1.106283e-02 
6.980000e+00 3.755855e-59 1.098993e-02 
6.990000e+00 2.553767e-59 1.091751e-02 
7.000000e+00 1.735456e-59 1.084557e-02 
7.010000e+00 1.178709e-59 1.077410e-02 
7.020000e+00 8.001276e-60 1.070310e-02 
7.030000e+00 5.428406e-60 1.063257e-02 
7.040000e+00 3.680827e-60 1.056250e-02 
7.050000e+00 2.494473e-60 1.049290e-02 
7.060000e+00 1.689555e-60 1.042375e-02 
7.070000e+00 1.143736e-60 1.035506e-02 
7.080000e+00 7.738197e-61 1.028682e-02 
7.090000e+00 5.232554e-61 1.021904e-02 
7.100000e+00 3.536290e-61 1.015169e-02 
7.110000e+00 2.388593e-61 1.008480e-02 
7.120000e+00 1.612489e-61 1.001834e-02 
7.130000e+00 1.087956e-61 9.952323e-03 
7.140000e+00 7.336451e-62 9.886739e-03 
7.150000e+00 4.944484e-62 9.821588e-03 
7.160000e+00 3.330551e-62 9.756866e-03 
7.170000e+00 2.242185e-62 9.692571e-03 
7.180000e+00 1.508644e-62 9.628699e-03 
7.190000e+00 1.014524e-62 9.565248e-03 
7.200000e+00 6.818646e-63 9.502215e-03 
7.210000e+00 4.580301e-63 9.439598e-03 
7.220000e+00 3.075035e-63 9.377393e-03 
7.230000e+00 2.063319e-63 9.315599e-03 
7.240000e+00 1.383702e-63 9.254211e-03 
7.250000e+00 9.274260e-64 9.193228e-03 
7.260000e+00 6.212637e-64 9.132647e-03 
7.270000e+00 4.159421e-64 9.072465e-03 
7.280000e+00 2.783235e-64 9.012679e-03 
7.290000e+00 1.861346e-64 8.953288e-03 
7.300000e+00 1.244126e-64 8.894288e-03 
7.310000e+00 8.311166e-65 8.835677e-03 
7.320000e+00 5.549063e-65 8.777452e-03 
7.330000e+00 3.702862e-65 8.719610e-03 
7.340000e+00 2.469537e-65 8.662150e-03 
7.350000e+00 1.646090e-65 8.605069e-03 
7.360000e+00 1.096609e-65 8.548363e-03 
7.370000e+00 7.301472e-66 8.492032e-03 
7.380000e+00 4.858801e-66 8.436071e-03 
7.390000e+00 3.231528e-66 8.380479e-03 
7.400000e+00 2.148062e-66 8.325254e-03 
7.410000e+00 1.427072e-66 8.270393e-03 
7.420000e+00 9.475568e-67 8.215893e-03 
7.430000e+00 6.288176e-67 8.161752e-03 
7.440000e+00 4.170656e-67 8.107968e-03 
7.450000e+00 2.764675e-67 8.054538e-03 
7.460000e+00 1.831656e-67 8.001461e-03 
7.470000e+00 1.212842e-67 7.948733e-03 
7.480000e+00 8.026466e-68 7.896353e-03 
7.490000e+00 5.308903e-68 7.844318e-03 
7.500000e+00 3.509501e-68 7.792626e-03 
7.510000e+00 2.318708e-68 7.741274e-03 
7.520000e+00 1.531112e-68 7.690261e-03 
7.530000e+00 1.010481e-68 7.639584e-03 
7.540000e+00 6.665140e-69 7.589241e-03 
7.550000e+00 4.393905e-69 7.539230e-03 
7.560000e+00 2.895024e-69 7.489548e-03 
7.570000e+00 1.906399e-69 7.440194e-03 
7.580000e+00 1.254688e-69 7.391164e-03 
7.590000e+00 8.253112e-70 7.342458e-03 
7.600000e+00 5.425752e-70 7.294073e-03 
7.610000e+00 3.565023e-70 7.246007e-03 
7.620000e+00 2.341126e-70 7.198258e-03 
7.630000e+00 1.536553e-70 7.150823e-03 
7.640000e+00 1.007930e-70 7.103701e-03 
7.650000e+00 6.608049e-71 7.056889e-03 
7.660000e+00 4.329886e-71 7.010386e-03 
7.670000e+00 2.835566e-71 6.964189e-03 
7.680000e+00 1.855937e-71 6.918297e-03 
7.690000e+00 1.214079e-71 6.872707e-03 
7.700000e+00 7.937626e-72 6.827417e-03 
7.710000e+00 5.186741e-72 6.782426e-03 
7.720000e+00 3.387339e-72 6.737732e-03 
7.730000e+00 2.210971e-72 6.693332e-03 
7.740000e+00 1.442339e-72 6.649224e-03 
7.750000e+00 9.403986e-73 6.605407e-03 
7.760000e+00 6.127972e-73 6.561879e-03 
7.770000e+00 3.990999e-73 6.518638e-03 
7.780000e+00 2.597806e-73 6.475682e-03 
7.790000e+00 1.690021e-73 6.433009e-03 
7.800000e+00 1.098847e-73 6.390617e-03 
7.810000e+00 7.140735e-74 6.348504e-03 
7.820000e+00 4.637764e-74 6.306669e-03 
7.830000e+00 3.010472e-74 6.265109e-03 
7.840000e+00 1.953082e-74 6.223824e-03 
7.850000e+00 1.266388e-74 6.182810e-03 
7.860000e+00 8.206787e-75 6.142067e-03 
7.870000e+00 5.315446e-75 6.101592e-03 
7.880000e+00 3.440855e-75 6.061384e-03 
7.890000e+00 2.226144e-75 6.021441e-03 
7.900000e+00 1.439462e-75 5.981761e-03 
7.910000e+00 9.302665e-76 5.942343e-03 
7.920000e+00 6.008620e-76 5.903184e-03 
7.930000e+00 3.878843e-76 5.864284e-03 
7.940000e+00 2.502591e-76 5.825639e-03 
7.950000e+00 1.613755e-76 5.787250e-03 
7.960000e+00 1.040029e-76 5.749113e-03 
7.970000e+00 6.699059e-77 5.711228e-03 
7.980000e+00 4.312629e-77 5.673592e-03 
7.990000e+00 2.774793e-77 5.636205e-03 
8.000000e+00 1.784346e-77 5.599063e-03 
8.010000e+00 1.146801e-77 5.562167e-03 
8.020000e+00 7.366427e-78 5.525514e-03 
8.030000e+00 4.729181e-78 5.489102e-03 
8.040000e+00 3.034417e-78 5.452930e-03 
8.050000e+00 1.945919e-78 5.416996e-03 
8.060000e+00 1.247195e-78 5.381300e-03 
8.070000e+00 7.989213e-79 5.345838e-03 
8.080000e+00 5.114862e-79 5.310610e-03 
8.090000e+00 3.272834e-79 5.275615e-03 
8.100000e+00 2.093024e-79 5.240850e-03 
8.110000e+00 1.337780e-79 5.206314e-03 
8.120000e+00 8.545847e-80 5.172005e-03 
8.130000e+00 5.456144e-80 5.137923e-03 
8.140000e+00 3.481583e-80 5.104065e-03 
8.150000e+00 2.220382e-80 5.070431e-03 
8.160000e+00 1.415269e-80 5.037018e-03 
8.170000e+00 9.015925e-81 5.003825e-03 
8.180000e+00 5.740395e-81 4.970851e-03 
8.190000e+00 3.652864e-81 4.938094e-03 
8.200000e+00 2.323193e-81 4.905554e-03 
8.210000e+00 1.476717e-81 4.873227e-03 
8.220000e+00 9.381439e-82 4.841114e-03 
8.230000e+00 5.956646e-82 4.809212e-03 
8.240000e+00 3.780021e-82 4.777520e-03 
8.250000e+00 2.397435e-82 4.746038e-03 
8.260000e+00 1.519706e-82 4.714762e-03 
8.270000e+00 9.627924e-83 4.683693e-03 
8.280000e+00 6.096292e-83 4.652829e-03 
8.290000e+00 3.857972e-83 4.622168e-03 
8.300000e+00 2.440127e-83 4.591709e-03 
8.310000e+00 1.542503e-83 4.561451e-03 
8.320000e+00 9.745404e-84 4.531392e-03 
8.330000e+00 6.153664e-84 4.501531e-03 
8.340000e+00 3.883541e-84 4.471867e-03 
8.350000e+00 2.449526e-84 4.442398e-03 
8.360000e+00 1.544175e-84 4.413124e-03 
8.370000e+00 9.729065e-85 4.384043e-03 
8.380000e+00 6.126407e-85 4.355153e-03 
8.390000e+00 3.855678e-85 4.326453e-03 
8.400000e+00 2.425246e-85 4.297943e-03 
8.410000e+00 1.524653e-85 4.269621e-03 
8.420000e+00 9.579578e-86 4.241485e-03 
8.430000e+00 6.015641e-86 4.213534e-03 
8.440000e+00 3.775527e-86 4.185768e-03 
8.450000e+00 2.368282e-86 4.158185e-03 
8.460000e+00 1.484737e-86 4.130784e-03 
8.470000e+00 9.303056e-87 4.103563e-03 
8.480000e+00 5.825886e-87 4.076521e-03 
8.490000e+00 3.646351e-87 4.049658e-03 
8.500000e+00 2.280947e-87 4.022972e-03 
8.510000e+00 1.426041e-87 3.996461e-03 
8.520000e+00 8.910641e-88 3.970125e-03 
8.530000e+00 5.564756e-88 3.943963e-03 
8.540000e+00 3.473309e-88 3.917973e-03 
8.550000e+00 2.166710e-88 3.892155e-03 
8.560000e+00 1.350885e-88 3.866507e-03 
8.570000e+00 8.417755e-89 3.841027e-03 
8.580000e+00 5.242449e-89 3.815716e-03 
8.590000e+00 3.263115e-89 3.790571e-03 
8.600000e+00 2.029975e-89 3.765592e-03 
8.610000e+00 1.262144e-89 3.740778e-03 
8.620000e+00 7.843098e-90 3.716127e-03 
8.630000e+00 4.871092e-90 3.691639e-03 
8.640000e+00 3.023607e-90 3.667312e-03 
8.650000e+00 1.875791e-90 3.643145e-03 
8.660000e+00 1.163064e-90 3.619137e-03 
8.670000e+00 7.207473e-91 3.595288e-03 
8.680000e+00 4.463983e-91 3.571596e-03 
8.690000e+00 2.763263e-91 3.548060e-03 
8.700000e+00 1.709551e-91 3.524679e-03 
8.710000e+00 1.057066e-91 3.501452e-03 
8.720000e+00 6.532545e-92 3.478379e-03 
8.730000e+00 4.034807e-92 3.455457e-03 
8.740000e+00 2.490711e-92 3.432686e-03 
8.750000e+00 1.536682e-92 3.410066e-03 
8.760000e+00 9.475558e-93 3.387594e-03 
8.770000e+00 5.839636e-93 3.365271e-03 
8.780000e+00 3.596888e-93 3.343094e-03 
8.790000e+00 2.214258e-93 3.321064e-03 
8.800000e+00 1.362353e-93 3.299179e-03 
8.810000e+00 8.377442e-94 3.277438e-03 
8.820000e+00 5.148648e-94 3.255841e-03 
8.830000e+00 3.162534e-94 3.234386e-03 
8.840000e+00 1.941500e-94 3.213072e-03 
8.850000e+00 1.191241e-94 3.191898e-03 
8.860000e+00 7.305031e-95 3.170865e-03 
8.870000e+00 4.477181e-95 3.149969e-03 
8.880000e+00 2.742505e-95 3.129212e-03 
8.890000e+00 1.678999e-95 3.108591e-03 
8.900000e+00 1.027338e-95 3.088106e-03 
8.910000e+00 6.282562e-96 3.067756e-03 
8.920000e+00 3.839902e-96 3.047541e-03 
8.930000e+00 2.345653e-96 3.027458e-03 
8.940000e+00 1.432081e-96 3.007508e-03 
8.950000e+00 8.738389e-97 2.987689e-03 
8.960000e+00 5.329119e-97 2.968001e-03 
8.970000e+00 3.248177e-97 2.948442e-03 
8.980000e+00 1.978719e-97 2.929013e-03 
8.990000e+00 1.204727e-97 2.909711e-03 
9.000000e+00 7.330833e-98 2.890537e-03 
9.010000e+00 4.458391e-98 2.871489e-03 
9.020000e+00 2.709962e-98 2.852567e-03 
9.030000e+00 1.646298e-98 2.833769e-03 
9.040000e+00 9.995712e-99 2.815095e-03 
9.050000e+00 6.065677e-99 2.796544e-03 
9.060000e+00 3.678789e-99 2.778116e-03 
9.070000e+00 2.229928e-99 2.759809e-03 
